A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,FR	1.02 	: 	1.16 b
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,HR	1.33 	0.75 	2.23 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,HU	1.30 	1.37 	0.69 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,LT	1.25 	0.69 	1.17 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,LU	: 	: 	5.17 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,LV	0.18 	0.89 	0.98 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,MT	0.72 	0.30 	1.27 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,NL	2.93 	3.39 	3.03 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,NO	2.54 	2.67 	1.52 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,PL	0.72 	0.94 	1.74 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,PT	1.23 	1.30 	0.85 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,SE	1.89 	1.36 b	2.56 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,SI	2.46 	2.46 	1.13 
A,GE10,C,E_AI_ADOWN,PC_ENT_IUSE,SK	1.33 	1.13 	1.22 
A,GE10,C,E_AI_AEXT,PC_ENT,AT	5.92 	5.68 	5.88 
A,GE10,C,E_AI_AEXT,PC_ENT,BE	3.59 	5.54 	7.68 
A,GE10,C,E_AI_AEXT,PC_ENT,BG	: u	0.76 	1.19 
A,GE10,C,E_AI_AEXT,PC_ENT,CY	1.19 	1.54 	1.91 
A,GE10,C,E_AI_AEXT,PC_ENT,CZ	1.44 	2.09 	2.05 
A,GE10,C,E_AI_AEXT,PC_ENT,DK	16.06 	: 	8.82 
A,GE10,C,E_AI_AEXT,PC_ENT,EE	1.46 	1.89 	3.80 
A,GE10,C,E_AI_AEXT,PC_ENT,EL	3.67 	2.07 	5.19 
A,GE10,C,E_AI_AEXT,PC_ENT,ES	3.52 	4.34 	4.03 
A,GE10,C,E_AI_AEXT,PC_ENT,EU27_2020	2.96 	: 	3.45 
A,GE10,C,E_AI_AEXT,PC_ENT,FI	6.35 	5.39 	5.26 
A,GE10,C,E_AI_AEXT,PC_ENT,FR	1.99 	: 	2.52 b
A,GE10,C,E_AI_AEXT,PC_ENT,HR	1.22 	1.26 	1.36 
A,GE10,C,E_AI_AEXT,PC_ENT,HU	1.88 	1.87 	1.80 
A,GE10,C,E_AI_AEXT,PC_ENT,LT	2.20 	2.16 	3.32 
A,GE10,C,E_AI_AEXT,PC_ENT,LU	: 	: 	7.87 
