A,F,ERN,TOTAL,GE10,OC2,PPS,NO	23.81 
A,F,ERN,TOTAL,GE10,OC2,PPS,PL	17.47 
A,F,ERN,TOTAL,GE10,OC2,PPS,PT	16.2 
A,F,ERN,TOTAL,GE10,OC2,PPS,RO	19.73 
A,F,ERN,TOTAL,GE10,OC2,PPS,RS	12.25 
A,F,ERN,TOTAL,GE10,OC2,PPS,SE	18.51 
A,F,ERN,TOTAL,GE10,OC2,PPS,SI	18.45 
A,F,ERN,TOTAL,GE10,OC2,PPS,SK	12.88 
A,F,ERN,TOTAL,GE10,OC3,EUR,AL	3.43 
A,F,ERN,TOTAL,GE10,OC3,EUR,AT	20.13 
A,F,ERN,TOTAL,GE10,OC3,EUR,BA	6.01 
A,F,ERN,TOTAL,GE10,OC3,EUR,BE	26.56 
A,F,ERN,TOTAL,GE10,OC3,EUR,BG	5.74 
A,F,ERN,TOTAL,GE10,OC3,EUR,CH	41.85 
A,F,ERN,TOTAL,GE10,OC3,EUR,CY	13.13 
A,F,ERN,TOTAL,GE10,OC3,EUR,CZ	9.88 
A,F,ERN,TOTAL,GE10,OC3,EUR,DE	21.57 
A,F,ERN,TOTAL,GE10,OC3,EUR,DK	33.31 
A,F,ERN,TOTAL,GE10,OC3,EUR,EA19	19.24 
A,F,ERN,TOTAL,GE10,OC3,EUR,EA20	19.17 
A,F,ERN,TOTAL,GE10,OC3,EUR,EE	10.58 
A,F,ERN,TOTAL,GE10,OC3,EUR,EL	9.11 
A,F,ERN,TOTAL,GE10,OC3,EUR,ES	13.43 
A,F,ERN,TOTAL,GE10,OC3,EUR,EU27_2020	18 
A,F,ERN,TOTAL,GE10,OC3,EUR,FI	20.59 
A,F,ERN,TOTAL,GE10,OC3,EUR,FR	18.2 
A,F,ERN,TOTAL,GE10,OC3,EUR,HR	8.59 
A,F,ERN,TOTAL,GE10,OC3,EUR,HU	7.11 
A,F,ERN,TOTAL,GE10,OC3,EUR,IE	27.09 
A,F,ERN,TOTAL,GE10,OC3,EUR,IS	30.56 
A,F,ERN,TOTAL,GE10,OC3,EUR,IT	16.02 
A,F,ERN,TOTAL,GE10,OC3,EUR,LT	10.47 
A,F,ERN,TOTAL,GE10,OC3,EUR,LU	33.63 
A,F,ERN,TOTAL,GE10,OC3,EUR,LV	9.31 
A,F,ERN,TOTAL,GE10,OC3,EUR,MT	12.12 
A,F,ERN,TOTAL,GE10,OC3,EUR,NL	20.88 
A,F,ERN,TOTAL,GE10,OC3,EUR,NO	32.21 
A,F,ERN,TOTAL,GE10,OC3,EUR,PL	7.57 
A,F,ERN,TOTAL,GE10,OC3,EUR,PT	9.44 
A,F,ERN,TOTAL,GE10,OC3,EUR,RO	7.11 
A,F,ERN,TOTAL,GE10,OC3,EUR,RS	5.7 
A,F,ERN,TOTAL,GE10,OC3,EUR,SE	20.53 
A,F,ERN,TOTAL,GE10,OC3,EUR,SI	12.61 
A,F,ERN,TOTAL,GE10,OC3,EUR,SK	8.93 
A,F,ERN,TOTAL,GE10,OC3,NAC,AL	408.69 
A,F,ERN,TOTAL,GE10,OC3,NAC,AT	20.13 
A,F,ERN,TOTAL,GE10,OC3,NAC,BA	11.76 
A,F,ERN,TOTAL,GE10,OC3,NAC,BE	26.56 
A,F,ERN,TOTAL,GE10,OC3,NAC,BG	11.22 
A,F,ERN,TOTAL,GE10,OC3,NAC,CH	42.05 
A,F,ERN,TOTAL,GE10,OC3,NAC,CY	13.13 
A,F,ERN,TOTAL,GE10,OC3,NAC,CZ	242.66 
A,F,ERN,TOTAL,GE10,OC3,NAC,DE	21.57 
A,F,ERN,TOTAL,GE10,OC3,NAC,DK	247.85 
A,F,ERN,TOTAL,GE10,OC3,NAC,EA19	19.24 
A,F,ERN,TOTAL,GE10,OC3,NAC,EA20	19.54 
A,F,ERN,TOTAL,GE10,OC3,NAC,EE	10.58 
A,F,ERN,TOTAL,GE10,OC3,NAC,EL	9.11 
