geo,nace_r2,real_wage,year
EE,J,17.2147001934236,2024
EE,J,17.469397797871686,2025
EE,K,15.846994535519125,2020
EE,K,16.03905160390516,2021
EE,K,14.157483762679703,2022
EE,K,14.312466559657569,2023
EE,K,15.087040618955513,2024
EE,K,15.68555083963831,2025
EE,L,7.194899817850637,2020
EE,L,7.496513249651325,2021
EE,L,6.494928117930381,2022
EE,L,8.092562867843766,2023
EE,L,6.769825918762089,2024
EE,L,9.411330503782986,2025
EE,M,12.386156648451731,2020
EE,M,12.639470013947001,2021
EE,M,11.676275268189446,2022
EE,M,12.97485286249331,2023
EE,M,13.088330109606705,2024
EE,M,14.45531155809805,2025
EE,N,7.741347905282332,2020
EE,N,7.932357043235704,2021
EE,N,7.005765160913668,2022
EE,N,7.223113964686998,2023
EE,N,7.607994842037397,2024
EE,N,7.442947653318571,2025
EE,O,11.475409836065573,2020
EE,O,11.506276150627615,2021
EE,O,10.727577902649054,2022
EE,O,11.10219368646335,2023
EE,O,11.154094132817537,2024
EE,O,11.256689426093375,2025
EE,P,9.289617486338797,2020
EE,P,9.239888423988841,2021
EE,P,8.319346128584982,2022
EE,P,8.895131086142321,2023
EE,P,9.21985815602837,2024
EE,P,9.226794611551947,2025
EE,Q,9.744990892531876,2020
EE,Q,10.373082287308229,2021
EE,Q,9.195066773699189,2022
EE,Q,9.965222043873728,2023
EE,Q,10.509348807221148,2024
EE,Q,10.703081749400258,2025
EE,R,7.832422586520947,2020
EE,R,8.106694560669457,2021
EE,R,7.22469532219222,2022
EE,R,7.9588014981273405,2023
EE,R,7.543520309477756,2024
EE,R,7.504459617395582,2025
EE,S,7.923497267759562,2020
EE,S,8.01952580195258,2021
EE,S,6.786834999635117,2022
EE,S,6.688068485821294,2023
EE,S,7.156673114119923,2024
EE,S,6.827828012548441,2025
EL,B,11.367006029455371,2020
EL,B,11.105651105651107,2021
EL,B,9.621436921140186,2022
EL,B,9.323204419889503,2023
EL,B,10.895985248512279,2024
EL,B,11.24236252545825,2025
EL,C,10.971631906691707,2020
EL,C,10.712530712530713,2021
EL,C,10.340796690945059,2022
EL,C,10.272790055248619,2023
EL,C,10.644539435085072,2024
EL,C,11.405295315682281,2025
EL,D,13.442720173964615,2020
EL,D,14.250614250614252,2021
EL,D,13.847675568743819,2022
EL,D,14.24378453038674,2023
EL,D,13.24281284049954,2024
EL,D,14.175152749490834,2025
EL,E,8.302856578036968,2020
EL,E,8.353808353808354,2021
EL,E,7.912957467853611,2022
EL,E,7.941988950276242,2023
EL,E,8.549157656525018,2024
EL,E,8.635437881873727,2025
EL,F,8.599387170109715,2020
EL,F,8.353808353808354,2021
EL,F,8.182717381530438,2022
EL,F,8.459944751381215,2023
EL,F,8.884418741094628,2024
EL,F,9.287169042769857,2025
EL,G,9.785509538400712,2020
EL,G,9.631449631449632,2021
EL,G,8.991997122560921,2022
EL,G,9.49585635359116,2023
EL,G,9.806386723661051,2024
EL,G,10.34623217922607,2025
EL,H,14.529999011564692,2020
EL,H,14.643734643734643,2021
EL,H,14.926715223451131,2022
EL,H,15.107044198895029,2023
EL,H,16.427793143910822,2024
EL,H,18.41140529531568,2025
EL,I,8.006325985964217,2020
EL,I,7.862407862407863,2021
EL,I,8.812157180109704,2022
EL,I,9.927486187845304,2023
EL,I,10.728354706227474,2024
EL,I,10.9979633401222,2025
EL,J,14.134624888801028,2020
EL,J,14.84029484029484,2021
EL,J,14.74687528099991,2022
EL,J,16.056629834254142,2023
EL,J,16.343977872768416,2024
EL,J,17.10794297352342,2025
EL,K,19.768706138183255,2020
EL,K,19.95085995085995,2021
EL,K,19.782393669634025,2022
EL,K,21.23618784530387,2023
EL,K,20.870002514458132,2024
EL,K,21.91446028513238,2025
EL,L,10.773944845309874,2020
EL,L,10.614250614250615,2021
EL,L,9.981116806042623,2022
EL,L,9.323204419889503,2023
EL,L,10.393093621657865,2024
EL,L,10.753564154786151,2025
EL,M,11.564693090837205,2020
EL,M,11.990171990171989,2021
EL,M,13.218235770164554,2022
EL,M,13.121546961325967,2023
EL,M,13.661889196211549,2024
EL,M,14.419551934826883,2025
EL,N,7.808638924582387,2020
EL,N,8.157248157248159,2021
EL,N,8.182717381530438,2022
EL,N,8.20096685082873,2023
EL,N,8.716788198809823,2024
EL,N,9.368635437881874,2025
EL,O,11.465849560146287,2020
EL,O,11.007371007371008,2021
EL,O,10.340796690945059,2022
EL,O,10.013812154696131,2023
EL,O,9.806386723661051,2024
EL,O,10.020366598778004,2025
EL,P,13.146189581891864,2020
EL,P,13.75921375921376,2021
EL,P,12.139196115457244,2022
EL,P,12.430939226519337,2023
EL,P,12.739921213645125,2024
EL,P,12.953156822810591,2025
EL,Q,9.686666007709796,2020
EL,Q,9.336609336609335,2021
EL,Q,8.812157180109704,2022
EL,Q,8.1146408839779,2023
EL,Q,7.794820216243401,2024
EL,Q,7.90224032586558,2025
EL,R,9.093604823564297,2020
EL,R,8.746928746928747,2021
EL,R,7.4633576117255656,2022
EL,R,7.941988950276242,2023
EL,R,8.381527114240214,2024
EL,R,9.368635437881874,2025
EL,S,8.797074231491548,2020
EL,S,9.04176904176904,2021
EL,S,7.733117525402392,2022
EL,S,7.855662983425414,2023
EL,S,8.465342385382616,2024
EL,S,8.961303462321792,2025
ES,B,24.155519199307097,2020
ES,B,23.729446935724958,2021
ES,B,20.18111254851229,2022
ES,B,19.851530569688883,2023
ES,B,19.94648504013622,2024
ES,B,20.13422818791946,2025
ES,C,17.033971706284284,2020
ES,C,16.349028400597906,2021
ES,C,15.523932729624837,2022
ES,C,15.847860538827257,2023
ES,C,16.054487959134033,2024
ES,C,16.186340307935254,2025
ES,D,36.955057261091326,2020
ES,D,38.303437967115094,2021
ES,D,34.92884864165588,2022
ES,D,34.114605054633415,2023
ES,D,32.75764209843509,2024
ES,D,33.08330043426766,2025
