geo,nace_r2,year,share_high_skill
FI,J,2022,94.41509433962264
FI,J,2023,95.68713450292398
FI,J,2024,94.00289017341039
FI,J,2025,94.80030143180106
FI,K,2020,75.4826254826255
FI,K,2021,72.93064876957494
FI,K,2022,71.70212765957447
FI,K,2023,72.40663900414937
FI,K,2024,73.28094302554027
FI,K,2025,71.51277013752457
FI,M,2020,89.04182106934884
FI,M,2021,88.25198637911464
FI,M,2022,87.24100327153762
FI,M,2023,87.09141274238227
FI,M,2024,88.19987959060806
FI,M,2025,88.14589665653494
FI,O,2020,73.94603709949409
FI,O,2021,75.2828546562228
FI,O,2022,75.00000000000001
FI,O,2023,74.93917274939173
FI,O,2024,73.69727047146401
FI,O,2025,74.00690846286702
FI,P,2020,83.91987005955605
FI,P,2021,81.87001140250855
FI,P,2022,81.99663488502522
FI,P,2023,81.80354267310787
FI,P,2024,83.52242031334414
FI,P,2025,84.34260774686307
FI,Q,2020,58.211217786761
FI,Q,2021,54.186815983710865
FI,Q,2022,53.484231943031546
FI,Q,2023,55.81863979848867
