geo,nace_r2,year,share_high_skill
FI,Q,2024,53.725303499166856
FI,Q,2025,55.0036170725826
FR,A,2020,11.292540391887247
FR,A,2021,10.317715019255456
FR,A,2022,10.424354243542435
FR,A,2023,9.824506424318395
FR,A,2024,10.752169720347156
FR,A,2025,12.269641125121241
FR,C,2020,46.7635446733685
FR,C,2021,36.93314002495027
FR,C,2022,38.30825944007174
FR,C,2023,39.558259059267456
FR,C,2024,39.604972466778776
FR,C,2025,41.128568691320176
FR,D,2020,79.72350230414746
FR,D,2021,66.12819176654507
FR,D,2022,67.71349862258953
FR,D,2023,73.02786962683042
FR,D,2024,71.45748987854252
FR,D,2025,67.94918330308529
FR,E,2020,40.070742799393635
FR,E,2021,43.333333333333336
FR,E,2022,41.268338854708944
FR,E,2023,40.074384007438404
FR,E,2024,44.73684210526315
FR,E,2025,41.74074074074074
FR,F,2020,35.33201764569306
FR,F,2021,29.015391845846555
FR,F,2022,27.469030571655868
FR,F,2023,28.785261945883704
FR,F,2024,30.674070815922594
FR,F,2025,31.926021783673026
FR,G,2020,33.10088473826493
FR,G,2021,36.96034974801142
FR,G,2022,37.304263344382214
FR,G,2023,39.043647977288856
FR,G,2024,39.47726024228757
FR,G,2025,41.17192459496012
FR,H,2020,24.73118279569892
FR,H,2021,24.06123627960717
FR,H,2022,24.316648917287896
FR,H,2023,23.796355385379
FR,H,2024,23.760707765763236
FR,H,2025,23.98706896551724
FR,I,2020,21.697008410518475
FR,I,2021,31.356026166980822
FR,I,2022,29.725595181183667
FR,I,2023,32.06675466716953
FR,I,2024,32.779613845886246
FR,I,2025,32.853234631477314
FR,J,2020,89.34924078091106
FR,J,2021,89.09766673549453
FR,J,2022,90.64553133799146
FR,J,2023,92.73238305561131
FR,J,2024,92.70453874175445
FR,J,2025,94.34512951477562
FR,K,2020,74.25565491846396
FR,K,2021,71.75380276014907
FR,K,2022,73.12022090059473
FR,K,2023,75.42900042900042
FR,K,2024,77.19499478623565
FR,K,2025,76.63021466180639
FR,L,2020,68.93890675241158
FR,L,2021,69.42789034564957
FR,L,2022,70.37037037037037
FR,L,2023,70.21595680863828
FR,L,2024,72.170071783545
FR,L,2025,73.17596566523605
FR,M,2020,81.93215339233036
FR,M,2021,82.97909407665506
FR,M,2022,84.22404646227731
FR,M,2023,86.18071777447442
FR,M,2024,87.34721359022167
FR,M,2025,86.85220238399755
FR,N,2020,30.70334542523176
FR,N,2021,30.081602373887232
FR,N,2022,34.946236559139784
FR,N,2023,35.56709394775272
FR,N,2024,33.70515275118621
FR,N,2025,34.22885572139304
FR,O,2020,44.160643222610254
FR,O,2021,44.047035766780986
FR,O,2022,44.13535486706218
FR,O,2023,46.400409189719106
FR,O,2024,47.40332443372664
FR,O,2025,48.26757994929502
FR,P,2020,77.57836687306504
FR,P,2021,79.27397711756673
FR,P,2022,79.46931373484774
FR,P,2023,78.31734250543086
FR,P,2024,79.71014492753623
FR,P,2025,81.38014419416955
FR,Q,2020,51.00491992044385
FR,Q,2021,52.68862799141335
FR,Q,2022,53.27432709528382
FR,Q,2023,54.37496840721832
FR,Q,2024,54.12252176649533
FR,Q,2025,53.868308407757745
FR,R,2020,74.90002352387673
FR,R,2021,67.20680575248126
FR,R,2022,67.0388182755067
FR,R,2023,70.03484320557492
FR,R,2024,72.28365806564857
FR,R,2025,72.91953232462174
FR,S,2020,36.923786109403814
FR,S,2021,43.59526372443487
FR,S,2022,41.99475065616798
FR,S,2023,38.80330123796424
FR,S,2024,37.280510811203015
FR,S,2025,41.043180846515604
HR,C,2020,24.82374768089054
HR,C,2021,26.244509516837482
HR,C,2022,25.30431575064551
HR,C,2023,28.194496796079914
HR,C,2024,32.115677321156774
HR,C,2025,30.94867807153966
HR,F,2020,21.900452488687787
HR,F,2021,24.52667814113597
HR,F,2022,22.28024369016536
HR,F,2023,22.259983007646557
HR,F,2024,25.86644125105664
HR,F,2025,29.19148936170213
HR,G,2020,26.235565819861428
HR,G,2021,24.894908921064925
HR,G,2022,21.402714932126695
HR,G,2023,24.655095683133066
HR,G,2024,25.959465286761535
HR,G,2025,25.591397849462368
HR,H,2020,25.44132917964694
HR,H,2021,21.90669371196755
HR,H,2022,21.07355864811133
HR,H,2023,22.87449392712551
HR,H,2024,27.393364928909953
HR,H,2025,30.819981149858627
HR,J,2020,87.69230769230768
HR,J,2021,84.78747203579418
HR,J,2022,84.54545454545455
HR,J,2023,89.83870967741936
HR,J,2024,91.55313351498637
HR,J,2025,90.14647137150466
HR,M,2020,77.24550898203593
HR,M,2021,75.6965944272446
HR,M,2022,74.30249632892804
HR,M,2023,80.55555555555556
HR,M,2024,74.7560975609756
HR,M,2025,75.15299877600978
HR,N,2020,18.58823529411765
HR,N,2021,16.9047619047619
HR,N,2022,20.44943820224719
HR,N,2023,30.63291139240506
HR,N,2024,33.16831683168317
HR,N,2025,30.42505592841163
HR,P,2020,78.65853658536585
HR,P,2021,76.46033129904097
HR,P,2022,76.08524072612471
HR,P,2023,74.10586552217453
HR,P,2024,76.38266068759341
HR,P,2025,76.1632068718683
HR,Q,2020,64.61937716262976
HR,Q,2021,62.4461670973299
HR,Q,2022,61.39455782312926
HR,Q,2023,62.05395996518712
HR,Q,2024,63.42254663422546
HR,Q,2025,63.65606936416184
HU,A,2020,10.861983059292475
HU,A,2021,10.281837160751566
HU,A,2022,10.36998436685774
HU,A,2023,10.035659704533877
HU,A,2024,11.452810180275717
HU,A,2025,12.480739599383668
HU,C,2020,23.01967038809144
HU,C,2021,23.54970210097209
HU,C,2022,25.354609929078016
HU,C,2023,24.531462674065544
HU,C,2024,28.14230933106093
HU,C,2025,29.359627742078438
HU,F,2020,16.33875106928999
HU,F,2021,15.279299014238774
HU,F,2022,15.732758620689658
HU,F,2023,15.356200527704486
HU,F,2024,18.982960596379126
HU,F,2025,19.599666388657212
HU,G,2020,23.33941605839416
HU,G,2021,24.17937219730942
HU,G,2022,24.926022628372497
HU,G,2023,25.659264399722414
HU,G,2024,27.334309776638595
HU,G,2025,26.627011896431068
HU,H,2020,17.082111436950147
HU,H,2021,16.398138202649477
HU,H,2022,16.51896490606168
HU,H,2023,15.224191866527633
HU,H,2024,18.556701030927837
HU,H,2025,20.453739808578515
HU,J,2020,82.24893917963225
HU,J,2021,85.91210114388922
HU,J,2022,84.32432432432432
HU,J,2023,81.90639269406394
HU,J,2024,83.40935005701255
HU,J,2025,87.21804511278195
HU,K,2020,87.23926380368098
HU,K,2021,87.8101402373247
HU,K,2022,86.86659772492243
HU,K,2023,87.46238716148446
HU,K,2024,89.08256880733944
HU,K,2025,87.50000000000001
HU,M,2020,83.53726362625137
HU,M,2021,84.60019743336625
HU,M,2022,84.44964871194381
HU,M,2023,81.7043813192104
HU,M,2024,86.83341198678622
HU,M,2025,86.25000000000001
HU,N,2020,27.753623188405797
HU,N,2021,27.365356622998544
HU,N,2022,26.29543696829079
HU,N,2023,21.41312184571017
HU,N,2024,23.23901264298615
HU,N,2025,27.088772845953002
HU,O,2020,45.26010034327964
HU,O,2021,46.734795613160514
HU,O,2022,48.5679012345679
HU,O,2023,49.029754204398444
HU,O,2024,49.08024526792856
HU,O,2025,49.217566885411415
HU,P,2020,73.13156269302038
HU,P,2021,74.60184409052808
HU,P,2022,74.3398392652124
HU,P,2023,73.87640449438202
HU,P,2024,72.7350671620463
HU,P,2025,74.66075879257824
HU,Q,2020,65.96570689097379
HU,Q,2021,69.44809461235218
HU,Q,2022,68.36461126005362
HU,Q,2023,69.41097724230255
HU,Q,2024,70.30621713578718
HU,Q,2025,73.71273712737127
IE,C,2020,40.4547236377891
IE,C,2021,42.951299890150125
IE,C,2022,41.24820659971306
IE,C,2023,42.66666666666667
IE,C,2024,44.25760286225402
IE,C,2025,46.064735945485516
IE,F,2020,20.1693610469592
IE,F,2021,23.212913143735587
IE,F,2022,21.92648922686945
IE,F,2023,22.021893110109467
IE,F,2024,23.83059418457649
IE,F,2025,26.32821723730815
IE,G,2020,27.767628790646693
IE,G,2021,29.119473876507122
IE,G,2022,30.028632784538296
IE,G,2023,31.34020618556701
IE,G,2024,32.06945428773919
IE,G,2025,31.096911608093713
IE,J,2020,83.34600760456274
IE,J,2021,86.16810059563203
IE,J,2022,87.51515151515153
IE,J,2023,89.14956011730204
IE,J,2024,87.32629238465813
IE,J,2025,90.51136363636363
IE,K,2020,65.60798548094373
IE,K,2021,68.27004219409282
IE,K,2022,72.3993288590604
IE,K,2023,74.06199021207178
IE,K,2024,73.69706840390879
IE,K,2025,76.20137299771169
IE,M,2020,80.87912087912088
IE,M,2021,80.83989501312335
IE,M,2022,80.6896551724138
IE,M,2023,78.72340425531915
IE,M,2024,78.34562697576395
IE,M,2025,83.58208955223881
IE,N,2020,26.884139482564677
IE,N,2021,28.82882882882883
IE,N,2022,26.653504442250743
IE,N,2023,28.003875968992247
IE,N,2024,29.45344129554656
IE,N,2025,31.66496424923391
IE,P,2020,76.48
IE,P,2021,75.76493443419136
IE,P,2022,75.90535972959924
IE,P,2023,76.24360762436078
IE,P,2024,76.0178970917226
IE,P,2025,78.96060352053647
IE,Q,2020,53.23613086770981
IE,Q,2021,53.97088021178028
IE,Q,2022,56.01217656012176
IE,Q,2023,55.90686979016959
IE,Q,2024,56.480446927374295
IE,Q,2025,57.35214324470972
IS,C,2020,32.558139534883715
IS,C,2021,33.33333333333333
IS,C,2022,33.734939759036145
IS,C,2023,37.83783783783784
IS,C,2024,42.02127659574468
IS,C,2025,45.69892473118279
IS,G,2020,38.21989528795812
IS,G,2021,40.70351758793971
IS,G,2022,37.5
IS,G,2023,39.23444976076555
IS,G,2024,40.09216589861751
IS,G,2025,41.87192118226601
IS,J,2020,86.81318681318682
IS,J,2021,88.23529411764706
IS,J,2022,93.68421052631577
IS,J,2023,93.26923076923077
IS,J,2024,95.0980392156863
IS,J,2025,91.30434782608697
IS,M,2020,84.67741935483872
IS,M,2021,88.3495145631068
IS,M,2022,86.79245283018867
IS,M,2023,90.43478260869564
IS,M,2024,94.11764705882352
IS,M,2025,92.0
IS,N,2020,49.01960784313726
IS,N,2021,44.44444444444445
IS,N,2022,50.79365079365079
IS,N,2023,42.857142857142854
IS,N,2024,45.56962025316455
IS,N,2025,46.42857142857142
IS,O,2020,78.84615384615384
IS,O,2021,75.45454545454544
IS,O,2022,75.43859649122805
IS,O,2023,76.53061224489795
IS,O,2024,74.4
IS,O,2025,74.78991596638656
IS,P,2020,66.38297872340425
IS,P,2021,73.05936073059361
IS,P,2022,74.10358565737052
IS,P,2023,77.13178294573643
IS,P,2024,77.73437499999999
IS,P,2025,72.86821705426357
IS,Q,2020,61.16071428571429
IS,Q,2021,62.66666666666667
IS,Q,2022,63.008130081300806
IS,Q,2023,59.583333333333336
IS,Q,2024,62.7906976744186
IS,Q,2025,59.68992248062015
IS,R,2020,59.25925925925925
IS,R,2021,63.49206349206349
IS,R,2022,64.61538461538461
IS,R,2023,68.57142857142857
IS,R,2024,63.888888888888886
IS,R,2025,61.9718309859155
IT,A,2020,3.3545749669351927
IT,A,2021,2.582669563118513
IT,A,2022,3.2754342431761785
IT,A,2023,2.7374373473846547
IT,A,2024,3.0011846781624327
IT,A,2025,3.2174026312361597
IT,C,2020,29.953595729845397
IT,C,2021,27.92612317689883
IT,C,2022,28.064694431760834
IT,C,2023,29.335006867806563
IT,C,2024,29.886628797699576
IT,C,2025,30.3727369542066
IT,D,2020,50.52816901408451
IT,D,2021,52.59391771019678
IT,D,2022,52.694610778443106
IT,D,2023,50.27548209366392
IT,D,2024,50.27027027027028
IT,D,2025,51.00074128984432
IT,E,2020,24.94705633206269
IT,E,2021,24.1193535018649
IT,E,2022,23.42007434944238
IT,E,2023,25.798625151637683
IT,E,2024,26.995114006514658
IT,E,2025,28.11873245086241
IT,F,2020,13.293468261269547
IT,F,2021,12.420612009237876
IT,F,2022,13.536243492190629
IT,F,2023,14.057961224076202
IT,F,2024,15.243823567455697
IT,F,2025,15.288746298124384
IT,G,2020,22.063565177337633
IT,G,2021,20.90638880539692
IT,G,2022,22.02306010204758
IT,G,2023,22.24331489542762
IT,G,2024,22.5868180820027
IT,G,2025,21.960423669689856
IT,H,2020,14.13689116330074
IT,H,2021,13.967828418230562
IT,H,2022,13.925486432248496
IT,H,2023,14.982246470944832
IT,H,2024,15.661503850480226
IT,H,2025,13.834599300162157
IT,I,2020,19.31123270035404
IT,I,2021,18.162190171862854
IT,I,2022,17.46220865291533
IT,I,2023,16.333217148832347
IT,I,2024,15.789115182889452
IT,I,2025,16.17978977236087
IT,J,2020,84.06301824212271
IT,J,2021,83.11427246018246
IT,J,2022,82.0112061338838
IT,J,2023,83.4321085210062
IT,J,2024,85.16336368505625
IT,J,2025,83.76314652067424
IT,K,2020,71.27236580516899
IT,K,2021,68.92553886348793
IT,K,2022,67.59729272419628
IT,K,2023,70.51671732522794
IT,K,2024,72.04730967849409
IT,K,2025,71.23336291038154
IT,L,2020,61.40226628895184
IT,L,2021,64.05228758169935
IT,L,2022,62.05234159779616
IT,L,2023,66.26425217974514
IT,L,2024,73.25495958853784
IT,L,2025,76.92847124824685
IT,M,2020,81.84762709477539
IT,M,2021,81.00192403620039
IT,M,2022,81.43986683312527
IT,M,2023,79.69224673094703
IT,M,2024,81.22012745618693
IT,M,2025,82.22323107853947
IT,N,2020,13.079399141630901
IT,N,2021,11.882119343714077
IT,N,2022,12.586487586487586
IT,N,2023,13.758566157090144
IT,N,2024,14.165141346349403
IT,N,2025,13.905384006334126
IT,O,2020,31.406370079412515
IT,O,2021,31.079393398751115
IT,O,2022,31.92888888888889
IT,O,2023,34.01430911128352
IT,O,2024,36.05401732631221
IT,O,2025,34.372024582359565
IT,P,2020,81.36530179340491
IT,P,2021,79.84535753083264
IT,P,2022,80.06832978791982
IT,P,2023,81.57911020357652
IT,P,2024,82.4944071588367
IT,P,2025,81.97574718275355
IT,Q,2020,64.06223764482006
IT,Q,2021,63.10948581560284
IT,Q,2022,60.46576102023843
IT,Q,2023,59.927229282067984
IT,Q,2024,60.81948941139006
IT,Q,2025,62.38677059195281
IT,R,2020,63.46087556015168
IT,R,2021,59.93640699523053
IT,R,2022,62.131596984235784
IT,R,2023,63.102791878172596
IT,R,2024,65.64525633470831
IT,R,2025,68.45039018952062
IT,S,2020,17.866189837580094
IT,S,2021,15.208613728129203
IT,S,2022,15.653775322283611
IT,S,2023,16.65181224004753
IT,S,2024,17.961027958203896
IT,S,2025,14.44592790387183
LT,C,2020,25.22913651712494
LT,C,2021,26.99498404012768
LT,C,2022,27.73689052437902
LT,C,2023,28.475637013857845
LT,C,2024,27.927529827662394
LT,C,2025,27.506899724011035
LT,F,2020,25.94142259414226
LT,F,2021,23.662551440329217
LT,F,2022,26.192703461178667
LT,F,2023,26.098901098901102
LT,F,2024,26.840215439856372
LT,F,2025,33.239171374764595
LT,G,2020,32.55924170616114
LT,G,2021,36.56678517013712
LT,G,2022,36.730575176589305
LT,G,2023,36.49122807017544
LT,G,2024,35.798062213156555
LT,G,2025,39.80632008154944
LT,H,2020,30.37336024217962
LT,H,2021,34.42460317460317
LT,H,2022,36.0
LT,H,2023,35.65044687189672
LT,H,2024,39.241917502787075
LT,H,2025,38.82091212458287
LT,J,2020,89.37823834196891
LT,J,2021,91.76706827309238
LT,J,2022,91.21863799283155
LT,J,2023,92.10526315789474
LT,J,2024,91.77489177489177
LT,J,2025,93.20113314447592
LT,K,2020,76.7716535433071
LT,K,2021,79.33333333333333
LT,K,2022,80.73089700996677
LT,K,2023,86.52482269503545
LT,K,2024,89.2703862660944
LT,K,2025,89.58333333333334
LT,L,2020,68.14159292035397
LT,L,2021,62.7906976744186
LT,L,2022,65.64885496183206
LT,L,2023,74.80916030534351
LT,L,2024,69.0721649484536
LT,L,2025,62.500000000000014
LT,M,2020,88.55325914149444
LT,M,2021,88.29431438127091
LT,M,2022,88.20058997050147
LT,M,2023,87.00128700128698
LT,M,2024,88.81829733163914
LT,M,2025,87.93503480278422
LT,N,2020,30.679611650485434
LT,N,2021,30.9153713298791
LT,N,2022,35.58052434456929
LT,N,2023,41.0472972972973
LT,N,2024,38.11802232854865
LT,N,2025,43.7308868501529
LT,O,2020,70.80378250591016
LT,O,2021,68.29545454545455
LT,O,2022,65.50951847704368
LT,O,2023,67.6959619952494
LT,O,2024,70.02164502164501
LT,O,2025,72.64050901378579
LT,P,2020,68.61198738170347
LT,P,2021,69.71580817051512
LT,P,2022,70.26563838903171
LT,P,2023,67.71186440677967
LT,P,2024,68.13365933170333
LT,P,2025,69.88727858293076
LT,Q,2020,69.60893854748603
LT,Q,2021,72.6775956284153
LT,Q,2022,75.47357926221335
LT,Q,2023,76.266137040715
LT,Q,2024,72.47081712062257
LT,Q,2025,74.6907706945766
LT,R,2020,72.13114754098362
LT,R,2021,71.31474103585657
LT,R,2022,74.71698113207547
LT,R,2023,78.48605577689243
LT,R,2024,74.25742574257426
LT,R,2025,78.31715210355988
LT,S,2020,41.75084175084175
LT,S,2021,37.50000000000001
LT,S,2022,34.21828908554572
LT,S,2023,32.40418118466899
LT,S,2024,38.43416370106761
LT,S,2025,28.8961038961039
LV,C,2020,27.133872416891286
LV,C,2021,27.996164908916587
LV,C,2022,24.97712717291857
LV,C,2023,28.531337698783908
LV,C,2024,29.503407984420644
LV,C,2025,27.906976744186053
LV,F,2020,27.052489905787354
LV,F,2021,26.285714285714285
LV,F,2022,27.84992784992785
LV,F,2023,26.934523809523807
LV,F,2024,26.05177993527508
LV,F,2025,30.390492359932086
LV,G,2020,32.299124900556876
LV,G,2021,33.43873517786561
LV,G,2022,33.12977099236642
LV,G,2023,31.65289256198347
LV,G,2024,32.76327632763276
LV,G,2025,34.104541559554406
LV,H,2020,28.441754916792743
LV,H,2021,30.67292644757434
LV,H,2022,31.028938906752412
LV,H,2023,30.072992700729927
LV,H,2024,29.34782608695652
LV,H,2025,28.020134228187914
LV,J,2020,87.29096989966555
LV,J,2021,85.22727272727272
LV,J,2022,86.98795180722891
LV,J,2023,83.94160583941606
LV,J,2024,86.34259259259258
LV,J,2025,86.75
LV,K,2020,88.17733990147784
LV,K,2021,86.20689655172414
LV,K,2022,88.55421686746988
LV,K,2023,88.19875776397514
LV,K,2024,84.35754189944136
LV,K,2025,85.79234972677595
LV,M,2020,93.5933147632312
LV,M,2021,92.58064516129033
LV,M,2022,88.75379939209728
LV,M,2023,90.32258064516128
LV,M,2024,88.85542168674698
LV,M,2025,87.63440860215051
LV,O,2020,74.00662251655629
LV,O,2021,71.2871287128713
LV,O,2022,73.9770867430442
LV,O,2023,71.71171171171171
LV,O,2024,68.40390879478826
LV,O,2025,67.9425837320574
LV,P,2020,70.64343163538875
LV,P,2021,71.97368421052633
LV,P,2022,72.25891677675033
LV,P,2023,71.77747625508819
LV,P,2024,71.90684133915575
LV,P,2025,73.9507959479016
LV,R,2020,61.26126126126127
LV,R,2021,63.68159203980098
LV,R,2022,65.98984771573603
LV,R,2023,61.75115207373272
LV,R,2024,55.793991416309005
LV,R,2025,63.31877729257642
MT,C,2020,36.29893238434163
MT,C,2021,36.162361623616235
MT,C,2022,34.572490706319705
MT,C,2023,30.303030303030305
MT,C,2024,33.55932203389831
MT,C,2025,32.79220779220779
MT,G,2020,24.44444444444444
MT,G,2021,24.315068493150687
MT,G,2022,27.15654952076677
MT,G,2023,23.428571428571427
MT,G,2024,24.355300859598856
MT,G,2025,25.210084033613445
MT,J,2020,72.91666666666667
MT,J,2021,78.21782178217822
MT,J,2022,79.67479674796748
MT,J,2023,84.35374149659863
MT,J,2024,83.11688311688312
MT,J,2025,83.33333333333331
MT,K,2020,73.64864864864865
MT,K,2021,79.35483870967742
MT,K,2022,77.32558139534885
MT,K,2023,75.54347826086956
MT,K,2024,81.91489361702128
MT,K,2025,79.8780487804878
MT,M,2020,83.2116788321168
MT,M,2021,85.71428571428571
MT,M,2022,85.16129032258064
MT,M,2023,82.11920529801324
MT,M,2024,82.11920529801326
MT,M,2025,86.36363636363636
MT,N,2020,26.666666666666668
MT,N,2021,25.563909774436087
MT,N,2022,33.333333333333336
MT,N,2023,34.21052631578947
MT,N,2024,32.90322580645161
MT,N,2025,27.516778523489933
MT,O,2020,42.011834319526635
MT,O,2021,43.35260115606936
MT,O,2022,45.10869565217392
MT,O,2023,47.87234042553191
MT,O,2024,45.32710280373832
MT,O,2025,46.95652173913044
MT,P,2020,68.20276497695853
MT,P,2021,67.98245614035088
MT,P,2022,66.5289256198347
MT,P,2023,63.33333333333333
MT,P,2024,67.71653543307087
MT,P,2025,68.67469879518073
MT,R,2020,74.99999999999999
MT,R,2021,70.21276595744682
MT,R,2022,62.32876712328766
MT,R,2023,68.90243902439025
MT,R,2024,71.91011235955055
MT,R,2025,70.52631578947368
NL,A,2020,14.684287812041116
NL,A,2021,17.106842737094837
NL,A,2022,18.754423213021937
NL,A,2023,16.90721649484536
NL,A,2024,17.945007235890014
NL,A,2025,19.669551534225022
NL,C,2020,41.595591129773
NL,C,2021,45.04602057390363
NL,C,2022,45.51197683600948
NL,C,2023,46.90741956664478
NL,C,2024,48.69565217391304
NL,C,2025,50.89082384460818
NL,D,2020,68.55123674911661
NL,D,2021,73.16455696202532
NL,D,2022,76.6497461928934
NL,D,2023,74.83731019522777
NL,D,2024,78.54330708661418
NL,D,2025,79.80392156862746
NL,E,2020,41.47157190635452
NL,E,2021,47.30392156862745
NL,E,2022,45.405405405405396
NL,E,2023,44.63414634146341
NL,E,2024,47.02842377260981
NL,E,2025,54.68354430379746
NL,F,2020,26.856403622250973
NL,F,2021,26.94578636607622
NL,F,2022,29.414810978767473
NL,F,2023,31.31163708086785
NL,F,2024,32.939229132182554
NL,F,2025,35.11650023775558
NL,G,2020,30.565095223228226
NL,G,2021,32.54781111211819
NL,G,2022,34.02407021988961
NL,G,2023,33.509467195068254
NL,G,2024,35.21367521367521
NL,G,2025,36.25855372665064
NL,H,2020,22.76043186460461
NL,H,2021,26.26334519572954
NL,H,2022,27.802690582959645
NL,H,2023,27.008206913703052
NL,H,2024,26.942628903413212
NL,H,2025,27.822966507177032
NL,I,2020,21.92179700499168
NL,I,2021,21.502384737678856
NL,I,2022,21.62162162162162
NL,I,2023,22.911526260133947
NL,I,2024,25.104895104895107
NL,I,2025,25.147620701632516
NL,J,2020,86.44968449020257
NL,J,2021,87.35806207418621
NL,J,2022,89.62536023054756
NL,J,2023,88.70043000477783
NL,J,2024,90.46242774566475
NL,J,2025,89.55365622032289
NL,K,2020,80.92631578947368
NL,K,2021,83.95604395604394
NL,K,2022,83.27574291637873
NL,K,2023,83.5314091680815
NL,K,2024,85.00900900900902
NL,K,2025,86.42691415313224
NL,L,2020,68.77897990726429
NL,L,2021,69.63788300835655
NL,L,2022,68.33578792341677
NL,L,2023,68.86792452830188
NL,L,2024,68.98470097357439
NL,L,2025,69.10994764397905
NL,M,2020,82.84851374980131
NL,M,2021,84.35114503816794
NL,M,2022,84.96363180336093
NL,M,2023,85.58133605303416
NL,M,2024,85.83025830258302
NL,M,2025,86.91952346219306
NL,N,2020,31.695331695331696
NL,N,2021,35.71970655198583
NL,N,2022,38.34567901234568
NL,N,2023,38.20143884892086
NL,N,2024,38.24105830475258
NL,N,2025,40.38610038610039
NL,O,2020,69.65795541890853
NL,O,2021,69.96592568554276
NL,O,2022,71.89952904238619
NL,O,2023,74.364312267658
NL,O,2024,74.8788138009695
NL,O,2025,77.23189219539586
NL,P,2020,84.19757426612762
NL,P,2021,81.70509708737865
NL,P,2022,80.95984050128168
NL,P,2023,82.60363636363635
NL,P,2024,83.03430457872828
NL,P,2025,84.37017272854936
NL,Q,2020,65.85898111219805
NL,Q,2021,65.56067172264355
NL,Q,2022,66.6557183209617
NL,Q,2023,66.73517888110989
NL,Q,2024,68.0815911546038
NL,Q,2025,68.65868188373989
NL,R,2020,68.70324189526184
NL,R,2021,72.69209508015479
NL,R,2022,69.2385274836107
NL,R,2023,68.98101898101898
NL,R,2024,70.85224407463438
NL,R,2025,71.59376571141277
NL,S,2020,37.801293356848916
NL,S,2021,41.13475177304964
NL,S,2022,43.19387153800825
NL,S,2023,45.89426321709786
NL,S,2024,42.27455485353245
NL,S,2025,45.84958217270195
NO,C,2020,43.41765616933402
NO,C,2021,44.69214437367304
NO,C,2022,43.58974358974359
NO,C,2023,42.789223454833596
NO,C,2024,42.24478285391991
NO,C,2025,40.397727272727266
NO,F,2020,26.759884281581485
NO,F,2021,27.77777777777778
NO,F,2022,25.24407252440725
NO,F,2023,27.630375114364135
NO,F,2024,28.45940959409594
NO,F,2025,29.02757619738752
NO,G,2020,36.24595469255664
NO,G,2021,36.868186323092175
NO,G,2022,35.08891928864569
NO,G,2023,38.02565930149678
NO,G,2024,38.01169590643275
NO,G,2025,36.97331460674157
NO,H,2020,28.14070351758794
NO,H,2021,28.080469404861695
NO,H,2022,28.05923616523772
NO,H,2023,29.755327545382798
NO,H,2024,30.075187969924812
NO,H,2025,27.37752161383285
NO,J,2020,90.90056285178237
NO,J,2021,91.47217235188509
NO,J,2022,92.58312020460357
NO,J,2023,91.39442231075697
NO,J,2024,94.44897959183672
NO,J,2025,92.91277258566979
NO,M,2020,86.5602129075183
NO,M,2021,88.93919793014231
NO,M,2022,89.21933085501858
NO,M,2023,89.12259615384616
NO,M,2024,89.11242603550295
NO,M,2025,87.06088992974237
NO,N,2020,30.198446937014666
NO,N,2021,27.002477291494635
NO,N,2022,27.749999999999996
NO,N,2023,23.950617283950617
NO,N,2024,22.83653846153846
NO,N,2025,25.063078216989066
NO,O,2020,79.11392405063292
NO,O,2021,79.59667852906287
NO,O,2022,79.40999397953041
NO,O,2023,78.06912991656733
NO,O,2024,76.59701492537314
NO,O,2025,77.37020316027088
NO,P,2020,80.9785093735711
NO,P,2021,83.15696649029982
NO,P,2022,84.48121645796066
NO,P,2023,84.21962818849978
NO,P,2024,84.37229437229438
NO,P,2025,83.84401114206128
NO,Q,2020,54.11239300334947
NO,Q,2021,55.792796138135905
NO,Q,2022,56.11162790697675
NO,Q,2023,55.68962316688323
NO,Q,2024,57.448772383237944
NO,Q,2025,58.27471306923362
PL,C,2020,29.414260173934125
PL,C,2021,30.401400448389182
PL,C,2022,30.516847080347613
PL,C,2023,32.10720246905804
PL,C,2024,32.91571047571792
PL,C,2025,33.38759213759214
PL,E,2020,36.292834890965736
PL,E,2021,29.674099485420243
PL,E,2022,32.89689034369885
PL,E,2023,34.43080357142857
PL,E,2024,33.22033898305085
PL,E,2025,33.50311262026033
PL,F,2020,19.965550812551488
PL,F,2021,21.80683014893937
PL,F,2022,22.21546415266479
PL,F,2023,25.152558285088407
PL,F,2024,26.76961668103786
PL,F,2025,26.97240575204042
PL,G,2020,28.37638211200143
PL,G,2021,28.461505021084204
PL,G,2022,28.870805442534014
PL,G,2023,30.424434748115825
PL,G,2024,30.86681715575621
PL,G,2025,30.39493575207861
PL,H,2020,21.425329096686337
PL,H,2021,20.50857789776191
PL,H,2022,21.02088584803745
PL,H,2023,21.98201471523299
PL,H,2024,21.17006324666198
PL,H,2025,21.216321580178462
PL,I,2020,18.706244749369922
PL,I,2021,20.25109170305677
PL,I,2022,18.262806236080177
PL,I,2023,18.055203849075717
PL,I,2024,19.723277265328264
PL,I,2025,20.833333333333332
PL,J,2020,91.6141235813367
PL,J,2021,91.0586413779756
PL,J,2022,90.49894857579812
PL,J,2023,92.67207121284375
PL,J,2024,92.796992481203
PL,J,2025,92.39498894620486
PL,K,2020,85.59023703356019
PL,K,2021,86.16562948779321
PL,K,2022,87.0320528505016
PL,K,2023,86.69817690749494
PL,K,2024,85.77092511013215
PL,K,2025,85.49389329333619
PL,M,2020,90.53951941967657
PL,M,2021,90.57681324957169
PL,M,2022,90.36619718309859
PL,M,2023,90.0517309988062
PL,M,2024,88.74386146291032
