geo,nace_r2,year,FSI
HU,B,2022,0.0
HU,B,2023,0.0
HU,B,2024,0.0
HU,C,2021,50.26130416063657
HU,C,2022,51.28545174083256
HU,C,2023,51.60523033966897
HU,C,2024,51.56185810933786
HU,D,2021,84.82573256595285
HU,D,2022,86.12030114361633
HU,D,2023,84.76141212983318
HU,D,2024,86.66649853727428
HU,E,2021,59.28281490807268
HU,E,2022,56.71195080318937
HU,E,2023,59.03044227455485
HU,E,2024,64.45536086317682
HU,F,2021,5.996403721366586
HU,F,2022,5.104571467889634
HU,F,2023,6.589069806886191
HU,F,2024,5.699838174941405
HU,G,2021,21.107868983791413
HU,G,2022,21.881843446494685
HU,G,2023,21.641504300002474
HU,G,2024,21.960064264402114
HU,H,2021,32.818224542289286
HU,H,2022,31.88382913843892
HU,H,2023,33.13339779617655
HU,H,2024,33.430877800670864
HU,I,2021,8.656335281283543
HU,I,2022,8.912307594047391
HU,I,2023,11.18252389965738
HU,I,2024,11.845843670654403
HU,J,2021,30.827871232385885
HU,J,2022,29.179313217877763
HU,J,2023,30.171563424775556
HU,J,2024,31.92355719637331
HU,K,2021,54.75738923085455
HU,K,2022,55.318563822765874
HU,K,2023,58.712168673326424
HU,K,2024,57.19818301543545
HU,L,2021,3.903656690655124
HU,L,2022,3.875400213447172
HU,L,2023,6.137781076260042
HU,L,2024,4.685831886294939
HU,M,2021,9.971205423781045
HU,M,2022,10.835619361602767
HU,M,2023,12.922745653774188
HU,M,2024,13.28199477135166
HU,N,2021,32.56785220924941
HU,N,2022,33.00109803317216
HU,N,2023,36.99822893432236
HU,N,2024,37.95295566593286
HU,P,2021,0.0
HU,P,2022,0.0
HU,P,2023,0.0
HU,P,2024,0.0
HU,Q,2021,3.945214182733426
HU,Q,2022,4.5403702055494755
HU,Q,2023,5.483057487023798
HU,Q,2024,6.185628958405942
HU,R,2021,0.0
HU,R,2022,6.375914118677558
HU,R,2023,0.0
HU,R,2024,7.052758351116652
IE,B,2021,0.0
IE,B,2022,0.0
IE,B,2023,0.0
IE,B,2024,0.0
IE,C,2021,50.36915471104939
IE,C,2022,50.71190674437969
IE,C,2023,52.17811024893737
IE,C,2024,51.22117392656664
IE,D,2021,90.56100499053518
IE,D,2022,0.0
IE,D,2023,0.0
IE,D,2024,85.54301383840316
IE,E,2021,27.663261583363735
IE,E,2022,24.17926964219845
IE,E,2023,25.062321937321936
IE,E,2024,35.69745523091423
IE,F,2021,8.854417234784037
IE,F,2022,8.39840693759496
IE,F,2023,8.784379450316306
IE,F,2024,9.083669006790194
IE,G,2021,30.269437627277952
IE,G,2022,29.764141249289764
IE,G,2023,30.26244624200331
IE,G,2024,30.79085175869965
IE,H,2021,0.0
IE,H,2022,32.94285027992831
IE,H,2023,35.01629666072198
IE,H,2024,38.15401083395504
IE,I,2021,12.41287314329664
IE,I,2022,16.753018736390942
IE,I,2023,17.519490772722786
IE,I,2024,18.36067435785101
IE,J,2021,44.32380101280906
IE,J,2022,44.06925998124827
IE,J,2023,44.656389511713165
IE,J,2024,45.264666115068714
IE,K,2021,60.233450732058635
IE,K,2022,55.580041417575124
IE,K,2023,56.48847014731143
IE,K,2024,54.82271771908983
IE,L,2021,0.0
IE,L,2022,12.367778681855167
IE,L,2023,13.874606707083109
IE,L,2024,20.6102323118671
IE,M,2021,23.782280449147855
IE,M,2022,25.9324891693216
IE,M,2023,27.462200660234547
IE,M,2024,27.369712607642445
IE,N,2021,51.91116736517859
IE,N,2022,50.754076161146244
IE,N,2023,51.55742252516446
IE,N,2024,50.416699612556336
IE,P,2021,45.68459105286941
IE,P,2022,42.629725778056276
IE,P,2023,44.058086275202875
IE,P,2024,45.57506472926895
IE,Q,2021,23.713109128345916
IE,Q,2022,24.034369228298402
IE,Q,2023,26.400698006698992
IE,Q,2024,32.65213252293626
IE,R,2021,18.101192207036927
IE,R,2022,16.146331227121173
IE,R,2023,18.76438986953185
IE,R,2024,19.958397197284867
IS,B,2021,0.0
IS,B,2022,0.0
IS,B,2023,0.0
IS,B,2024,0.0
IS,C,2021,30.45327722636418
IS,C,2022,31.33145473758366
IS,C,2023,32.61234865784825
IS,C,2024,32.87397388456467
IS,D,2021,20.565410199556542
IS,D,2022,21.012101210121013
IS,D,2023,34.20639078051336
IS,D,2024,34.80691056910569
IS,E,2021,0.0
IS,E,2022,32.18116805721097
IS,E,2023,35.533553355335535
IS,E,2024,50.04074979625101
IS,F,2021,1.7908578584846586
IS,F,2022,3.7394314248425355
IS,F,2023,3.527567285079697
IS,F,2024,3.663684792441452
IS,G,2021,29.286411045246492
IS,G,2022,30.775899436497618
IS,G,2023,32.400630362458415
IS,G,2024,31.35279458882164
IS,H,2021,44.00115919629057
IS,H,2022,49.82130092923517
IS,H,2023,52.89566914901309
IS,H,2024,58.859131487365715
IS,I,2021,10.817658349328214
IS,I,2022,14.633859886076692
IS,I,2023,16.0975340652066
IS,I,2024,16.84849102773246
IS,J,2021,20.532150776053214
IS,J,2022,19.4150591163659
IS,J,2023,18.836707429863324
IS,J,2024,19.756871035940804
IS,K,2021,
IS,K,2022,
IS,K,2023,
IS,K,2024,
IS,L,2021,0.0
IS,L,2022,0.0
IS,L,2023,0.0
IS,L,2024,0.0
IS,M,2021,7.91268758526603
IS,M,2022,8.353743876836948
IS,M,2023,10.788734791117163
IS,M,2024,14.747099767981439
IS,N,2021,22.452322452322452
IS,N,2022,22.11811470755253
IS,N,2023,22.860738255033556
IS,N,2024,26.52230543796809
IS,P,2021,17.159763313609467
IS,P,2022,18.715151515151515
IS,P,2023,18.8715030820294
IS,P,2024,33.89830508474576
IS,Q,2021,7.8874065386306995
IS,Q,2022,13.35195530726257
IS,Q,2023,17.84075573549258
IS,Q,2024,18.17686580715453
IS,R,2021,0.0
IS,R,2022,0.0
IS,R,2023,0.0
IS,R,2024,11.603471904979443
IT,B,2021,13.934668320633234
IT,B,2022,11.386949924127466
IT,B,2023,7.104884608168116
IT,B,2024,6.996396172486641
IT,C,2021,28.105937185307035
IT,C,2022,28.258105695916885
IT,C,2023,28.979820112702694
IT,C,2024,29.576716757256033
IT,D,2021,69.35082343929528
IT,D,2022,69.79168817226501
IT,D,2023,69.22746781115879
IT,D,2024,68.82372263863589
IT,E,2021,48.39351510685335
IT,E,2022,48.64673457051866
IT,E,2023,49.16524597883575
IT,E,2024,49.45895013302408
IT,F,2021,5.019471436631009
IT,F,2022,4.811618526323819
IT,F,2023,5.109096066437815
IT,F,2024,5.654513915869986
IT,G,2021,18.61057378256973
IT,G,2022,19.069668281373012
IT,G,2023,20.043828503401006
IT,G,2024,20.518190296527237
IT,H,2021,43.33964954606942
IT,H,2022,43.44010215276154
IT,H,2023,44.05736090884563
IT,H,2024,45.137944349312946
IT,I,2021,9.863889657736703
IT,I,2022,9.83293525479698
IT,I,2023,10.71150062730255
IT,I,2024,10.919165768791439
IT,J,2021,38.83033383662088
IT,J,2022,38.759007031921264
IT,J,2023,39.61601572361066
IT,J,2024,39.575758201040266
IT,K,2021,59.22228277459721
IT,K,2022,58.65327138868501
IT,K,2023,58.76550725127806
IT,K,2024,58.43077781912914
IT,L,2021,2.1271453615461753
IT,L,2022,1.7968347014555728
IT,L,2023,0.9480979367566559
IT,L,2024,1.3196906964612347
IT,M,2021,9.160340627507454
IT,M,2022,9.59652702314613
IT,M,2023,9.824935447052704
IT,M,2024,10.396384426590238
IT,N,2021,55.653672872954004
IT,N,2022,56.4473904666164
IT,N,2023,56.311375352151
IT,N,2024,55.538327004977006
IT,P,2021,4.123352688296736
IT,P,2022,3.6559123432664453
IT,P,2023,4.318887529265308
IT,P,2024,5.127875159166644
IT,Q,2021,26.1086214734991
IT,Q,2022,26.77516255960842
IT,Q,2023,27.486678466691284
IT,Q,2024,28.090119510084683
IT,R,2021,11.563399960080979
IT,R,2022,11.68462067384827
IT,R,2023,12.409135607273008
IT,R,2024,13.135297895892458
LT,B,2021,0.0
LT,B,2022,0.0
LT,B,2023,0.0
LT,B,2024,0.0
LT,C,2021,36.1278426017335
LT,C,2022,36.73103874603584
LT,C,2023,37.193878211071485
LT,C,2024,36.65955314406179
LT,D,2021,49.82595723520637
LT,D,2022,49.65357967667436
LT,D,2023,53.99526825917729
LT,D,2024,53.30899132816066
LT,E,2021,28.488464598249802
LT,E,2022,32.51022455436377
LT,E,2023,30.634233940086524
LT,E,2024,31.36781053649106
LT,F,2021,10.915765693077295
LT,F,2022,10.29020949900437
LT,F,2023,10.682383140688506
LT,F,2024,11.496890948553999
LT,G,2021,25.523426016280247
LT,G,2022,25.61477892186554
LT,G,2023,25.59215261323478
LT,G,2024,26.12334140573343
LT,H,2021,40.85809372470243
LT,H,2022,40.43347725388157
LT,H,2023,42.49781659388646
LT,H,2024,41.12778851793123
LT,I,2021,10.874015914223602
LT,I,2022,12.099588316016467
LT,I,2023,12.842061917418485
LT,I,2024,14.083095368671875
LT,J,2021,25.260383723381825
LT,J,2022,29.121030326380097
LT,J,2023,29.76952733572241
LT,J,2024,27.885630056447962
LT,K,2021,55.44440327693384
LT,K,2022,53.856732597176716
LT,K,2023,42.82072673340749
LT,K,2024,43.23744292237443
LT,L,2021,0.0
LT,L,2022,0.0
LT,L,2023,0.0
LT,L,2024,0.0
LT,M,2021,5.269068425604419
LT,M,2022,6.181687869557427
LT,M,2023,5.092360876700849
LT,M,2024,6.070196609706394
LT,N,2021,43.2569053171304
LT,N,2022,44.27567143749418
LT,N,2023,48.35817350513628
LT,N,2024,47.766311042930525
LT,P,2021,0.0
LT,P,2022,0.0
LT,P,2023,0.0
LT,P,2024,0.0
LT,Q,2021,18.827918827918825
LT,Q,2022,20.901042250364227
LT,Q,2023,18.808362730857027
LT,Q,2024,20.356640522564188
LT,R,2021,0.0
LT,R,2022,0.0
LT,R,2023,7.582862623894276
LT,R,2024,7.1082060971250565
LU,B,2021,0.0
LU,B,2022,0.0
LU,B,2023,0.0
LU,B,2024,0.0
LU,C,2021,56.07517998347693
LU,C,2022,56.39863105858952
LU,C,2023,54.484855572447664
LU,C,2024,55.76876948908611
LU,D,2021,0.0
LU,D,2022,0.0
LU,D,2023,0.0
LU,D,2024,0.0
LU,E,2021,0.0
LU,E,2022,0.0
LU,E,2023,0.0
LU,E,2024,0.0
LU,F,2021,18.112356975033904
LU,F,2022,17.831743602187668
LU,F,2023,18.256099867599772
LU,F,2024,18.5157092099485
LU,G,2021,0.0
LU,G,2022,0.0
LU,G,2023,0.0
LU,G,2024,0.0
LU,H,2021,43.05380640118122
LU,H,2022,46.309932223244914
LU,H,2023,49.052708282730144
LU,H,2024,48.87459807073955
LU,I,2021,0.0
LU,I,2022,0.0
LU,I,2023,0.0
LU,I,2024,0.0
LU,J,2021,29.516550915486604
LU,J,2022,29.72247877908255
LU,J,2023,30.548405392434887
LU,J,2024,29.13964924496279
LU,K,2021,55.74016811114498
LU,K,2022,55.39226052019455
LU,K,2023,56.080412371134024
LU,K,2024,55.766618645811896
LU,L,2021,0.0
LU,L,2022,0.0
LU,L,2023,0.0
LU,L,2024,0.0
LU,M,2021,0.0
LU,M,2022,0.0
LU,M,2023,0.0
LU,M,2024,0.0
LU,N,2021,56.07902346648924
LU,N,2022,55.802148217175926
LU,N,2023,55.21731610288849
LU,N,2024,56.33137822774952
LU,P,2021,0.0
LU,P,2022,0.0
LU,P,2023,0.0
LU,P,2024,0.0
LU,Q,2021,0.0
LU,Q,2022,0.0
LU,Q,2023,0.0
LU,Q,2024,0.0
LU,R,2021,0.0
LU,R,2022,0.0
LU,R,2023,0.0
LU,R,2024,0.0
LV,B,2021,20.213963963963963
LV,B,2022,21.81714611221874
LV,B,2023,23.015638831513723
LV,B,2024,21.69728783902012
LV,C,2021,24.01964395334561
LV,C,2022,25.69484740688414
LV,C,2023,25.11167670891336
LV,C,2024,24.64026761158386
LV,D,2021,55.77297408052454
LV,D,2022,57.92100233595243
LV,D,2023,58.282595003149275
LV,D,2024,57.9068310006267
LV,E,2021,32.35130628126737
LV,E,2022,34.76370775487309
LV,E,2023,33.3875258646172
LV,E,2024,34.59915611814346
LV,F,2021,7.72852902037056
LV,F,2022,8.661930319858529
LV,F,2023,8.810565468875453
LV,F,2024,7.323500062367469
LV,G,2021,25.77450033333787
LV,G,2022,26.31396885355915
LV,G,2023,27.080331859506185
LV,G,2024,26.654932953471487
LV,H,2021,28.503765932792586
LV,H,2022,28.949169036142745
LV,H,2023,30.48401353287208
LV,H,2024,23.524001905043438
LV,I,2021,12.872763419483102
LV,I,2022,16.075478830645164
LV,I,2023,17.926572560673602
LV,I,2024,15.992347885675128
LV,J,2021,38.147899075942114
LV,J,2022,41.15071770334928
LV,J,2023,39.87215809314196
LV,J,2024,38.1438651067379
LV,K,2021,50.092374339045676
LV,K,2022,50.53889105310999
LV,K,2023,53.42115360020463
LV,K,2024,52.35138068250331
LV,L,2021,10.174902831760134
LV,L,2022,11.059811851286145
LV,L,2023,10.899775148365217
LV,L,2024,10.389520854877627
LV,M,2021,4.358778802375835
LV,M,2022,5.241831596205645
LV,M,2023,6.66241104570064
LV,M,2024,5.62259362027059
LV,N,2021,19.03156684436082
LV,N,2022,23.19067546404457
LV,N,2023,24.8776989473145
LV,N,2024,26.938469820020128
LV,P,2021,5.445362718089991
LV,P,2022,8.219426088530824
LV,P,2023,7.871873628784555
LV,P,2024,4.926458959354737
LV,Q,2021,28.94865158846255
LV,Q,2022,29.170749410270368
LV,Q,2023,29.301527252346926
LV,Q,2024,29.935927488670107
LV,R,2021,7.49656121045392
LV,R,2022,16.237942122186492
LV,R,2023,14.321357285429142
LV,R,2024,13.480629991789206
MT,B,2021,
MT,B,2022,0.0
MT,B,2023,0.0
MT,B,2024,0.0
MT,C,2021,33.932057789925814
MT,C,2022,33.7359538739952
MT,C,2023,35.61242275392173
MT,C,2024,33.253086899122465
MT,D,2021,
MT,D,2022,93.46846846846847
MT,D,2023,92.42093784078517
MT,D,2024,92.04481792717087
MT,E,2021,0.0
MT,E,2022,57.595628415300546
MT,E,2023,71.02385685884693
MT,E,2024,71.13352545629202
MT,F,2021,15.444788066217937
MT,F,2022,14.351457303562299
MT,F,2023,18.085162101293665
MT,F,2024,12.010587295245704
MT,G,2021,9.492838169947621
MT,G,2022,9.991663397410749
MT,G,2023,11.671709708441817
MT,G,2024,11.635298658251413
MT,H,2021,38.07442813246842
MT,H,2022,37.59466282005049
MT,H,2023,36.10324548028752
MT,H,2024,33.8784216139353
MT,I,2021,16.382978723404253
MT,I,2022,20.922155168671036
MT,I,2023,23.2246641776683
MT,I,2024,23.102390743709485
MT,J,2021,26.141223706031248
MT,J,2022,26.836807481968773
MT,J,2023,27.23838038209296
MT,J,2024,26.542425525907102
MT,K,2021,43.522561863173216
MT,K,2022,43.27062228654125
MT,K,2023,43.719627707767074
MT,K,2024,43.744207599629284
MT,L,2021,0.0
MT,L,2022,6.131320064058568
MT,L,2023,4.938759383642829
MT,L,2024,9.857612267250822
MT,M,2021,9.169541995557026
MT,M,2022,9.386152748037116
MT,M,2023,10.872209361635344
MT,M,2024,9.056132111203697
MT,N,2021,38.80723452920496
MT,N,2022,38.475211561497744
MT,N,2023,33.85290814416499
MT,N,2024,37.95928737019277
MT,P,2021,0.0
MT,P,2022,10.653753026634384
MT,P,2023,9.428473648186174
MT,P,2024,8.983375959079284
MT,Q,2021,50.91556459816887
MT,Q,2022,47.98663945073297
MT,Q,2023,48.82522491047253
MT,Q,2024,48.927460291468805
MT,R,2021,42.0405088717777
MT,R,2022,45.279925040993206
MT,R,2023,42.81207428120743
MT,R,2024,38.351202549985516
NL,B,2021,0.0
NL,B,2022,30.479064503960767
NL,B,2023,27.25956317123205
NL,B,2024,27.429227237949505
NL,C,2021,34.1428511129054
NL,C,2022,34.71134915539036
NL,C,2023,36.62601747607411
NL,C,2024,36.22159451017334
NL,D,2021,69.42209666523368
NL,D,2022,66.95793248704958
NL,D,2023,74.35926675599396
NL,D,2024,74.27184466019418
NL,E,2021,47.52855454903505
NL,E,2022,47.502505576929295
NL,E,2023,47.98093725178713
NL,E,2024,48.32730560578662
NL,F,2021,17.417014916848327
NL,F,2022,17.66881873082489
NL,F,2023,17.844794297011664
NL,F,2024,17.820462859369695
NL,G,2021,35.70438917533995
NL,G,2022,36.34728191803414
NL,G,2023,37.15108720432294
NL,G,2024,37.141136292999335
NL,H,2021,46.72990769975877
NL,H,2022,46.81250425044771
NL,H,2023,47.95620323946082
NL,H,2024,47.75234145466751
NL,I,2021,11.850515025874293
NL,I,2022,11.650261487825018
NL,I,2023,12.457371747758343
NL,I,2024,12.376113608993117
NL,J,2021,30.180792553941615
NL,J,2022,31.182698156903342
NL,J,2023,31.86054727479595
NL,J,2024,31.706317830367652
NL,K,2021,46.62718219883099
NL,K,2022,45.743196092114445
NL,K,2023,46.440170710758
NL,K,2024,46.60309690716058
NL,L,2021,16.137905048982667
NL,L,2022,15.705617391951755
NL,L,2023,16.440882938568098
NL,L,2024,16.5241919590067
NL,M,2021,19.07069217501218
NL,M,2022,19.241042085386564
NL,M,2023,20.29339583417653
NL,M,2024,20.202409448079777
NL,N,2021,60.638058323550695
NL,N,2022,60.85455790137693
NL,N,2023,59.814922821258506
NL,N,2024,57.99832477302663
NL,P,2021,7.053657980270285
NL,P,2022,6.986714042947629
NL,P,2023,5.5387767897421
NL,P,2024,5.473071994721052
NL,Q,2021,68.49229266091041
NL,Q,2022,67.93126262603964
NL,Q,2023,67.80505607289538
NL,Q,2024,67.7632274495109
NL,R,2021,10.83340662240007
NL,R,2022,12.093342405406341
NL,R,2023,13.133988561274917
NL,R,2024,13.069717067506309
NO,B,2021,82.69476802908895
NO,B,2022,82.81048881970845
NO,B,2023,83.69537832768805
NO,B,2024,85.09679595278247
NO,C,2021,37.21019184597022
NO,C,2022,37.798885454504436
NO,C,2023,38.108768234476884
NO,C,2024,38.39562051630678
NO,D,2021,40.87126465767243
NO,D,2022,44.375076508752606
NO,D,2023,46.94830132939439
NO,D,2024,48.59049107411192
NO,E,2021,21.88411838265944
NO,E,2022,21.869522882181112
NO,E,2023,22.18767665347654
NO,E,2024,23.51985559566787
NO,F,2021,14.156667627383463
NO,F,2022,14.881292382500696
NO,F,2023,14.781635345382124
NO,F,2024,16.31007149343927
NO,G,2021,35.483196038615986
NO,G,2022,36.74751663987201
NO,G,2023,37.52891736490997
NO,G,2024,38.65323669419517
NO,H,2021,39.99823799836614
NO,H,2022,44.399560860263485
NO,H,2023,45.95429785193052
NO,H,2024,45.7676849697375
NO,I,2021,14.141927942943106
NO,I,2022,17.17715482547623
NO,I,2023,16.714560201322882
NO,I,2024,16.43627653562964
NO,J,2021,28.341300376977184
NO,J,2022,29.891596692285948
NO,J,2023,31.612230838529616
NO,J,2024,31.241027628299413
NO,K,2021,58.76916479039348
NO,K,2022,62.71377182934427
NO,K,2023,62.87640003964714
NO,K,2024,64.53345399460959
NO,L,2021,6.055431498752135
NO,L,2022,5.862090961280857
NO,L,2023,7.004513877773154
NO,L,2024,6.9999360736431635
NO,M,2021,22.317617021276597
NO,M,2022,23.232423703426324
NO,M,2023,24.835219220300093
NO,M,2024,25.63367681654021
NO,N,2021,41.345146749629535
NO,N,2022,42.65966619233546
NO,N,2023,42.65777617588755
NO,N,2024,42.434826739508466
NO,P,2021,11.449095705794475
NO,P,2022,11.354784588651208
NO,P,2023,10.482149211244218
NO,P,2024,10.457084509580154
NO,Q,2021,22.827856343473396
NO,Q,2022,23.258631631870895
NO,Q,2023,15.765543773746879
NO,Q,2024,16.83875842095322
NO,R,2021,10.020661157024794
NO,R,2022,9.951318917695007
NO,R,2023,12.069587414333675
NO,R,2024,12.254928881322423
PL,B,2021,85.6834650630796
PL,B,2022,85.53085621516772
PL,B,2023,85.36418131334732
PL,B,2024,84.97540668278742
PL,C,2021,47.35019420580773
PL,C,2022,48.15448012079479
PL,C,2023,49.16081304436258
PL,C,2024,49.10671331961437
PL,D,2021,82.23118032856325
PL,D,2022,81.91146683171102
PL,D,2023,81.69193966915343
PL,D,2024,81.68003178001764
PL,E,2021,32.74263833737301
PL,E,2022,31.22817886714036
PL,E,2023,29.426727840557227
PL,E,2024,29.667549590134158
PL,F,2021,7.742739900337758
PL,F,2022,7.798406426119064
PL,F,2023,8.249447688662055
PL,F,2024,8.38242204908467
PL,G,2021,27.988425167544584
PL,G,2022,29.555661410081353
PL,G,2023,30.541670296307938
PL,G,2024,31.53233263675148
PL,H,2021,33.44266544374215
PL,H,2022,33.981550899437494
PL,H,2023,34.362213284052615
PL,H,2024,33.657769376850524
PL,I,2021,13.304944761617646
PL,I,2022,14.803343555850917
PL,I,2023,15.16905007617082
PL,I,2024,15.685936777597476
PL,J,2021,36.32421972981689
PL,J,2022,36.64318204105032
PL,J,2023,36.21378843327154
PL,J,2024,35.60425971176905
PL,K,2021,55.937559135295544
PL,K,2022,61.20731086534278
PL,K,2023,61.264347094525576
PL,K,2024,61.134098555542096
PL,L,2021,6.373074649002374
PL,L,2022,6.3183627574505685
PL,L,2023,7.132626190534787
PL,L,2024,8.77046099982399
PL,M,2021,14.972712605330907
PL,M,2022,16.153600266840854
PL,M,2023,15.952037251452317
PL,M,2024,15.7132892813747
PL,N,2021,45.5722621489804
PL,N,2022,44.75847502959315
PL,N,2023,44.03975467119125
PL,N,2024,42.799366484954014
PL,P,2021,6.430667531584963
PL,P,2022,6.470114178485503
PL,P,2023,6.60441877158376
PL,P,2024,6.944056544997529
PL,Q,2021,11.470465963458544
PL,Q,2022,12.106525856626298
PL,Q,2023,12.711873806286173
PL,Q,2024,12.835722983518275
PL,R,2021,14.375853769596045
PL,R,2022,18.227361522465184
PL,R,2023,19.68488140615114
PL,R,2024,0.0
PT,B,2021,22.741010943199583
PT,B,2022,19.979654120040692
PT,B,2023,26.30488815244408
PT,B,2024,26.8265306122449
PT,C,2021,24.134350457238767
PT,C,2022,23.8918371687897
PT,C,2023,24.464728195521186
PT,C,2024,25.323927593753083
PT,D,2021,47.18259629101284
PT,D,2022,43.27702493657571
PT,D,2023,48.28395953757225
PT,D,2024,46.29470320757036
PT,E,2021,49.87757298533567
PT,E,2022,51.531810556200796
PT,E,2023,51.48678134672959
PT,E,2024,53.42849354447006
PT,F,2021,8.84018798933603
PT,F,2022,9.07134472414243
PT,F,2023,10.68293453661665
PT,F,2024,10.95813302501065
PT,G,2021,21.375487497276026
PT,G,2022,22.12157780717952
PT,G,2023,22.74565732661369
PT,G,2024,23.310088082371433
PT,H,2021,34.115905581995
PT,H,2022,32.689820431325764
PT,H,2023,31.99987397548823
PT,H,2024,30.56732667542273
PT,I,2021,11.008323305254713
PT,I,2022,11.330900804895178
PT,I,2023,11.620237980245438
PT,I,2024,12.013910507081054
PT,J,2021,39.279602425968264
PT,J,2022,38.01181765300187
PT,J,2023,38.66570153215104
PT,J,2024,38.149228112624215
PT,K,2021,56.48583662019363
PT,K,2022,55.93029021130253
PT,K,2023,54.77059867145274
PT,K,2024,54.64428376396825
PT,L,2021,0.0
PT,L,2022,1.6291337414994809
PT,L,2023,1.357153580543462
PT,L,2024,1.3650775569098745
PT,M,2021,11.173843657381951
PT,M,2022,12.267394727769132
PT,M,2023,13.465839384351685
PT,M,2024,14.370217766946658
PT,N,2021,45.67589298199276
PT,N,2022,43.14434975850605
PT,N,2023,42.88143389902906
PT,N,2024,42.8457070519026
PT,P,2021,7.200198216055501
PT,P,2022,6.5404860566692795
PT,P,2023,9.436908530882945
PT,P,2024,8.626574084971168
PT,Q,2021,12.752723827569874
PT,Q,2022,11.06422471334784
PT,Q,2023,12.688856804001444
PT,Q,2024,12.862342764700054
PT,R,2021,8.726672274667415
PT,R,2022,9.484482782078668
PT,R,2023,9.231386211823093
PT,R,2024,8.130527101757005
RO,B,2021,48.74409258363413
RO,B,2022,47.368820715316275
RO,B,2023,46.52619170411847
RO,B,2024,40.817409766454354
RO,C,2021,49.807997811701085
RO,C,2022,49.79432247877583
RO,C,2023,49.307433484109005
RO,C,2024,48.442304411290785
RO,D,2021,85.81011351909184
RO,D,2022,85.84565224272735
RO,D,2023,85.9861397864951
RO,D,2024,85.15024100092297
RO,E,2021,64.0456881781839
RO,E,2022,63.73872306871681
RO,E,2023,63.622011211531856
RO,E,2024,63.16313111098405
RO,F,2021,10.95264186917324
RO,F,2022,10.879733777577814
RO,F,2023,11.579779412476968
RO,F,2024,12.768580521449296
RO,G,2021,22.27825978031024
RO,G,2022,22.97891834947185
RO,G,2023,23.32048384425507
RO,G,2024,23.82280747580811
RO,H,2021,34.9169411006979
RO,H,2022,34.678191339602456
RO,H,2023,33.48491560513873
RO,H,2024,33.10940958442275
RO,I,2021,9.335261047630308
RO,I,2022,10.05406281825874
RO,I,2023,10.32519941473545
RO,I,2024,10.748059584288978
RO,J,2021,45.45714215762284
RO,J,2022,46.29757215390837
RO,J,2023,45.631413168792264
RO,J,2024,46.1124499704977
RO,K,2021,59.71122544337986
RO,K,2022,60.01387415326859
RO,K,2023,59.766443553801395
RO,K,2024,59.940480945913556
RO,L,2021,7.762299994551497
RO,L,2022,8.371011966370686
RO,L,2023,6.824674637604486
RO,L,2024,6.856556869817358
RO,M,2021,13.23842346301522
RO,M,2022,15.483650407237098
RO,M,2023,16.546009067959993
RO,M,2024,16.12490446708409
RO,N,2021,43.37983787102352
RO,N,2022,44.54569550951019
RO,N,2023,41.855440161706284
RO,N,2024,43.547701907738706
RO,P,2021,0.0
RO,P,2022,0.0
RO,P,2023,0.0
RO,P,2024,0.0
RO,Q,2021,20.078655039996708
RO,Q,2022,21.07953630655289
RO,Q,2023,20.493774190376588
RO,Q,2024,19.11344801169998
RO,R,2021,24.557956777996072
RO,R,2022,26.89197401019025
RO,R,2023,26.735195794000266
RO,R,2024,23.71355060034305
SE,B,2021,73.17841242263003
SE,B,2022,69.18543740178103
SE,B,2023,73.73595505617978
SE,B,2024,72.9602510460251
SE,C,2021,61.72048633808341
SE,C,2022,58.620081200261595
SE,C,2023,60.950876633675165
SE,C,2024,61.419816188248475
SE,D,2021,69.6347761273492
SE,D,2022,66.46421442828628
SE,D,2023,67.58700186628609
SE,D,2024,69.60677298261496
SE,E,2021,47.735825648236215
SE,E,2022,44.71677794529399
SE,E,2023,45.147543619844015
SE,E,2024,51.64558862160844
SE,F,2021,23.61723257561443
SE,F,2022,21.347747088870857
SE,F,2023,25.154484249636404
SE,F,2024,25.519518306377538
SE,G,2021,42.987550308714205
SE,G,2022,39.878551187806636
SE,G,2023,41.995139990681054
SE,G,2024,42.759518776507726
SE,H,2021,51.18058888396341
SE,H,2022,48.97734737158193
SE,H,2023,49.55924516200461
SE,H,2024,49.77494747496434
SE,I,2021,23.521379235005238
SE,I,2022,26.656926496007905
SE,I,2023,27.593200191159283
SE,I,2024,28.50369656059145
SE,J,2021,48.91928327518647
SE,J,2022,44.43762968947978
SE,J,2023,46.03399433427762
SE,J,2024,45.66015172465339
SE,K,2021,60.587144856807775
SE,K,2022,62.7280909257445
SE,K,2023,62.15643535122837
SE,K,2024,63.16545546729762
SE,L,2021,24.890797903319744
SE,L,2022,21.381816797960195
SE,L,2023,22.913062489306288
SE,L,2024,21.695758176219755
SE,M,2021,29.608138218415586
SE,M,2022,25.139269786915964
SE,M,2023,26.047341607703277
SE,M,2024,26.99462950612517
SE,N,2021,60.76668539676594
SE,N,2022,53.74434315336208
SE,N,2023,56.3128606290054
SE,N,2024,55.16962242307544
SE,P,2021,41.829823913311174
SE,P,2022,32.672273126647426
SE,P,2023,36.24277009548201
SE,P,2024,40.84319239720714
SE,Q,2021,61.57235510359092
SE,Q,2022,57.72162254990874
SE,Q,2023,58.77998717613091
SE,Q,2024,59.94378628280228
SE,R,2021,30.108022415572925
SE,R,2022,22.23951102704818
SE,R,2023,23.38612652408914
SE,R,2024,23.445145798846706
SI,B,2021,0.0
