geo,nace_r2,year,FSI
SI,B,2022,0.0
SI,B,2023,0.0
SI,B,2024,0.0
SI,C,2021,42.27089431933909
SI,C,2022,42.50917420990592
SI,C,2023,42.21667689734625
SI,C,2024,42.35401188539916
SI,D,2021,64.57973019716361
SI,D,2022,64.30043508129151
SI,D,2023,67.11364398256788
SI,D,2024,69.54124393471548
SI,E,2021,0.0
SI,E,2022,0.0
SI,E,2023,0.0
SI,E,2024,0.0
SI,F,2021,4.5318356917729155
SI,F,2022,4.926030846710733
SI,F,2023,4.799634313576108
SI,F,2024,4.8533076308242045
SI,G,2021,29.879862606209016
SI,G,2022,29.761962398127977
SI,G,2023,29.697997364106847
SI,G,2024,29.130951234389546
SI,H,2021,27.305135727282853
SI,H,2022,27.114098824041022
SI,H,2023,28.130959949141765
SI,H,2024,29.92325119865119
SI,I,2021,12.767024370674957
SI,I,2022,12.495919414261063
SI,I,2023,12.32671921717858
SI,I,2024,12.312185117481832
SI,J,2021,18.331087644533575
SI,J,2022,18.092046735069093
SI,J,2023,19.436057945323103
SI,J,2024,17.9542359030237
SI,K,2021,70.02956769983687
SI,K,2022,68.59495729971533
SI,K,2023,68.09487375669472
SI,K,2024,68.00885639256475
SI,L,2021,0.0
SI,L,2022,0.0
SI,L,2023,0.0
SI,L,2024,0.0
SI,M,2021,3.1006343582988904
SI,M,2022,3.053217698409308
SI,M,2023,3.042110829691892
SI,M,2024,2.2789006672331418
SI,N,2021,32.47639450924383
SI,N,2022,30.67373626653751
SI,N,2023,29.193994671039146
SI,N,2024,27.019365777412773
SI,P,2021,0.0
SI,P,2022,0.0
SI,P,2023,0.0
SI,P,2024,0.0
SI,Q,2021,0.0
SI,Q,2022,0.0
SI,Q,2023,0.0
SI,Q,2024,13.540669856459331
SI,R,2021,0.0
SI,R,2022,0.0
SI,R,2023,0.0
SI,R,2024,0.0
SK,B,2021,0.0
SK,B,2022,0.0
SK,B,2023,0.0
SK,B,2024,45.187436676798384
SK,C,2021,44.80807956903513
SK,C,2022,44.01588889899633
SK,C,2023,43.6998644738288
SK,C,2024,43.21296039526411
SK,D,2021,67.77007510109763
SK,D,2022,72.67970882620564
SK,D,2023,74.06986651519455
SK,D,2024,75.23203850120316
SK,E,2021,54.32431198941171
SK,E,2022,46.208482370975986
SK,E,2023,46.12196868924588
SK,E,2024,46.37836732607473
SK,F,2021,3.6233476545760217
SK,F,2022,2.726934869460188
SK,F,2023,3.266160508743406
SK,F,2024,3.3328503115490506
SK,G,2021,24.066414304619457
SK,G,2022,24.240484439563375
SK,G,2023,24.23620735769689
SK,G,2024,25.18239535133972
SK,H,2021,39.59258704729584
SK,H,2022,35.389815462879184
SK,H,2023,35.77236462400272
SK,H,2024,35.895879578246394
SK,I,2021,3.875152832495585
SK,I,2022,3.817856747306299
SK,I,2023,3.660892274883714
SK,I,2024,4.1079866401933165
SK,J,2021,31.366136464991822
SK,J,2022,30.032933675562273
SK,J,2023,29.391493606601976
SK,J,2024,29.052520394633348
SK,K,2021,56.39247492441331
SK,K,2022,57.0078295831276
SK,K,2023,57.25737392959087
SK,K,2024,57.600522256340824
SK,L,2021,0.0
SK,L,2022,0.0
SK,L,2023,0.0
SK,L,2024,0.0
SK,M,2021,11.24582862838362
SK,M,2022,10.27201537002359
SK,M,2023,9.850670236522706
SK,M,2024,10.137008740010998
SK,N,2021,16.202116559844985
SK,N,2022,16.164723237966697
SK,N,2023,16.36756483839591
SK,N,2024,17.919238229589137
SK,P,2021,0.0
SK,P,2022,0.0
SK,P,2023,0.0
SK,P,2024,0.0
SK,Q,2021,37.73641023846598
SK,Q,2022,37.48395818004483
SK,Q,2023,37.841356747012085
SK,Q,2024,39.414742844035196
SK,R,2021,19.069794181901806
SK,R,2022,0.0
SK,R,2023,0.0
SK,R,2024,0.0
