geo,nace_r2,year,productivity
DK,,2021,279460.92
DK,,2021,2704695.65
DK,,2021,270704.96
DK,,2021,4007.37
DK,,2021,60714.43
DK,,2021,15915.67
DK,,2021,12095.19
DK,,2021,50956.75
DK,,2021,156223.0
DK,,2021,1244160.0
DK,,2021,104656.8
DK,,2021,111006.42
DK,,2021,139354.84
DK,,2021,80496.89
DK,,2021,190588.24
DK,,2021,228874.17
DK,,2021,50273.15
DK,,2021,67764.71
DK,,2021,164397.46
DK,,2021,356697.25
DK,,2021,63672.47
DK,,2021,24435.54
DK,,2021,41045.13
DK,,2021,60372.67
DK,,2021,182749.71
DK,,2021,223769.78
DK,,2021,78288.45
DK,,2021,120418.12
DK,,2021,9231.04
DK,,2021,352653.06
DK,,2021,55523.03
DK,,2021,771811.41
DK,,2021,37010.95
DK,,2021,3293.31
DK,,2021,18984.38
DK,,2021,13464.94
DK,,2021,12679.47
DK,,2021,10221.16
DK,,2021,19743.56
DK,,2021,103610.93
DK,,2021,97749.84
DK,,2021,80810.6
DK,,2021,549540.64
DK,,2021,108187.83
DK,,2021,1023.77
EE,,2021,24005.21
EE,,2021,49163.7
EE,,2021,425076.92
EE,,2021,2095.4
EE,,2021,18568.55
EE,,2021,28602.48
EE,,2021,14935.14
EE,,2021,11961.04
EE,,2021,182980.13
EE,,2021,89417.48
EE,,2021,207744.36
EE,,2021,74274.19
EE,,2021,746756.76
EE,,2021,52428.84
EE,,2021,28050.76
EE,,2021,60327.51
EE,,2021,1726875.0
EE,,2021,16300.88
EE,,2021,16456.22
EE,,2021,32240.37
EE,,2021,35332.48
EE,,2021,81264.71
EE,,2021,85807.45
EE,,2021,67886.98
EE,,2021,325058.82
EE,,2021,17964.89
EE,,2021,25726.26
EE,,2021,59547.41
EE,,2021,55481.93
EE,,2021,179415.58
EE,,2021,100108.7
EE,,2021,1823.16
EE,,2021,20497.03
EE,,2021,12541.99
EE,,2021,5610.15
EE,,2021,11648.4
EE,,2021,103483.15
EE,,2021,837272.73
EE,,2021,21841.9
EE,,2021,53442.94
EE,,2021,101580.88
EE,,2021,49963.83
EE,,2021,98327.4
EE,,2021,55039.84
EE,,2021,12485.31
EE,,2021,25559.67
EE,,2021,129718.31
EE,,2021,203161.76
EE,,2021,25870.79
EE,,2021,93661.02
EE,,2021,13912.39
EE,,2021,23025.0
EE,,2021,35152.67
EE,,2021,99032.26
EE,,2021,87714.29
EE,,2021,35423.08
EE,,2021,59547.41
EE,,2021,5347.4
EE,,2021,113703.7
EE,,2021,246696.43
EE,,2021,234152.54
EE,,2021,16755.61
EE,,2021,1835.76
EE,,2021,6053.9
EE,,2021,4351.87
EE,,2021,8927.3
EE,,2021,26490.89
EE,,2021,7588.57
EE,,2021,27275.42
EE,,2021,42507.69
EE,,2021,65785.71
EE,,2021,244513.27
EE,,2021,19147.61
EE,,2021,426.24
EL,,2021,12224.63
EL,,2021,652438.2
EL,,2021,280516.91
EL,,2021,12781.64
EL,,2021,40834.74
EL,,2021,203031.47
EL,,2021,795438.36
EL,,2021,211152.73
EL,,2021,592520.41
EL,,2021,553019.05
EL,,2021,1528078.95
EL,,2021,453648.44
EL,,2021,472089.43
EL,,2021,426963.24
EL,,2021,186710.61
EL,,2021,329926.14
EL,,2021,479892.56
EL,,2021,115902.2
EL,,2021,152807.89
EL,,2021,1095603.77
EL,,2021,553019.05
EL,,2021,479892.56
EL,,2021,3225944.44
EL,,2021,754116.88
EL,,2021,984186.44
EL,,2021,133487.36
EL,,2021,230424.6
EL,,2021,317306.01
EL,,2021,184339.68
EL,,2021,604864.58
EL,,2021,341570.59
EL,,2021,3304.89
EL,,2021,71423.12
EL,,2021,21895.55
EL,,2021,11332.36
EL,,2021,51070.36
EL,,2021,87714.5
EL,,2021,1382547.62
EL,,2021,111882.47
EL,,2021,272615.02
EL,,2021,423846.72
EL,,2021,154845.33
EL,,2021,243978.99
EL,,2021,241945.83
EL,,2021,113634.05
EL,,2021,135354.31
EL,,2021,667436.78
EL,,2021,192913.62
EL,,2021,231342.63
EL,,2021,24174.44
EL,,2021,36156.29
EL,,2021,72948.49
EL,,2021,290335.0
EL,,2021,315581.52
EL,,2021,154433.51
EL,,2021,300865.28
EL,,2021,13010.76
EL,,2021,337598.84
EL,,2021,239946.28
EL,,2021,329926.14
EL,,2021,64879.33
EL,,2021,5456.4
EL,,2021,14737.82
EL,,2021,15538.4
EL,,2021,23051.61
EL,,2021,130195.07
EL,,2021,24387.65
EL,,2021,130487.64
EL,,2021,151610.97
EL,,2021,131970.45
EL,,2021,453648.44
EL,,2021,77319.57
EL,,2021,1193.42
ES,,2021,42470.38
ES,,2021,2146054.42
ES,,2021,675524.63
ES,,2021,13511.65
ES,,2021,68670.0
ES,,2021,254001.61
ES,,2021,566373.43
ES,,2021,197786.83
ES,,2021,647782.34
ES,,2021,572540.83
ES,,2021,3755595.24
ES,,2021,317374.25
ES,,2021,602041.98
ES,,2021,308076.17
ES,,2021,154490.7
ES,,2021,309891.94
ES,,2021,503945.69
ES,,2021,99110.9
ES,,2021,123375.05
ES,,2021,1007891.37
ES,,2021,444323.94
ES,,2021,267121.08
ES,,2021,205384.11
ES,,2021,156716.34
ES,,2021,661362.68
ES,,2021,148596.33
ES,,2021,289422.02
ES,,2021,305392.06
ES,,2021,762004.83
ES,,2021,527541.81
ES,,2021,205786.04
ES,,2021,5679.33
ES,,2021,101177.04
ES,,2021,26193.13
ES,,2021,17342.09
ES,,2021,59601.36
ES,,2021,4506714.29
ES,,2021,1261880.0
ES,,2021,138668.13
ES,,2021,290220.79
ES,,2021,651797.52
ES,,2021,271022.34
ES,,2021,463926.47
ES,,2021,411840.73
ES,,2021,84350.27
ES,,2021,152474.63
ES,,2021,567392.09
ES,,2021,347051.71
ES,,2021,139526.76
ES,,2021,39399.28
ES,,2021,60469.62
ES,,2021,113071.68
ES,,2021,416737.12
ES,,2021,272662.06
ES,,2021,124054.27
ES,,2021,227611.83
ES,,2021,12167.62
ES,,2021,480899.39
ES,,2021,126339.61
ES,,2021,723555.05
ES,,2021,28598.5
ES,,2021,6825.4
ES,,2021,19006.51
ES,,2021,23155.46
ES,,2021,30116.47
ES,,2021,57119.32
ES,,2021,18907.4
ES,,2021,186558.25
ES,,2021,124151.91
ES,,2021,131391.09
ES,,2021,605508.64
ES,,2021,81369.62
ES,,2021,1571.65
FI,,2021,25562.4
FI,,2021,78625.59
FI,,2021,975882.35
FI,,2021,4439.39
FI,,2021,42000.0
FI,,2021,197500.0
FI,,2021,79759.62
FI,,2021,37031.25
FI,,2021,94261.36
FI,,2021,259218.75
FI,,2021,614444.44
FI,,2021,126641.22
FI,,2021,331800.0
FI,,2021,127615.38
FI,,2021,63563.22
FI,,2021,126641.22
FI,,2021,121094.89
FI,,2021,28902.44
FI,,2021,37963.39
FI,,2021,75409.09
FI,,2021,98165.68
FI,,2021,32982.11
FI,,2021,169285.71
FI,,2021,95344.83
FI,,2021,218289.47
FI,,2021,48226.74
FI,,2021,131666.67
FI,,2021,76100.92
FI,,2021,123805.97
FI,,2021,592500.0
FI,,2021,140593.22
FI,,2021,3303.46
FI,,2021,33380.28
FI,,2021,18766.97
FI,,2021,11156.69
FI,,2021,20207.06
FI,,2021,212692.31
FI,,2021,385813.95
FI,,2021,53173.08
FI,,2021,118500.0
FI,,2021,88716.58
FI,,2021,59462.37
FI,,2021,180326.09
FI,,2021,153611.11
FI,,2021,21133.76
FI,,2021,67165.99
FI,,2021,202317.07
FI,,2021,153611.11
FI,,2021,60108.7
FI,,2021,14351.21
FI,,2021,28407.53
FI,,2021,29003.5
FI,,2021,101779.14
FI,,2021,116830.99
FI,,2021,44477.21
FI,,2021,71818.18
FI,,2021,4557.69
FI,,2021,197500.0
FI,,2021,18536.31
FI,,2021,448378.38
FI,,2021,17800.43
FI,,2021,2084.43
FI,,2021,11194.33
FI,,2021,9320.22
FI,,2021,7737.87
FI,,2021,6498.24
FI,,2021,12083.03
FI,,2021,64804.69
FI,,2021,61217.71
FI,,2021,39035.29
FI,,2021,352978.72
FI,,2021,61902.99
FI,,2021,626.11
FR,,2021,49360.3
FR,,2021,1077455.45
FR,,2021,1709261.78
FR,,2021,10893.19
FR,,2021,49019.37
FR,,2021,290970.59
FR,,2021,528266.99
FR,,2021,190250.0
FR,,2021,569753.93
FR,,2021,623032.44
FR,,2021,5022600.0
FR,,2021,265854.23
FR,,2021,696095.95
FR,,2021,271153.65
FR,,2021,149687.76
FR,,2021,334154.55
FR,,2021,524027.29
FR,,2021,93383.58
FR,,2021,113633.48
FR,,2021,382282.2
FR,,2021,385897.16
FR,,2021,224223.21
FR,,2021,308863.77
FR,,2021,155609.63
FR,,2021,313912.5
FR,,2021,66571.98
FR,,2021,261175.2
FR,,2021,89345.65
FR,,2021,270928.63
FR,,2021,1311120.48
FR,,2021,259308.18
FR,,2021,5031.97
FR,,2021,61412.53
FR,,2021,32682.85
FR,,2021,15087.07
FR,,2021,39023.31
FR,,2021,2454654.14
FR,,2021,627825.0
FR,,2021,88883.47
FR,,2021,131428.74
FR,,2021,224840.91
FR,,2021,136999.16
FR,,2021,350664.88
FR,,2021,326142.86
FR,,2021,45123.57
FR,,2021,88666.21
FR,,2021,177912.26
FR,,2021,130901.76
FR,,2021,81903.91
FR,,2021,22115.5
FR,,2021,33646.19
FR,,2021,64545.08
FR,,2021,98215.7
FR,,2021,248833.08
FR,,2021,109296.62
FR,,2021,194906.87
FR,,2021,7188.89
FR,,2021,223915.64
FR,,2021,32336.47
FR,,2021,782899.28
FR,,2021,26392.0
FR,,2021,3740.35
FR,,2021,13326.35
FR,,2021,15929.2
FR,,2021,15469.53
FR,,2021,15409.66
FR,,2021,19497.67
FR,,2021,118586.63
FR,,2021,96360.39
FR,,2021,76546.07
FR,,2021,365586.79
FR,,2021,80769.17
FR,,2021,1110.62
HR,,2021,18377.39
HR,,2021,108148.15
HR,,2021,318650.79
HR,,2021,4839.97
HR,,2021,27823.98
HR,,2021,48622.46
HR,,2021,99937.77
HR,,2021,51000.32
HR,,2021,318650.79
HR,,2021,154869.82
HR,,2021,592619.93
HR,,2021,352192.98
HR,,2021,201758.79
HR,,2021,134844.67
HR,,2021,65337.67
HR,,2021,126856.24
HR,,2021,701310.04
HR,,2021,43358.53
HR,,2021,46215.83
HR,,2021,387922.71
HR,,2021,192105.26
HR,,2021,106852.96
HR,,2021,269463.09
HR,,2021,80139.72
HR,,2021,114062.5
HR,,2021,51789.75
HR,,2021,77810.08
HR,,2021,154869.82
HR,,2021,87807.55
HR,,2021,183963.34
HR,,2021,71030.52
HR,,2021,3946.43
HR,,2021,72966.83
HR,,2021,42252.04
HR,,2021,9831.65
HR,,2021,41445.16
HR,,2021,148428.84
HR,,2021,2170270.27
HR,,2021,66749.79
HR,,2021,126856.24
HR,,2021,340254.24
HR,,2021,146132.85
HR,,2021,256140.35
HR,,2021,90632.05
HR,,2021,89420.94
HR,,2021,86857.76
HR,,2021,139409.72
HR,,2021,368348.62
HR,,2021,164549.18
HR,,2021,30250.52
HR,,2021,51375.56
HR,,2021,73534.8
HR,,2021,336687.63
HR,,2021,492638.04
HR,,2021,135185.19
HR,,2021,186527.29
HR,,2021,13794.88
HR,,2021,1235384.62
HR,,2021,997515.53
HR,,2021,234795.32
HR,,2021,43487.68
HR,,2021,4538.77
HR,,2021,13974.94
HR,,2021,13862.75
HR,,2021,17828.6
HR,,2021,48681.42
HR,,2021,19834.51
HR,,2021,78188.9
HR,,2021,148979.59
HR,,2021,125862.07
HR,,2021,270370.37
HR,,2021,51957.3
HR,,2021,995.93
HU,,2021,32327.45
HU,,2021,286931.37
HU,,2021,3512916.67
HU,,2021,5294.52
HU,,2021,40663.99
HU,,2021,111619.59
HU,,2021,273437.84
HU,,2021,91475.59
HU,,2021,308263.25
HU,,2021,248092.2
HU,,2021,818543.69
HU,,2021,260752.58
HU,,2021,231726.98
HU,,2021,87838.17
HU,,2021,60829.73
HU,,2021,197910.8
HU,,2021,301286.48
HU,,2021,47556.64
HU,,2021,56470.19
HU,,2021,69419.51
HU,,2021,78113.03
HU,,2021,84493.07
HU,,2021,46155.11
HU,,2021,42505.67
HU,,2021,537577.05
HU,,2021,54794.19
HU,,2021,80155.28
HU,,2021,173180.42
HU,,2021,194936.42
HU,,2021,318150.94
HU,,2021,145487.49
HU,,2021,4636.41
HU,,2021,45609.95
HU,,2021,27278.9
HU,,2021,14091.59
HU,,2021,32587.77
HU,,2021,2958245.61
HU,,2021,3284805.19
HU,,2021,78282.27
HU,,2021,110498.03
HU,,2021,317751.26
HU,,2021,135983.87
HU,,2021,237716.17
HU,,2021,213894.29
HU,,2021,43604.86
HU,,2021,95535.41
HU,,2021,574188.42
HU,,2021,180987.48
HU,,2021,67646.43
HU,,2021,24494.48
HU,,2021,35114.54
HU,,2021,80989.43
HU,,2021,163974.07
HU,,2021,358257.79
HU,,2021,119447.46
HU,,2021,179192.35
HU,,2021,9701.96
HU,,2021,390625.48
HU,,2021,70395.21
HU,,2021,878229.17
HU,,2021,33476.28
HU,,2021,5127.57
HU,,2021,13661.55
HU,,2021,17050.69
HU,,2021,25796.02
HU,,2021,40966.96
HU,,2021,23546.99
HU,,2021,85695.41
HU,,2021,183216.23
HU,,2021,116718.97
HU,,2021,409603.24
HU,,2021,77124.56
HU,,2021,1080.99
IE,,2021,42772.3
IE,,2021,1377507.79
IE,,2021,1469036.54
IE,,2021,14069.17
IE,,2021,76660.89
IE,,2021,1089113.3
IE,,2021,1740866.14
IE,,2021,390618.37
IE,,2021,2816433.12
IE,,2021,613287.1
IE,,2021,1368978.33
IE,,2021,2085754.72
IE,,2021,73063.45
IE,,2021,942814.5
IE,,2021,370645.43
IE,,2021,611590.59
IE,,2021,1790202.43
IE,,2021,263045.81
IE,,2021,308139.37
IE,,2021,157135.75
IE,,2021,1464172.19
IE,,2021,457269.91
IE,,2021,820371.06
IE,,2021,582582.35
IE,,2021,2019086.76
IE,,2021,65605.34
IE,,2021,72110.24
IE,,2021,726075.53
IE,,2021,331966.97
IE,,2021,771692.84
IE,,2021,684489.16
IE,,2021,7974.25
IE,,2021,154500.35
IE,,2021,71457.66
IE,,2021,20163.25
IE,,2021,87856.15
IE,,2021,1850125.52
IE,,2021,591941.1
IE,,2021,188723.86
IE,,2021,226179.03
IE,,2021,705231.26
IE,,2021,242157.72
IE,,2021,368483.33
IE,,2021,199090.5
IE,,2021,39193.41
IE,,2021,58013.64
IE,,2021,159172.07
IE,,2021,267016.91
IE,,2021,345993.74
IE,,2021,38955.16
IE,,2021,64279.69
IE,,2021,98899.58
IE,,2021,378254.92
IE,,2021,286200.65
IE,,2021,118451.65
IE,,2021,202185.64
IE,,2021,17148.73
IE,,2021,398719.57
IE,,2021,448913.71
IE,,2021,715501.62
IE,,2021,64835.78
IE,,2021,6710.98
IE,,2021,33878.33
IE,,2021,20662.62
IE,,2021,24370.59
IE,,2021,33264.12
IE,,2021,42751.62
IE,,2021,211064.44
IE,,2021,188241.81
IE,,2021,214546.34
IE,,2021,2871298.7
IE,,2021,135888.14
IE,,2021,1822.27
IS,,2021,53064.52
IS,,2021,2741666.67
IS,,2021,42396.91
IS,,2021,6967.39
IS,,2021,17135.42
IS,,2021,483823.53
IS,,2021,967647.06
IS,,2021,265322.58
IS,,2021,16450000.0
IS,,2021,373863.64
IS,,2021,16450000.0
IS,,2021,444594.59
IS,,2021,238405.8
IS,,2021,483823.53
IS,,2021,126538.46
IS,,2021,171354.17
IS,,2021,87037.04
IS,,2021,45316.8
IS,,2021,94000.0
IS,,2021,530645.16
IS,,2021,865789.47
IS,,2021,130555.56
IS,,2021,4112500.0
