geo,nace_r2,year,productivity
NL,,2021,697600.0
NL,,2021,79272.73
NL,,2021,205176.47
NL,,2021,105696.97
NL,,2021,62285.71
NL,,2021,151652.17
NL,,2021,174400.0
NL,,2021,30330.43
NL,,2021,36715.79
NL,,2021,129185.19
NL,,2021,151652.17
NL,,2021,37505.38
NL,,2021,151652.17
NL,,2021,85073.17
NL,,2021,193777.78
NL,,2021,37505.38
NL,,2021,75826.09
NL,,2021,75826.09
NL,,2021,116266.67
NL,,2021,581333.33
NL,,2021,112516.13
NL,,2021,1488.69
NL,,2021,24391.61
NL,,2021,6531.84
NL,,2021,4127.81
NL,,2021,17887.18
NL,,2021,174400.0
NL,,2021,151652.17
NL,,2021,31423.42
NL,,2021,53661.54
NL,,2021,151652.17
NL,,2021,60137.93
NL,,2021,99657.14
NL,,2021,129185.19
NL,,2021,13519.38
NL,,2021,39191.01
NL,,2021,96888.89
NL,,2021,43061.73
NL,,2021,45298.7
NL,,2021,5952.22
NL,,2021,7909.3
NL,,2021,24055.17
NL,,2021,74212.77
NL,,2021,58133.33
NL,,2021,22947.37
NL,,2021,37913.04
NL,,2021,1754.53
NL,,2021,94270.27
NL,,2021,5308.98
NL,,2021,193777.78
NL,,2021,7103.87
NL,,2021,1259.66
NL,,2021,5746.29
NL,,2021,5842.55
NL,,2021,5607.72
NL,,2021,3694.92
NL,,2021,8404.82
NL,,2021,33219.05
NL,,2021,51294.12
NL,,2021,58133.33
NL,,2021,268307.69
NL,,2021,25275.36
NL,,2021,359.96
NO,,2021,3197.5
NO,,2021,18271.43
NO,,2021,6395.0
NO,,2021,409.94
NO,,2021,2558.0
NO,,2021,25580.0
NO,,2021,9838.46
NO,,2021,6395.0
NO,,2021,42633.33
NO,,2021,31975.0
NO,,2021,25580.0
NO,,2021,9135.71
NO,,2021,12790.0
NO,,2021,12790.0
NO,,2021,3875.76
NO,,2021,5560.87
NO,,2021,15987.5
NO,,2021,18271.43
NO,,2021,7523.53
NO,,2021,42633.33
NO,,2021,6731.58
NO,,2021,7993.75
NO,,2021,4410.34
NO,,2021,14211.11
NO,,2021,6395.0
NO,,2021,7523.53
NO,,2021,42633.33
NO,,2021,8526.67
NO,,2021,217.15
NO,,2021,2507.84
NO,,2021,1229.81
NO,,2021,636.32
NO,,2021,1937.88
NO,,2021,3996.88
NO,,2021,25580.0
NO,,2021,4919.23
NO,,2021,7523.53
NO,,2021,6395.0
NO,,2021,4567.86
NO,,2021,14211.11
NO,,2021,10658.33
NO,,2021,1998.44
NO,,2021,4567.86
NO,,2021,11627.27
NO,,2021,14211.11
NO,,2021,4263.33
NO,,2021,1173.39
NO,,2021,2459.62
NO,,2021,2243.86
NO,,2021,10658.33
NO,,2021,14211.11
NO,,2021,4410.34
NO,,2021,6395.0
NO,,2021,455.16
NO,,2021,15987.5
NO,,2021,2243.86
NO,,2021,31975.0
NO,,2021,2062.9
NO,,2021,123.57
NO,,2021,630.05
NO,,2021,560.96
NO,,2021,581.36
NO,,2021,333.07
NO,,2021,1162.73
NO,,2021,3996.88
NO,,2021,5116.0
NO,,2021,5560.87
NO,,2021,63950.0
NO,,2021,5116.0
NO,,2021,45.29
PL,,2021,353.9
PL,,2021,13760.64
PL,,2021,86233.33
PL,,2021,133.42
PL,,2021,952.15
PL,,2021,2672.52
PL,,2021,2908.38
PL,,2021,1562.67
PL,,2021,6348.47
PL,,2021,7216.18
PL,,2021,24755.98
PL,,2021,4429.79
PL,,2021,11223.43
PL,,2021,2268.3
PL,,2021,1271.25
PL,,2021,2892.12
PL,,2021,5067.58
PL,,2021,1212.85
PL,,2021,1594.45
PL,,2021,7642.54
PL,,2021,3784.93
PL,,2021,3276.76
PL,,2021,1818.63
PL,,2021,1421.82
PL,,2021,6516.37
PL,,2021,1034.8
PL,,2021,1523.56
PL,,2021,3225.69
PL,,2021,2633.08
PL,,2021,8814.31
PL,,2021,4384.75
PL,,2021,130.99
PL,,2021,1464.06
PL,,2021,1015.51
PL,,2021,341.45
PL,,2021,634.3
PL,,2021,30615.38
PL,,2021,65493.67
PL,,2021,2581.84
PL,,2021,3541.41
PL,,2021,10824.27
PL,,2021,5132.94
PL,,2021,9762.26
PL,,2021,6557.67
PL,,2021,1458.7
PL,,2021,1962.08
PL,,2021,5174.0
PL,,2021,8097.03
PL,,2021,3243.89
PL,,2021,1015.31
PL,,2021,1546.79
PL,,2021,2954.88
PL,,2021,12775.31
PL,,2021,5367.22
PL,,2021,2676.67
PL,,2021,5339.53
PL,,2021,420.27
PL,,2021,25487.68
PL,,2021,22111.11
PL,,2021,30081.4
PL,,2021,1212.28
PL,,2021,143.38
PL,,2021,453.7
PL,,2021,386.64
PL,,2021,622.7
PL,,2021,1729.86
PL,,2021,741.47
PL,,2021,3061.54
PL,,2021,8278.4
PL,,2021,8769.49
PL,,2021,10410.46
PL,,2021,1656.74
PL,,2021,29.88
PT,,2021,501.95
PT,,2021,9522.85
PT,,2021,10231.05
PT,,2021,178.44
PT,,2021,1327.15
PT,,2021,791.31
PT,,2021,4453.17
PT,,2021,2439.74
PT,,2021,10950.54
PT,,2021,10630.16
PT,,2021,88012.42
PT,,2021,10350.62
PT,,2021,15368.76
PT,,2021,5071.58
PT,,2021,1934.74
PT,,2021,3128.04
PT,,2021,16749.41
PT,,2021,1508.57
PT,,2021,1657.7
PT,,2021,12629.23
PT,,2021,7755.88
PT,,2021,5507.19
PT,,2021,3040.77
PT,,2021,2654.06
PT,,2021,20868.92
PT,,2021,1672.57
PT,,2021,2479.87
PT,,2021,5137.78
PT,,2021,15269.4
PT,,2021,9359.31
PT,,2021,4712.34
PT,,2021,115.89
PT,,2021,1399.64
PT,,2021,680.17
PT,,2021,352.86
PT,,2021,1222.18
PT,,2021,43069.91
PT,,2021,12674.42
PT,,2021,3645.48
PT,,2021,7626.48
PT,,2021,13837.89
PT,,2021,6414.67
PT,,2021,11957.81
PT,,2021,10114.2
PT,,2021,1513.08
PT,,2021,2680.16
PT,,2021,13108.23
PT,,2021,7222.22
PT,,2021,2100.82
PT,,2021,734.5
PT,,2021,987.04
PT,,2021,2871.33
PT,,2021,10849.92
PT,,2021,9626.36
PT,,2021,3017.46
PT,,2021,4395.16
PT,,2021,224.6
PT,,2021,11131.19
PT,,2021,1652.86
PT,,2021,13000.0
PT,,2021,527.57
PT,,2021,130.62
PT,,2021,461.58
PT,,2021,413.61
PT,,2021,534.98
PT,,2021,831.52
PT,,2021,502.0
PT,,2021,4787.16
PT,,2021,4186.12
PT,,2021,3599.19
PT,,2021,9652.59
PT,,2021,1753.06
PT,,2021,28.61
RO,,2021,136.73
RO,,2021,4249.56
RO,,2021,80600.0
RO,,2021,137.97
RO,,2021,1078.02
RO,,2021,873.87
RO,,2021,3725.73
RO,,2021,2738.39
RO,,2021,17779.41
RO,,2021,24673.47
RO,,2021,28447.06
RO,,2021,10605.26
RO,,2021,27168.54
RO,,2021,3807.87
RO,,2021,2149.33
RO,,2021,4934.69
RO,,2021,6231.96
RO,,2021,1629.38
RO,,2021,2206.2
RO,,2021,4865.19
RO,,2021,2760.27
RO,,2021,3307.8
RO,,2021,1244.47
RO,,2021,950.85
RO,,2021,4030.0
RO,,2021,1899.45
RO,,2021,2474.92
RO,,2021,8168.92
RO,,2021,2744.61
RO,,2021,5743.47
RO,,2021,2892.34
RO,,2021,115.88
RO,,2021,1184.13
RO,,2021,1141.1
RO,,2021,263.94
RO,,2021,563.9
RO,,2021,18044.78
RO,,2021,40300.0
RO,,2021,4759.84
RO,,2021,3912.62
RO,,2021,20844.83
RO,,2021,8922.51
RO,,2021,15600.0
RO,,2021,4816.73
RO,,2021,2059.63
RO,,2021,3115.98
RO,,2021,19819.67
RO,,2021,18890.62
RO,,2021,8889.71
RO,,2021,2095.32
RO,,2021,3285.33
RO,,2021,5784.69
RO,,2021,14479.04
RO,,2021,12659.69
RO,,2021,4975.31
RO,,2021,8196.61
RO,,2021,634.48
RO,,2021,75562.5
RO,,2021,27168.54
RO,,2021,24927.84
RO,,2021,1353.86
RO,,2021,204.93
RO,,2021,600.75
RO,,2021,677.12
RO,,2021,713.48
RO,,2021,2970.52
RO,,2021,1090.17
RO,,2021,5558.62
RO,,2021,12659.69
RO,,2021,3862.62
RO,,2021,8366.78
RO,,2021,3571.64
RO,,2021,28.33
SE,,2021,1506.58
SE,,2021,1877.05
SE,,2021,57250.0
SE,,2021,184.08
SE,,2021,2044.64
SE,,2021,16357.14
SE,,2021,3469.7
SE,,2021,1659.42
SE,,2021,4240.74
SE,,2021,14312.5
SE,,2021,38166.67
SE,,2021,5725.0
SE,,2021,3013.16
SE,,2021,6026.32
SE,,2021,4240.74
SE,,2021,1192.71
SE,,2021,1659.42
SE,,2021,5725.0
SE,,2021,4978.26
SE,,2021,1568.49
SE,,2021,1526.67
SE,,2021,1258.24
SE,,2021,7633.33
SE,,2021,2662.79
SE,,2021,4770.83
SE,,2021,6026.32
SE,,2021,3816.67
SE,,2021,28625.0
SE,,2021,4580.0
SE,,2021,111.06
SE,,2021,1331.4
SE,,2021,515.77
SE,,2021,377.89
SE,,2021,829.71
SE,,2021,14312.5
SE,,2021,28625.0
SE,,2021,3271.43
SE,,2021,2008.77
SE,,2021,5204.55
SE,,2021,5204.55
SE,,2021,753.29
SE,,2021,1908.33
SE,,2021,4770.83
SE,,2021,6361.11
SE,,2021,1272.22
SE,,2021,887.6
SE,,2021,4403.85
SE,,2021,1761.54
SE,,2021,2935.9
SE,,2021,178.35
SE,,2021,7633.33
SE,,2021,1156.57
SE,,2021,16357.14
SE,,2021,729.3
SE,,2021,66.22
SE,,2021,465.45
SE,,2021,203.74
SE,,2021,307.8
SE,,2021,208.56
SE,,2021,454.37
SE,,2021,1974.14
SE,,2021,1817.46
SE,,2021,1761.54
SE,,2021,22900.0
SE,,2021,2008.77
SE,,2021,21.94
SI,,2021,542.9
SI,,2021,6444.44
SI,,2021,151304.35
SI,,2021,144.09
SI,,2021,1818.18
SI,,2021,4344.57
SI,,2021,3632.57
SI,,2021,1897.49
SI,,2021,7785.23
SI,,2021,8130.84
SI,,2021,3480000.0
SI,,2021,5058.14
SI,,2021,3000.0
SI,,2021,2080.1
SI,,2021,1467.12
SI,,2021,4978.54
SI,,2021,3473.05
SI,,2021,738.85
SI,,2021,938.51
SI,,2021,5497.63
SI,,2021,1557.74
SI,,2021,2098.91
SI,,2021,2102.72
SI,,2021,1998.85
SI,,2021,40465.12
SI,,2021,1581.82
SI,,2021,3183.9
SI,,2021,3140.79
SI,,2021,3963.55
SI,,2021,7388.54
SI,,2021,5603.86
SI,,2021,155.98
SI,,2021,2087.58
SI,,2021,777.13
SI,,2021,549.07
SI,,2021,957.89
SI,,2021,165714.29
SI,,2021,99428.57
SI,,2021,2826.97
SI,,2021,4444.44
SI,,2021,14683.54
SI,,2021,4591.03
SI,,2021,6666.67
SI,,2021,6960.0
SI,,2021,1581.1
SI,,2021,3183.9
SI,,2021,5631.07
SI,,2021,11677.85
SI,,2021,4721.85
SI,,2021,676.12
SI,,2021,1034.18
SI,,2021,1952.86
SI,,2021,4572.93
SI,,2021,7357.29
SI,,2021,1465.88
SI,,2021,1830.62
SI,,2021,264.1
SI,,2021,24507.04
SI,,2021,1520.31
SI,,2021,16893.2
SI,,2021,1541.19
SI,,2021,170.91
SI,,2021,679.29
SI,,2021,439.45
SI,,2021,694.47
SI,,2021,1507.15
SI,,2021,843.43
SI,,2021,2518.09
SI,,2021,6783.63
SI,,2021,6247.76
SI,,2021,18315.79
SI,,2021,2628.4
SI,,2021,33.08
SK,,2021,1764.97
SK,,2021,3374.63
SK,,2021,359090.91
SK,,2021,141.73
SK,,2021,1642.75
SK,,2021,2478.04
SK,,2021,2820.42
SK,,2021,1890.4
SK,,2021,10408.43
SK,,2021,12762.52
SK,,2021,33333.33
SK,,2021,9741.06
SK,,2021,33333.33
SK,,2021,2323.53
SK,,2021,1489.16
SK,,2021,4146.98
SK,,2021,3472.53
SK,,2021,748.32
SK,,2021,953.88
SK,,2021,6935.91
SK,,2021,2162.61
SK,,2021,1681.21
SK,,2021,1017.25
SK,,2021,967.78
SK,,2021,19899.24
SK,,2021,1946.29
SK,,2021,3305.44
SK,,2021,4733.37
SK,,2021,4566.47
SK,,2021,7790.93
SK,,2021,5448.28
SK,,2021,129.53
SK,,2021,2265.56
SK,,2021,608.96
SK,,2021,374.5
SK,,2021,925.17
SK,,2021,272413.79
SK,,2021,117910.45
SK,,2021,1931.07
SK,,2021,4846.63
SK,,2021,9924.62
SK,,2021,6279.81
SK,,2021,17099.57
SK,,2021,6991.15
SK,,2021,1478.02
SK,,2021,3416.96
SK,,2021,11189.8
SK,,2021,5287.82
SK,,2021,2865.43
SK,,2021,752.02
SK,,2021,1096.46
SK,,2021,2393.94
SK,,2021,8856.5
SK,,2021,4463.28
SK,,2021,2486.62
SK,,2021,5614.78
SK,,2021,311.55
SK,,2021,12640.0
SK,,2021,4032.67
SK,,2021,34199.13
SK,,2021,991.47
SK,,2021,160.95
SK,,2021,471.78
SK,,2021,439.4
SK,,2021,727.78
SK,,2021,2253.28
SK,,2021,1089.66
SK,,2021,4293.48
SK,,2021,7647.63
SK,,2021,5211.08
SK,,2021,18244.8
SK,,2021,3838.68
SK,,2021,33.12
AT,,2021,47346.15
AT,,2021,316055.5
AT,,2021,13865217.39
AT,,2021,8699.21
AT,,2021,71986.46
AT,,2021,393946.88
AT,,2021,184762.46
AT,,2021,105264.9
AT,,2021,382145.0
AT,,2021,679957.36
AT,,2021,3937037.04
AT,,2021,311425.78
AT,,2021,360542.68
AT,,2021,208567.69
AT,,2021,105074.14
AT,,2021,211752.99
AT,,2021,165275.98
AT,,2021,53963.96
AT,,2021,80125.63
AT,,2021,209458.13
AT,,2021,134784.45
AT,,2021,70149.58
AT,,2021,174452.95
AT,,2021,126698.45
AT,,2021,462509.06
AT,,2021,89202.8
AT,,2021,143713.38
AT,,2021,235176.99
AT,,2021,226411.08
AT,,2021,2592682.93
AT,,2021,287297.3
AT,,2021,5491.36
AT,,2021,76621.82
AT,,2021,29371.4
AT,,2021,16411.5
AT,,2021,51011.76
AT,,2021,11811111.11
AT,,2021,806321.11
AT,,2021,110479.82
AT,,2021,241316.69
AT,,2021,417135.38
AT,,2021,211893.69
AT,,2021,430654.96
AT,,2021,461839.25
AT,,2021,67492.06
AT,,2021,86610.54
AT,,2021,225530.41
AT,,2021,230419.08
AT,,2021,85864.3
AT,,2021,29638.92
AT,,2021,42992.92
AT,,2021,95421.9
AT,,2021,315430.27
AT,,2021,189821.43
AT,,2021,107446.09
AT,,2021,247593.17
AT,,2021,11322.97
AT,,2021,527980.13
AT,,2021,67002.84
AT,,2021,538227.85
AT,,2021,42693.62
AT,,2021,5893.17
AT,,2021,23257.0
AT,,2021,20129.4
AT,,2021,21112.91
AT,,2021,33728.19
AT,,2021,31608.68
AT,,2021,157442.61
AT,,2021,263880.84
AT,,2021,129845.28
AT,,2021,1757024.79
AT,,2021,85622.23
AT,,2021,1396.98
BE,,2021,150141.14
BE,,2021,4846222.22
BE,,2021,21808000.0
BE,,2021,15661.04
BE,,2021,86112.54
BE,,2021,445061.22
BE,,2021,577695.36
BE,,2021,226576.62
BE,,2021,739254.24
BE,,2021,745572.65
BE,,2021,1938488.89
BE,,2021,199159.82
BE,,2021,299766.32
BE,,2021,343433.07
BE,,2021,163969.92
BE,,2021,313784.17
BE,,2021,350329.32
BE,,2021,115081.79
BE,,2021,171379.17
BE,,2021,846912.62
BE,,2021,601600.0
BE,,2021,288847.68
BE,,2021,305006.99
BE,,2021,247116.15
BE,,2021,1301970.15
BE,,2021,193419.07
BE,,2021,427607.84
BE,,2021,354601.63
BE,,2021,466481.28
BE,,2021,1163093.33
BE,,2021,321889.3
BE,,2021,8905.77
BE,,2021,120154.27
BE,,2021,43420.61
BE,,2021,28971.11
BE,,2021,70805.19
BE,,2021,2643393.94
BE,,2021,1342030.77
BE,,2021,90302.28
BE,,2021,231384.62
BE,,2021,937978.49
BE,,2021,389428.57
BE,,2021,671015.38
BE,,2021,436160.0
BE,,2021,99127.27
BE,,2021,164278.72
BE,,2021,361958.51
BE,,2021,267582.82
BE,,2021,308240.28
BE,,2021,14361.54
BE,,2021,15979.48
BE,,2021,142071.66
BE,,2021,650985.07
BE,,2021,492836.16
BE,,2021,213803.92
BE,,2021,377627.71
BE,,2021,7711.46
BE,,2021,566441.56
BE,,2021,43269.84
BE,,2021,1321696.97
BE,,2021,35460.16
BE,,2021,5802.31
BE,,2021,19541.22
BE,,2021,20607.61
BE,,2021,26692.78
BE,,2021,28423.59
BE,,2021,50219.92
BE,,2021,356048.98
BE,,2021,454333.33
BE,,2021,199159.82
BE,,2021,1645886.79
BE,,2021,143710.05
BE,,2021,1759.63
BG,,2021,2123.35
BG,,2021,50218.2
BG,,2021,659573.17
BG,,2021,1597.71
BG,,2021,9478.62
BG,,2021,9547.22
BG,,2021,53576.03
BG,,2021,27814.35
BG,,2021,106887.35
BG,,2021,126072.26
BG,,2021,452594.14
BG,,2021,70884.67
BG,,2021,125632.98
BG,,2021,32260.66
BG,,2021,19158.7
BG,,2021,47194.59
BG,,2021,79712.6
BG,,2021,15688.18
BG,,2021,19532.32
BG,,2021,73285.91
BG,,2021,36892.91
BG,,2021,26881.21
BG,,2021,48032.86
BG,,2021,37377.33
BG,,2021,168751.95
BG,,2021,19814.98
BG,,2021,29482.15
BG,,2021,60430.17
BG,,2021,35234.53
BG,,2021,66321.28
BG,,2021,45699.2
BG,,2021,1277.23
BG,,2021,19645.84
BG,,2021,6114.75
BG,,2021,3865.42
BG,,2021,7202.21
BG,,2021,659573.17
BG,,2021,563385.42
BG,,2021,30427.57
BG,,2021,51880.1
BG,,2021,182411.47
BG,,2021,73785.81
BG,,2021,123906.07
BG,,2021,50546.73
BG,,2021,12373.6
BG,,2021,22734.34
BG,,2021,114465.61
BG,,2021,106361.85
BG,,2021,43829.01
BG,,2021,15823.58
BG,,2021,22330.72
BG,,2021,54302.21
BG,,2021,78726.35
BG,,2021,90292.15
BG,,2021,30105.76
BG,,2021,45183.79
BG,,2021,4348.72
BG,,2021,290000.0
BG,,2021,81269.72
BG,,2021,207619.96
BG,,2021,9974.18
BG,,2021,1867.0
BG,,2021,4972.65
BG,,2021,6113.72
BG,,2021,8266.72
BG,,2021,20001.85
BG,,2021,9417.55
BG,,2021,29840.0
BG,,2021,84507.81
BG,,2021,50523.12
BG,,2021,110040.69
BG,,2021,31290.14
BG,,2021,317.36
CH,,2021,13423.38
CH,,2021,108554.09
CH,,2021,670656.09
CH,,2021,245241.23
CH,,2021,152217.31
CH,,2021,1365932.45
CH,,2021,568581.91
CH,,2021,14534375.0
CH,,2021,329157.82
CH,,2021,207541.28
CH,,2021,440018.92
CH,,2021,246084.66
CH,,2021,558343.34
CH,,2021,805367.97
CH,,2021,101395.25
CH,,2021,115999.5
CH,,2021,88980.29
CH,,2021,339985.38
CH,,2021,126937.77
CH,,2021,1950104.82
CH,,2021,596664.53
CH,,2021,860499.54
CH,,2021,170272.74
CH,,2021,266915.35
CH,,2021,470510.88
CH,,2021,315322.03
CH,,2021,3563984.67
CH,,2021,542390.67
CH,,2021,8873.08
CH,,2021,108782.6
CH,,2021,44238.36
CH,,2021,31277.74
CH,,2021,77841.0
CH,,2021,2035448.58
CH,,2021,836510.79
CH,,2021,160241.17
CH,,2021,202834.71
CH,,2021,616434.72
CH,,2021,284117.29
CH,,2021,527324.26
CH,,2021,369713.83
CH,,2021,78544.29
CH,,2021,82735.92
CH,,2021,204170.32
CH,,2021,132149.45
CH,,2021,137970.93
CH,,2021,137746.19
CH,,2021,26764.49
CH,,2021,43691.87
CH,,2021,69082.81
CH,,2021,299195.88
CH,,2021,383113.67
CH,,2021,138237.48
CH,,2021,216325.58
CH,,2021,11851.8
CH,,2021,927417.75
CH,,2021,73714.24
CH,,2021,545892.02
CH,,2021,50096.94
CH,,2021,7051.67
CH,,2021,45307.1
CH,,2021,25133.75
CH,,2021,21717.91
CH,,2021,29492.71
CH,,2021,28764.03
CH,,2021,201472.82
CH,,2021,175079.99
CH,,2021,100955.07
CH,,2021,1758412.1
CH,,2021,144418.57
CH,,2021,1820.89
CY,,2021,18729.51
CY,,2021,449508.2
CY,,2021,507777.78
CY,,2021,6915.51
CY,,2021,20899.39
CY,,2021,253888.89
CY,,2021,116680.85
CY,,2021,70670.1
CY,,2021,386197.18
CY,,2021,334390.24
CY,,2021,27420000.0
CY,,2021,457000.0
CY,,2021,125779.82
CY,,2021,263653.85
CY,,2021,82590.36
CY,,2021,120263.16
CY,,2021,623181.82
CY,,2021,62036.2
CY,,2021,68894.47
CY,,2021,1612941.18
CY,,2021,596086.96
CY,,2021,517358.49
CY,,2021,1443157.89
CY,,2021,1054615.38
CY,,2021,3427500.0
CY,,2021,68379.05
CY,,2021,163214.29
CY,,2021,117682.4
CY,,2021,115696.2
CY,,2021,652857.14
CY,,2021,119737.99
CY,,2021,2041.24
CY,,2021,29611.23
CY,,2021,11834.27
CY,,2021,6351.63
CY,,2021,50497.24
CY,,2021,1054615.38
CY,,2021,1713750.0
CY,,2021,30808.99
CY,,2021,110120.48
CY,,2021,175769.23
CY,,2021,73709.68
CY,,2021,126944.44
CY,,2021,64366.2
CY,,2021,26289.55
CY,,2021,19826.46
CY,,2021,137788.94
CY,,2021,35937.09
CY,,2021,84629.63
CY,,2021,9856.22
CY,,2021,11788.48
CY,,2021,60000.0
CY,,2021,1142500.0
CY,,2021,97580.07
CY,,2021,43181.1
CY,,2021,77457.63
CY,,2021,5567.51
CY,,2021,186530.61
CY,,2021,173544.3
CY,,2021,176903.23
CY,,2021,26777.34
CY,,2021,2951.24
CY,,2021,8071.83
CY,,2021,7785.35
CY,,2021,14236.76
CY,,2021,61479.82
CY,,2021,6334.03
CY,,2021,60396.48
CY,,2021,60000.0
CY,,2021,74308.94
CY,,2021,365600.0
CY,,2021,32183.1
CY,,2021,591.29
CZ,,2021,20497.77
CZ,,2021,126706.11
CZ,,2021,1822411.35
CZ,,2021,1740.41
CZ,,2021,20729.27
CZ,,2021,52828.95
CZ,,2021,52334.01
CZ,,2021,27240.54
CZ,,2021,115332.14
CZ,,2021,111965.14
CZ,,2021,2401495.33
CZ,,2021,78079.61
CZ,,2021,197357.91
CZ,,2021,27731.49
CZ,,2021,16983.48
CZ,,2021,43819.92
CZ,,2021,57899.95
CZ,,2021,10480.04
CZ,,2021,12796.18
CZ,,2021,55427.09
CZ,,2021,22731.78
CZ,,2021,19567.47
CZ,,2021,13099.51
CZ,,2021,11543.58
CZ,,2021,97186.08
CZ,,2021,19799.66
CZ,,2021,35200.0
CZ,,2021,45247.4
CZ,,2021,63603.96
CZ,,2021,136826.41
CZ,,2021,60305.09
CZ,,2021,2165.75
CZ,,2021,27200.17
CZ,,2021,10036.32
CZ,,2021,7522.25
CZ,,2021,13104.86
CZ,,2021,4430344.83
CZ,,2021,1443595.51
CZ,,2021,28989.17
CZ,,2021,71120.95
CZ,,2021,151241.91
CZ,,2021,94505.33
CZ,,2021,251674.83
CZ,,2021,116166.37
CZ,,2021,21667.93
CZ,,2021,46449.75
CZ,,2021,206393.57
CZ,,2021,101444.93
CZ,,2021,26276.72
CZ,,2021,13464.68
CZ,,2021,23918.83
CZ,,2021,30806.86
CZ,,2021,94021.22
CZ,,2021,73627.51
CZ,,2021,28006.54
CZ,,2021,45199.65
CZ,,2021,5565.76
CZ,,2021,221326.44
CZ,,2021,439247.86
CZ,,2021,274823.53
CZ,,2021,20563.38
CZ,,2021,2406.74
CZ,,2021,7733.0
CZ,,2021,7377.97
CZ,,2021,9152.95
CZ,,2021,24159.46
CZ,,2021,13963.7
CZ,,2021,56166.12
CZ,,2021,86781.49
CZ,,2021,130569.11
CZ,,2021,180576.25
CZ,,2021,39962.67
CZ,,2021,486.74
DE,,2021,149902.62
DE,,2021,1952390.24
DE,,2021,20012000.0
DE,,2021,9909.38
DE,,2021,86165.77
DE,,2021,640384.0
DE,,2021,575884.89
DE,,2021,196678.13
DE,,2021,592948.15
DE,,2021,601864.66
DE,,2021,4002400.0
DE,,2021,219309.59
DE,,2021,559776.22
DE,,2021,185296.3
DE,,2021,119119.05
DE,,2021,333533.33
DE,,2021,321477.91
DE,,2021,70964.54
DE,,2021,91067.12
DE,,2021,214605.9
DE,,2021,164707.82
DE,,2021,70033.25
DE,,2021,92327.57
DE,,2021,79177.05
DE,,2021,555888.89
DE,,2021,119832.34
DE,,2021,195239.02
DE,,2021,310263.57
DE,,2021,294294.12
DE,,2021,2425696.97
DE,,2021,306697.32
DE,,2021,8082.39
DE,,2021,95181.93
DE,,2021,42852.25
DE,,2021,25101.29
DE,,2021,85248.14
DE,,2021,3480347.83
DE,,2021,1270603.17
DE,,2021,101198.48
DE,,2021,142688.06
DE,,2021,533653.33
DE,,2021,287942.45
DE,,2021,625375.0
DE,,2021,734385.32
DE,,2021,75803.03
DE,,2021,138731.37
DE,,2021,509859.87
DE,,2021,228056.98
DE,,2021,165047.42
DE,,2021,35310.1
DE,,2021,54269.83
DE,,2021,101070.71
DE,,2021,328065.57
DE,,2021,365515.98
DE,,2021,172146.24
DE,,2021,325398.37
DE,,2021,13129.08
DE,,2021,544544.22
DE,,2021,95636.8
DE,,2021,964433.73
DE,,2021,38971.76
DE,,2021,6829.45
DE,,2021,28496.97
DE,,2021,30355.71
DE,,2021,23710.9
DE,,2021,27612.28
DE,,2021,26383.65
DE,,2021,200621.55
DE,,2021,303212.12
DE,,2021,113866.29
DE,,2021,1510339.62
DE,,2021,116179.97
DE,,2021,1777.23
DK,,2021,67957.82
DK,,2021,823970.89
DK,,2021,1745947.14
DK,,2021,12415.19
DK,,2021,79504.51
DK,,2021,735306.12
DK,,2021,428002.16
DK,,2021,216219.31
DK,,2021,854159.48
DK,,2021,894650.11
DK,,2021,8432553.19
DK,,2021,320396.12
DK,,2021,151444.4
DK,,2021,327545.45
DK,,2021,149052.28
DK,,2021,273519.67
DK,,2021,799052.42
DK,,2021,101570.99
DK,,2021,116362.3
DK,,2021,245102.04
DK,,2021,401550.15
DK,,2021,80604.03
DK,,2021,1100916.67
DK,,2021,597782.81
DK,,2021,1303717.11
DK,,2021,125859.0
DK,,2021,215748.5
DK,,2021,302080.79
DK,,2021,356091.64
DK,,2021,3446347.83
DK,,2021,344934.73
DK,,2021,5106.23
DK,,2021,77362.87
DK,,2021,20279.9
DK,,2021,15411.81
DK,,2021,64929.55
DK,,2021,199060.77
DK,,2021,1585320.0
DK,,2021,133354.64
DK,,2021,141445.4
DK,,2021,177567.2
DK,,2021,102569.88
DK,,2021,242849.26
DK,,2021,291633.55
DK,,2021,64058.51
DK,,2021,86346.41
DK,,2021,209476.74
DK,,2021,454506.88
DK,,2021,81132.04
DK,,2021,31135.99
DK,,2021,52300.08
DK,,2021,76927.41
DK,,2021,232861.34
DK,,2021,285129.5
DK,,2021,99755.85
DK,,2021,153437.86
DK,,2021,11762.28
DK,,2021,449353.74
DK,,2021,70747.95
DK,,2021,983449.13
DK,,2021,47159.69
DK,,2021,4196.37
DK,,2021,24190.06
DK,,2021,17157.14
DK,,2021,16156.29
DK,,2021,13023.89
DK,,2021,25157.42
DK,,2021,132021.99
DK,,2021,124553.74
DK,,2021,102969.6
DK,,2021,700229.68
DK,,2021,137853.91
DK,,2021,1304.5
EE,,2021,39765.42
EE,,2021,81441.28
EE,,2021,704153.85
EE,,2021,3471.11
EE,,2021,30759.41
EE,,2021,47380.95
EE,,2021,24740.54
EE,,2021,19813.85
EE,,2021,303112.58
EE,,2021,148122.98
EE,,2021,344135.34
EE,,2021,123037.63
EE,,2021,1237027.03
EE,,2021,86850.09
EE,,2021,46467.01
EE,,2021,99934.5
EE,,2021,2860625.0
EE,,2021,27002.95
