geo,nace_r2,ai_adoption,year
RO,D,3.725,2022
RO,D,5.61,2023
RO,D,4.22,2024
RO,D,6.47,2025
RO,E,0.59,2021
RO,E,0.585,2022
RO,E,0.58,2023
RO,E,2.17,2024
RO,E,3.24,2025
RO,F,0.05,2021
RO,F,0.09,2022
RO,F,0.13,2023
RO,F,0.18,2024
RO,F,2.65,2025
RO,G,0.6,2021
RO,G,0.9450000000000001,2022
RO,G,1.29,2023
RO,G,3.63,2024
RO,G,4.13,2025
RO,H,0.31,2021
RO,H,0.33499999999999996,2022
RO,H,0.36,2023
RO,H,2.73,2024
RO,H,3.07,2025
RO,I,0.27,2021
RO,I,0.165,2022
RO,I,0.06,2023
RO,I,0.08,2024
RO,I,1.71,2025
RO,J,8.8,2021
RO,J,8.46,2022
RO,J,8.12,2023
RO,J,15.69,2024
RO,J,32.07,2025
RO,L,0.39,2021
RO,L,0.195,2022
RO,L,0.0,2023
RO,L,3.81,2024
RO,L,0.58,2025
RO,M,6.68,2021
RO,M,6.945,2022
RO,M,7.21,2023
RO,M,9.06,2024
RO,M,15.6,2025
RO,N,3.04,2021
RO,N,2.305,2022
RO,N,1.57,2023
RO,N,5.3,2024
RO,N,5.04,2025
SE,C,8.87,2021
SE,C,8.17,2022
SE,C,7.47,2023
SE,C,19.49,2024
SE,C,32.86,2025
SE,D,25.06,2021
SE,D,22.58,2022
SE,D,20.1,2023
SE,D,40.71,2024
SE,D,53.4,2025
SE,E,9.58,2021
SE,E,8.705,2022
SE,E,7.83,2023
SE,E,20.32,2024
SE,E,36.16,2025
SE,F,2.32,2021
SE,F,2.55,2022
SE,F,2.78,2023
SE,F,13.15,2024
SE,F,14.9,2025
SE,G,11.84,2021
SE,G,11.315,2022
SE,G,10.79,2023
SE,G,22.47,2024
SE,G,33.13,2025
SE,H,3.71,2021
SE,H,4.225,2022
SE,H,4.74,2023
SE,H,15.54,2024
SE,H,12.17,2025
SE,I,4.2,2021
SE,I,3.6900000000000004,2022
SE,I,3.18,2023
SE,I,10.47,2024
SE,I,23.74,2025
SE,J,30.81,2021
SE,J,33.83,2022
SE,J,36.85,2023
SE,J,67.56,2024
SE,J,87.87,2025
SE,L,9.6,2021
SE,L,13.675,2022
SE,L,17.75,2023
SE,L,28.97,2024
SE,L,56.44,2025
SE,M,16.47,2021
SE,M,18.58,2022
SE,M,20.69,2023
SE,M,53.71,2024
SE,M,64.88,2025
SE,N,8.58,2021
SE,N,8.440000000000001,2022
SE,N,8.3,2023
SE,N,21.63,2024
SE,N,31.61,2025
SI,C,12.57,2021
SI,C,12.455,2022
SI,C,12.34,2023
SI,C,21.64,2024
SI,C,22.68,2025
SI,E,3.62,2021
SI,E,1.81,2022
SI,E,0.0,2023
SI,E,7.76,2024
SI,E,27.17,2025
SI,F,4.16,2021
SI,F,3.83,2022
SI,F,3.5,2023
SI,F,11.94,2024
SI,F,5.55,2025
SI,G,10.95,2021
SI,G,12.719999999999999,2022
SI,G,14.49,2023
SI,G,23.46,2024
SI,G,29.81,2025
SI,H,12.52,2021
SI,H,10.01,2022
SI,H,7.5,2023
SI,H,18.97,2024
SI,H,8.51,2025
SI,I,5.08,2021
SI,I,5.805,2022
SI,I,6.53,2023
SI,I,16.85,2024
SI,I,12.62,2025
SI,J,39.65,2021
SI,J,36.065,2022
SI,J,32.48,2023
SI,J,52.94,2024
SI,J,67.06,2025
SI,M,18.59,2021
SI,M,20.415,2022
SI,M,22.24,2023
SI,M,30.37,2024
SI,M,28.29,2025
SI,N,9.02,2021
SI,N,6.12,2022
SI,N,3.22,2023
SI,N,7.65,2024
SI,N,20.2,2025
SK,C,5.4,2021
SK,C,5.735,2022
SK,C,6.07,2023
SK,C,8.08,2024
SK,C,15.83,2025
SK,D,6.63,2021
SK,D,8.305,2022
SK,D,9.98,2023
SK,D,13.07,2024
SK,D,13.22,2025
SK,E,2.66,2021
SK,E,2.395,2022
SK,E,2.13,2023
SK,E,5.38,2024
SK,E,8.33,2025
SK,F,2.12,2021
SK,F,3.1,2022
SK,F,4.08,2023
SK,F,6.31,2024
SK,F,8.59,2025
SK,G,4.88,2021
SK,G,5.92,2022
SK,G,6.96,2023
SK,G,11.65,2024
SK,G,19.26,2025
SK,H,6.23,2021
SK,H,4.775,2022
SK,H,3.32,2023
SK,H,8.22,2024
SK,H,15.78,2025
SK,I,1.25,2021
SK,I,1.78,2022
SK,I,2.31,2023
SK,I,3.77,2024
SK,I,9.82,2025
SK,J,18.19,2021
SK,J,19.905,2022
SK,J,21.62,2023
SK,J,29.19,2024
SK,J,50.25,2025
SK,L,0.76,2021
SK,L,3.6149999999999998,2022
SK,L,6.47,2023
SK,L,3.68,2024
SK,L,8.55,2025
SK,M,3.67,2021
SK,M,7.945,2022
SK,M,12.22,2023
SK,M,17.12,2024
SK,M,28.48,2025
SK,N,8.6,2021
SK,N,9.379999999999999,2022
SK,N,10.16,2023
SK,N,18.37,2024
SK,N,19.79,2025
