freq,size_emp,nace_r2,indic_is,unit,geo,num_2020,flag_2020,num_2022,flag_2022,num_2024,flag_2024
A,GE10,C10-C12,E_ITSP2,PC_ENT,EU27_2020,14.01,NaN,14.55,NaN,13.52,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,EU28,,NaN,,NaN,,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,FI,,u,,u,,u
A,GE10,C10-C12,E_ITSP2,PC_ENT,FR,11.86,NaN,12.04,b,8.47,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,HR,12.52,NaN,7.82,NaN,6.04,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,HU,21.31,NaN,27.27,NaN,19.8,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,IE,25.5,NaN,37.26,NaN,38.5,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,IS,7.3,NaN,,NaN,,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,IT,11.18,NaN,7.81,NaN,10.07,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,LT,15.64,NaN,21.38,NaN,17.46,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,LU,,u,,u,,u
A,GE10,C10-C12,E_ITSP2,PC_ENT,LV,17.64,NaN,20.42,NaN,15.35,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,ME,,u,7.14,NaN,16.36,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,MK,,NaN,,u,,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,MT,21.05,NaN,23.24,NaN,21.0,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,NL,18.56,NaN,24.64,NaN,25.58,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,NO,16.63,NaN,12.32,NaN,12.49,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,PL,22.87,NaN,26.45,NaN,20.22,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,PT,18.3,NaN,18.94,NaN,17.76,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,RO,13.2,NaN,6.42,NaN,8.3,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,RS,11.6,NaN,16.59,NaN,20.19,NaN
A,GE10,C10-C12,E_ITSP2,PC_ENT,SE,16.06,NaN,22.51,NaN,17.03,b
A,GE10,C10-C12,E_ITSP2,PC_ENT,SI,22.55,NaN,17.24,NaN,16.31,NaN
