freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD,num_2016,flag_2016,num_2020,flag_2020
A,GE10,C,P_CUSE,PC_EMP,AT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,BA,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,BE,57.93,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,BG,19.17,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,CY,32.96,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,CZ,46.41,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,DE,59.39,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,DK,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EA,54.1,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EE,35.98,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EL,40.33,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,ES,52.99,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EU15,55.47,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EU25,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EU27_2007,48.95,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EU27_2020,47.86,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,EU28,48.84,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,FI,74.75,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,FR,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,HR,37.9,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,HU,39.67,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,IE,57.45,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,IS,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,IT,47.04,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,LT,31.71,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,LU,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,LV,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,ME,38.49,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,MK,17.32,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,MT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,NL,58.83,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,NO,67.2,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,PL,33.49,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,PT,33.74,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,RO,22.33,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,RS,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,SE,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,SI,48.88,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,SK,39.06,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,TR,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP,UK,57.95,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,AT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,BE,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,BG,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,CY,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,CZ,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,DE,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,DK,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EA,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EE,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EL,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,ES,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EU15,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EU27_2007,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EU27_2020,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,EU28,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,FI,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,FR,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,HR,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,HU,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,IE,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,IT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,LT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,MK,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,MT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,NL,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,NO,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,PL,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,PT,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,RO,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,RS,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,SI,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,SK,,NaN,,NaN
A,GE10,C,P_CUSE,PC_EMP_CUSE2,UK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,AL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,AT,51.02,NaN,59.57,NaN
A,GE10,C,P_IUSE,PC_EMP,BA,,NaN,21.81,NaN
A,GE10,C,P_IUSE,PC_EMP,BE,47.42,NaN,,u
A,GE10,C,P_IUSE,PC_EMP,BG,16.27,NaN,21.06,NaN
A,GE10,C,P_IUSE,PC_EMP,CY,27.51,NaN,31.83,NaN
A,GE10,C,P_IUSE,PC_EMP,CZ,29.13,NaN,43.05,NaN
A,GE10,C,P_IUSE,PC_EMP,DE,50.73,NaN,55.06,NaN
A,GE10,C,P_IUSE,PC_EMP,DK,64.82,NaN,69.4,NaN
A,GE10,C,P_IUSE,PC_EMP,EA,46.89,NaN,53.02,NaN
A,GE10,C,P_IUSE,PC_EMP,EE,32.01,NaN,37.62,NaN
A,GE10,C,P_IUSE,PC_EMP,EL,33.82,NaN,38.81,NaN
A,GE10,C,P_IUSE,PC_EMP,ES,43.59,NaN,50.48,NaN
A,GE10,C,P_IUSE,PC_EMP,EU15,48.88,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,EU25,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,EU27_2007,42.98,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,EU27_2020,42.14,NaN,49.08,NaN
A,GE10,C,P_IUSE,PC_EMP,EU28,42.9,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,FI,65.02,NaN,75.6,NaN
A,GE10,C,P_IUSE,PC_EMP,FR,53.91,NaN,58.63,NaN
A,GE10,C,P_IUSE,PC_EMP,HR,32.92,NaN,35.4,NaN
A,GE10,C,P_IUSE,PC_EMP,HU,30.46,NaN,36.2,NaN
A,GE10,C,P_IUSE,PC_EMP,IE,55.61,NaN,56.46,NaN
A,GE10,C,P_IUSE,PC_EMP,IS,,NaN,100.0,NaN
A,GE10,C,P_IUSE,PC_EMP,IT,38.17,NaN,48.98,NaN
A,GE10,C,P_IUSE,PC_EMP,LT,28.0,NaN,38.79,NaN
A,GE10,C,P_IUSE,PC_EMP,LU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,LV,24.34,NaN,30.35,NaN
A,GE10,C,P_IUSE,PC_EMP,ME,33.82,NaN,30.43,NaN
A,GE10,C,P_IUSE,PC_EMP,MK,14.31,NaN,,u
A,GE10,C,P_IUSE,PC_EMP,MT,33.34,NaN,41.57,NaN
A,GE10,C,P_IUSE,PC_EMP,NL,53.12,NaN,60.39,NaN
A,GE10,C,P_IUSE,PC_EMP,NO,62.17,NaN,75.37,NaN
A,GE10,C,P_IUSE,PC_EMP,PL,28.34,NaN,37.6,NaN
A,GE10,C,P_IUSE,PC_EMP,PT,26.63,NaN,32.02,NaN
A,GE10,C,P_IUSE,PC_EMP,RO,18.66,NaN,24.31,NaN
A,GE10,C,P_IUSE,PC_EMP,RS,,NaN,33.58,NaN
A,GE10,C,P_IUSE,PC_EMP,SE,68.08,NaN,78.11,NaN
A,GE10,C,P_IUSE,PC_EMP,SI,42.26,NaN,47.07,NaN
A,GE10,C,P_IUSE,PC_EMP,SK,30.27,NaN,35.49,NaN
A,GE10,C,P_IUSE,PC_EMP,TR,22.21,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP,UK,51.29,NaN,54.75,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,AT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,BA,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,BE,81.86,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,BG,84.85,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,CY,83.46,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,CZ,62.76,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,DE,85.43,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,DK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EA,84.38,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EE,88.97,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EL,83.86,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,ES,82.25,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EU15,85.05,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EU25,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EU27_2007,83.54,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EU27_2020,82.91,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,EU28,83.56,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,FI,86.99,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,FR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,HR,86.86,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,HU,76.79,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,IE,96.8,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,IS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,IT,81.14,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,LT,88.3,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,LU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,LV,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,ME,87.87,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,MK,82.62,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,MT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,NL,90.29,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,NO,92.51,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,PL,84.64,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,PT,78.92,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,RO,83.57,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,RS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,SE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,SI,86.47,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,SK,77.51,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,TR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE,UK,88.5,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,AT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,BE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,BG,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,CY,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,CZ,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,DE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,DK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EA,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,ES,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EU15,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EU27_2007,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EU27_2020,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,EU28,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,FI,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,FR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,HR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,HU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,IE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,IS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,IT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,LT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,LU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,LV,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,MK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,MT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,NL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,NO,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,PL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,PT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,RO,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,RS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,SE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,SI,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,SK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,TR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_CUSE2,UK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,AT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,BE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,BG,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,CY,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,CZ,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,DE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,DK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EA,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,ES,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EU15,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EU27_2007,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EU27_2020,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,EU28,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,FI,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,FR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,HR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,HU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,IE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,IS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,IT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,LT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,LU,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,LV,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,MK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,MT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,NL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,NO,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,PL,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,PT,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,RO,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,RS,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,SE,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,SI,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,SK,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,TR,,NaN,,NaN
A,GE10,C,P_IUSE,PC_EMP_IACC,UK,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,AT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,BA,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,BE,,u,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,BG,20.49,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,CY,36.74,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,CZ,46.69,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,DE,59.73,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,DK,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EA,54.45,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EE,37.94,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EL,41.68,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,ES,52.06,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EU15,56.06,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EU25,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EU27_2007,49.64,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EU27_2020,48.35,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,EU28,49.53,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,FI,75.57,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,FR,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,HR,39.55,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,HU,41.02,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,IE,59.34,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,IS,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,IT,47.27,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,LT,33.69,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,LU,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,LV,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,ME,52.84,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,MK,19.23,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,MT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,NL,60.78,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,NO,69.12,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,PL,34.99,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,PT,34.89,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,RO,23.82,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,RS,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,SE,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,SI,49.81,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,SK,40.4,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,TR,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP,UK,60.21,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,AT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,BE,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,BG,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,CY,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,CZ,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,DE,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,DK,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EA,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EE,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EL,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,ES,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EU15,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EU27_2007,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EU27_2020,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,EU28,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,FI,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,FR,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,HR,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,HU,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,IE,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,IT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,LT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,MK,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,MT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,NL,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,NO,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,PL,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,PT,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,RO,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,RS,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,SI,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,SK,,NaN,,NaN
A,GE10,C-E,P_CUSE,PC_EMP_CUSE2,UK,,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,AL,,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,AT,52.49,NaN,60.99,NaN
A,GE10,C-E,P_IUSE,PC_EMP,BA,,NaN,24.44,NaN
A,GE10,C-E,P_IUSE,PC_EMP,BE,,u,,u
A,GE10,C-E,P_IUSE,PC_EMP,BG,16.78,NaN,22.26,NaN
A,GE10,C-E,P_IUSE,PC_EMP,CY,29.25,NaN,34.99,NaN
A,GE10,C-E,P_IUSE,PC_EMP,CZ,30.05,NaN,44.12,NaN
A,GE10,C-E,P_IUSE,PC_EMP,DE,51.39,NaN,56.03,NaN
A,GE10,C-E,P_IUSE,PC_EMP,DK,65.1,NaN,70.07,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EA,47.8,NaN,54.2,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EE,34.08,NaN,39.68,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EL,34.49,NaN,,u
A,GE10,C-E,P_IUSE,PC_EMP,ES,43.58,NaN,50.77,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EU15,49.91,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EU25,,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EU27_2007,44.06,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EU27_2020,43.1,NaN,50.26,NaN
A,GE10,C-E,P_IUSE,PC_EMP,EU28,43.98,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,FI,66.29,NaN,76.87,NaN
A,GE10,C-E,P_IUSE,PC_EMP,FR,55.23,NaN,60.48,NaN
A,GE10,C-E,P_IUSE,PC_EMP,HR,34.98,NaN,38.28,NaN
A,GE10,C-E,P_IUSE,PC_EMP,HU,31.76,NaN,37.62,NaN
A,GE10,C-E,P_IUSE,PC_EMP,IE,57.52,NaN,58.06,NaN
A,GE10,C-E,P_IUSE,PC_EMP,IS,,NaN,100.0,NaN
A,GE10,C-E,P_IUSE,PC_EMP,IT,38.93,NaN,50.09,NaN
A,GE10,C-E,P_IUSE,PC_EMP,LT,29.83,NaN,40.9,NaN
A,GE10,C-E,P_IUSE,PC_EMP,LU,46.49,NaN,55.09,NaN
A,GE10,C-E,P_IUSE,PC_EMP,LV,27.58,NaN,33.65,NaN
A,GE10,C-E,P_IUSE,PC_EMP,ME,39.91,NaN,38.38,NaN
A,GE10,C-E,P_IUSE,PC_EMP,MK,16.22,NaN,,NaN
A,GE10,C-E,P_IUSE,PC_EMP,MT,,u,,u
A,GE10,C-E,P_IUSE,PC_EMP,NL,54.81,NaN,61.6,NaN
A,GE10,C-E,P_IUSE,PC_EMP,NO,64.56,NaN,77.53,NaN
A,GE10,C-E,P_IUSE,PC_EMP,PL,29.94,NaN,39.24,NaN
A,GE10,C-E,P_IUSE,PC_EMP,PT,28.09,NaN,33.71,NaN
A,GE10,C-E,P_IUSE,PC_EMP,RO,20.07,NaN,25.7,NaN
