freq,age,sex,nace_r2,isco08,unit,geo,num_2020,flag_2020,num_2021,flag_2021,num_2022,flag_2022,num_2023,flag_2023,num_2024,flag_2024
A,Y20-64,F,A,NRP,THS_PER,CH,,u,,bu,,u,,u,1.2,u
A,Y20-64,F,A,NRP,THS_PER,DE,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,DK,,NaN,,bu,,NaN,,bu,,u
A,Y20-64,F,A,NRP,THS_PER,EA20,,u,,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,EU27_2020,,u,,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,FI,,NaN,,NaN,,NaN,,u,,NaN
A,Y20-64,F,A,NRP,THS_PER,FR,,u,,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,HR,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,IE,,NaN,,bu,,NaN,,NaN,,u
A,Y20-64,F,A,NRP,THS_PER,IS,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,IT,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,LU,,NaN,,NaN,,u,,u,,NaN
A,Y20-64,F,A,NRP,THS_PER,LV,,NaN,,bu,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,NL,,u,1.8,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,NO,,NaN,,NaN,,u,,u,,NaN
A,Y20-64,F,A,NRP,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,NRP,THS_PER,RS,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,SE,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,SI,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,NRP,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,CY,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,EA20,,NaN,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,EU27_2020,,u,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,FR,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,NO,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,PL,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,SI,,NaN,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC0,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,AT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,BA,,NaN,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,BE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,BG,,u,,bu,,u,,u,,bu
A,Y20-64,F,A,OC1,THS_PER,CH,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,CZ,,u,1.2,bu,1.0,u,0.9,u,0.6,u
A,Y20-64,F,A,OC1,THS_PER,DE,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,DK,,NaN,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,EA20,,u,20.4,bu,21.6,u,30.8,NaN,27.9,NaN
A,Y20-64,F,A,OC1,THS_PER,EE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,EL,,u,,NaN,,u,,u,,NaN
A,Y20-64,F,A,OC1,THS_PER,ES,4.6,u,4.1,bdu,5.5,d,6.6,d,7.2,d
A,Y20-64,F,A,OC1,THS_PER,EU27_2020,,u,28.3,b,30.4,NaN,42.3,NaN,38.3,NaN
A,Y20-64,F,A,OC1,THS_PER,FI,,u,,bu,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,FR,,u,5.4,bdu,7.2,du,12.6,d,9.8,du
A,Y20-64,F,A,OC1,THS_PER,HR,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,HU,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,IE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,IS,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,IT,,u,,bu,,u,,u,1.8,u
A,Y20-64,F,A,OC1,THS_PER,LT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,LU,,NaN,,NaN,,u,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,LV,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,ME,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,MK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,MT,,NaN,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC1,THS_PER,NL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,PT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,RO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,RS,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,SE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,SI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,SK,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC1,THS_PER,TR,0.6,u,1.3,bu,0.9,u,1.1,u,,u
A,Y20-64,F,A,OC1,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC2,THS_PER,AT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,BA,,NaN,1.6,bu,1.3,u,0.8,u,,u
A,Y20-64,F,A,OC2,THS_PER,BE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,BG,,u,,bu,,u,,u,3.4,bu
A,Y20-64,F,A,OC2,THS_PER,CH,,u,1.1,bu,,u,,u,2.0,u
A,Y20-64,F,A,OC2,THS_PER,CY,,u,,NaN,,u,,u,,NaN
A,Y20-64,F,A,OC2,THS_PER,CZ,2.4,u,1.3,bu,1.2,u,1.6,u,3.2,NaN
A,Y20-64,F,A,OC2,THS_PER,DE,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,DK,,u,,bu,,u,,bu,,u
A,Y20-64,F,A,OC2,THS_PER,EA20,25.8,u,31.6,b,30.1,NaN,28.3,NaN,32.7,NaN
A,Y20-64,F,A,OC2,THS_PER,EE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,EL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,ES,2.5,u,1.3,bdu,1.5,du,2.2,du,2.3,du
A,Y20-64,F,A,OC2,THS_PER,EU27_2020,45.3,NaN,50.8,b,50.1,NaN,47.9,NaN,51.3,NaN
A,Y20-64,F,A,OC2,THS_PER,FI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,FR,,u,,bu,,u,,u,6.7,du
A,Y20-64,F,A,OC2,THS_PER,HR,,u,1.0,bu,,u,1.2,u,1.3,u
A,Y20-64,F,A,OC2,THS_PER,HU,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,IE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,IS,,NaN,,bu,,u,,NaN,,u
A,Y20-64,F,A,OC2,THS_PER,IT,,u,2.3,bu,3.2,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,LT,,u,,bu,1.3,u,1.1,u,,u
A,Y20-64,F,A,OC2,THS_PER,LU,,NaN,,NaN,,u,,u,,NaN
A,Y20-64,F,A,OC2,THS_PER,LV,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,ME,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC2,THS_PER,MK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC2,THS_PER,MT,,NaN,,bu,,u,,u,,NaN
A,Y20-64,F,A,OC2,THS_PER,NL,1.9,u,4.1,b,3.9,NaN,3.7,NaN,3.3,NaN
A,Y20-64,F,A,OC2,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,PT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,RO,,u,,bu,7.1,u,7.7,u,,u
A,Y20-64,F,A,OC2,THS_PER,RS,,u,1.4,bu,,u,1.7,u,,u
A,Y20-64,F,A,OC2,THS_PER,SE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,SI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,SK,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC2,THS_PER,TR,1.6,u,3.6,b,1.8,u,2.3,NaN,2.5,u
A,Y20-64,F,A,OC2,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC3,THS_PER,AT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,BA,,NaN,1.4,bu,1.2,u,1.0,u,1.2,u
A,Y20-64,F,A,OC3,THS_PER,BE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,BG,,u,,bu,,u,,u,,bu
A,Y20-64,F,A,OC3,THS_PER,CH,,u,1.3,bu,,u,,u,1.0,u
A,Y20-64,F,A,OC3,THS_PER,CY,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC3,THS_PER,CZ,3.2,NaN,2.3,bu,2.2,u,3.7,NaN,6.2,NaN
A,Y20-64,F,A,OC3,THS_PER,DE,,bu,13.5,bu,12.2,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,DK,,u,,bu,,u,,bu,,u
A,Y20-64,F,A,OC3,THS_PER,EA20,50.9,NaN,44.2,b,50.3,NaN,46.6,NaN,48.5,NaN
A,Y20-64,F,A,OC3,THS_PER,EE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,EL,,u,,NaN,,u,,u,,NaN
A,Y20-64,F,A,OC3,THS_PER,ES,4.4,u,3.9,bdu,5.0,d,4.1,du,7.2,d
A,Y20-64,F,A,OC3,THS_PER,EU27_2020,77.5,NaN,70.0,b,73.0,NaN,69.7,NaN,72.4,NaN
A,Y20-64,F,A,OC3,THS_PER,FI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,FR,18.9,NaN,9.1,bdu,12.6,d,9.8,du,11.6,d
A,Y20-64,F,A,OC3,THS_PER,HR,,u,1.1,bu,1.0,u,,u,1.2,u
A,Y20-64,F,A,OC3,THS_PER,HU,4.7,u,2.8,bu,3.6,u,3.1,u,2.9,u
A,Y20-64,F,A,OC3,THS_PER,IE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,IS,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,IT,4.9,NaN,3.7,b,5.9,NaN,5.6,NaN,6.0,NaN
A,Y20-64,F,A,OC3,THS_PER,LT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,LU,,u,,bu,,NaN,,u,,NaN
A,Y20-64,F,A,OC3,THS_PER,LV,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,ME,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC3,THS_PER,MK,0.5,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC3,THS_PER,MT,,u,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC3,THS_PER,NL,4.6,NaN,4.5,b,4.9,NaN,6.3,NaN,5.6,NaN
A,Y20-64,F,A,OC3,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,PL,10.3,u,11.8,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,PT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,RO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,RS,1.8,u,,bu,1.8,u,2.1,u,2.3,u
A,Y20-64,F,A,OC3,THS_PER,SE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,SI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,SK,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC3,THS_PER,TR,1.1,u,1.8,bu,1.0,u,1.2,u,,u
A,Y20-64,F,A,OC3,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC4,THS_PER,AT,3.5,u,,bu,,u,3.2,u,,u
A,Y20-64,F,A,OC4,THS_PER,BA,,NaN,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,BE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,BG,4.1,u,3.4,bu,3.4,u,,u,,bu
A,Y20-64,F,A,OC4,THS_PER,CH,1.7,u,1.4,bu,2.2,u,2.6,u,1.4,u
A,Y20-64,F,A,OC4,THS_PER,CY,,u,,bu,0.6,u,0.5,u,,u
A,Y20-64,F,A,OC4,THS_PER,CZ,6.3,NaN,6.8,b,7.0,NaN,6.5,NaN,4.7,NaN
A,Y20-64,F,A,OC4,THS_PER,DE,,bu,17.2,bu,20.7,u,18.4,u,18.8,u
A,Y20-64,F,A,OC4,THS_PER,DK,,u,,bu,,u,,bu,,u
A,Y20-64,F,A,OC4,THS_PER,EA20,57.3,NaN,75.6,b,86.4,NaN,72.9,NaN,68.8,NaN
A,Y20-64,F,A,OC4,THS_PER,EE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,EL,,u,,bu,1.4,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,ES,7.7,NaN,9.9,bd,9.3,d,9.3,d,10.5,d
A,Y20-64,F,A,OC4,THS_PER,EU27_2020,79.6,NaN,99.8,b,110.0,NaN,96.5,NaN,90.7,NaN
A,Y20-64,F,A,OC4,THS_PER,FI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,FR,,u,9.4,bdu,13.1,d,11.4,d,12.2,d
A,Y20-64,F,A,OC4,THS_PER,HR,1.7,u,1.5,bu,1.1,u,1.3,u,1.7,u
A,Y20-64,F,A,OC4,THS_PER,HU,5.8,NaN,8.3,b,7.2,NaN,8.8,NaN,9.1,NaN
A,Y20-64,F,A,OC4,THS_PER,IE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,IS,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,IT,8.4,NaN,14.6,b,16.2,NaN,12.8,NaN,10.5,NaN
A,Y20-64,F,A,OC4,THS_PER,LT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,LU,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,LV,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,ME,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC4,THS_PER,MK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC4,THS_PER,MT,,u,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC4,THS_PER,NL,4.5,NaN,8.9,b,7.2,NaN,5.1,NaN,4.0,NaN
A,Y20-64,F,A,OC4,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,PT,,u,,bu,3.7,u,3.7,u,,u
A,Y20-64,F,A,OC4,THS_PER,RO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,RS,,u,1.6,bu,2.3,u,,u,1.3,u
A,Y20-64,F,A,OC4,THS_PER,SE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,SI,,NaN,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,SK,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC4,THS_PER,TR,2.1,u,3.1,b,2.3,u,5.2,NaN,4.1,u
A,Y20-64,F,A,OC4,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC5,THS_PER,AT,,u,,bu,3.5,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,BA,,NaN,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,BE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,BG,,u,,bu,,u,,u,,bu
A,Y20-64,F,A,OC5,THS_PER,CH,1.9,u,1.4,bu,,u,1.7,u,2.0,u
A,Y20-64,F,A,OC5,THS_PER,CY,,NaN,,NaN,,NaN,,NaN,,u
A,Y20-64,F,A,OC5,THS_PER,CZ,1.0,u,2.0,bu,2.8,u,1.6,u,2.3,u
A,Y20-64,F,A,OC5,THS_PER,DE,,bu,19.0,bu,15.4,u,14.2,u,15.7,u
A,Y20-64,F,A,OC5,THS_PER,DK,,u,,bu,,u,,bu,,u
A,Y20-64,F,A,OC5,THS_PER,EA20,33.9,u,45.1,b,49.2,NaN,41.7,NaN,37.9,NaN
A,Y20-64,F,A,OC5,THS_PER,EE,,u,,bu,,u,,u,,NaN
A,Y20-64,F,A,OC5,THS_PER,EL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,ES,1.6,u,1.5,bdu,2.8,du,2.2,du,,u
A,Y20-64,F,A,OC5,THS_PER,EU27_2020,45.3,NaN,51.9,b,56.7,NaN,46.4,NaN,42.8,NaN
A,Y20-64,F,A,OC5,THS_PER,FI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,FR,5.4,u,6.4,bdu,9.9,du,7.5,du,5.4,du
A,Y20-64,F,A,OC5,THS_PER,HR,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,HU,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,IE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,IS,,NaN,,NaN,,NaN,,u,,NaN
A,Y20-64,F,A,OC5,THS_PER,IT,2.0,u,3.5,bu,3.5,NaN,2.3,u,1.5,u
A,Y20-64,F,A,OC5,THS_PER,LT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,LU,,NaN,,NaN,,NaN,,u,,u
A,Y20-64,F,A,OC5,THS_PER,LV,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,ME,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC5,THS_PER,MK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC5,THS_PER,MT,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC5,THS_PER,NL,3.4,NaN,7.7,b,7.7,NaN,5.8,NaN,5.3,NaN
A,Y20-64,F,A,OC5,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,PT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,RO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,RS,,NaN,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,SE,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,SI,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,SK,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC5,THS_PER,TR,2.4,u,2.6,b,3.9,NaN,3.0,NaN,3.0,u
A,Y20-64,F,A,OC5,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC6,THS_PER,AT,52.0,NaN,48.1,b,45.6,NaN,35.6,NaN,34.3,NaN
A,Y20-64,F,A,OC6,THS_PER,BA,,NaN,24.6,b,13.7,NaN,15.0,NaN,14.2,NaN
A,Y20-64,F,A,OC6,THS_PER,BE,7.5,NaN,5.9,b,6.4,NaN,8.9,NaN,9.0,NaN
A,Y20-64,F,A,OC6,THS_PER,BG,29.3,NaN,28.6,b,27.9,NaN,23.1,NaN,16.6,b
A,Y20-64,F,A,OC6,THS_PER,CH,21.8,NaN,15.0,b,12.0,NaN,12.0,NaN,12.1,NaN
A,Y20-64,F,A,OC6,THS_PER,CY,1.1,u,1.0,bu,,u,,u,,u
A,Y20-64,F,A,OC6,THS_PER,CZ,15.9,NaN,15.4,b,15.2,NaN,18.2,NaN,16.1,NaN
A,Y20-64,F,A,OC6,THS_PER,DE,48.0,b,62.1,b,66.5,NaN,58.1,NaN,49.4,NaN
A,Y20-64,F,A,OC6,THS_PER,DK,3.1,u,3.9,bu,3.3,u,4.4,b,2.6,u
A,Y20-64,F,A,OC6,THS_PER,EA20,668.5,NaN,662.2,b,666.1,NaN,654.3,NaN,616.5,NaN
A,Y20-64,F,A,OC6,THS_PER,EE,1.8,u,1.5,bu,2.1,u,,u,,u
A,Y20-64,F,A,OC6,THS_PER,EL,134.8,NaN,141.6,b,137.7,NaN,142.9,NaN,144.3,NaN
A,Y20-64,F,A,OC6,THS_PER,ES,65.7,NaN,76.9,bd,75.4,d,71.3,d,71.8,d
A,Y20-64,F,A,OC6,THS_PER,EU27_2020,1813.5,NaN,1408.9,b,1402.1,NaN,1359.2,NaN,1229.8,NaN
A,Y20-64,F,A,OC6,THS_PER,FI,16.4,NaN,16.2,b,15.8,NaN,12.8,NaN,13.2,NaN
A,Y20-64,F,A,OC6,THS_PER,FR,128.0,NaN,126.4,bd,132.9,d,140.1,d,118.8,d
A,Y20-64,F,A,OC6,THS_PER,HR,18.7,NaN,19.0,b,14.6,NaN,10.1,NaN,10.2,NaN
A,Y20-64,F,A,OC6,THS_PER,HU,25.5,NaN,25.0,b,24.5,NaN,23.8,NaN,23.2,NaN
A,Y20-64,F,A,OC6,THS_PER,IE,,u,,bu,,u,5.1,u,,u
A,Y20-64,F,A,OC6,THS_PER,IS,0.8,b,0.6,b,0.7,NaN,0.6,NaN,0.7,NaN
A,Y20-64,F,A,OC6,THS_PER,IT,103.0,NaN,90.3,b,93.3,NaN,94.4,NaN,88.4,NaN
A,Y20-64,F,A,OC6,THS_PER,LT,15.7,NaN,14.7,b,15.4,NaN,11.3,NaN,12.1,NaN
A,Y20-64,F,A,OC6,THS_PER,LU,,u,0.5,bu,0.7,u,,u,,u
A,Y20-64,F,A,OC6,THS_PER,LV,6.9,NaN,6.6,b,8.9,NaN,7.7,NaN,7.9,NaN
A,Y20-64,F,A,OC6,THS_PER,ME,3.2,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC6,THS_PER,MK,15.9,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC6,THS_PER,MT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC6,THS_PER,NL,16.3,NaN,16.3,b,13.9,NaN,19.6,NaN,18.1,NaN
A,Y20-64,F,A,OC6,THS_PER,NO,6.7,u,7.5,bu,5.9,u,7.7,u,7.8,u
A,Y20-64,F,A,OC6,THS_PER,PL,539.1,NaN,478.5,b,474.5,NaN,433.0,NaN,358.2,NaN
A,Y20-64,F,A,OC6,THS_PER,PT,36.6,NaN,18.4,b,19.5,NaN,20.5,NaN,21.7,NaN
A,Y20-64,F,A,OC6,THS_PER,RO,523.9,NaN,185.6,b,181.3,NaN,193.6,NaN,186.2,NaN
A,Y20-64,F,A,OC6,THS_PER,RS,108.2,NaN,99.2,b,103.8,NaN,95.9,NaN,92.9,NaN
A,Y20-64,F,A,OC6,THS_PER,SE,8.3,NaN,9.6,b,9.4,NaN,8.8,NaN,10.3,NaN
A,Y20-64,F,A,OC6,THS_PER,SI,8.5,NaN,9.1,b,8.7,NaN,7.7,NaN,7.7,NaN
A,Y20-64,F,A,OC6,THS_PER,SK,3.1,u,,bu,,u,5.3,u,,u
A,Y20-64,F,A,OC6,THS_PER,TR,1076.4,NaN,1087.2,b,1060.3,NaN,1009.5,NaN,1059.3,NaN
A,Y20-64,F,A,OC6,THS_PER,UK,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC7,THS_PER,AT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,BA,,NaN,0.9,bu,1.2,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,BE,,NaN,,NaN,,NaN,,NaN,,u
A,Y20-64,F,A,OC7,THS_PER,BG,,u,,bu,,u,,u,,bu
A,Y20-64,F,A,OC7,THS_PER,CH,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,CY,,NaN,,NaN,,NaN,,u,,u
A,Y20-64,F,A,OC7,THS_PER,CZ,,u,,bu,,u,,NaN,,u
A,Y20-64,F,A,OC7,THS_PER,DE,,bu,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,DK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC7,THS_PER,EA20,,u,15.7,bu,15.9,u,12.6,u,12.7,u
A,Y20-64,F,A,OC7,THS_PER,EE,,NaN,,NaN,,u,,u,,NaN
A,Y20-64,F,A,OC7,THS_PER,EL,,u,,bu,,NaN,,u,,u
A,Y20-64,F,A,OC7,THS_PER,ES,3.4,u,3.5,bdu,2.5,du,1.7,du,2.7,du
A,Y20-64,F,A,OC7,THS_PER,EU27_2020,,u,17.4,bu,18.7,u,16.3,u,16.1,u
A,Y20-64,F,A,OC7,THS_PER,FI,,NaN,,bu,,NaN,,u,,u
A,Y20-64,F,A,OC7,THS_PER,FR,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,HR,,u,,bu,,NaN,,u,,u
A,Y20-64,F,A,OC7,THS_PER,HU,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,IE,,u,,bu,,u,,NaN,,NaN
A,Y20-64,F,A,OC7,THS_PER,IS,,bu,,bu,,NaN,,u,,u
A,Y20-64,F,A,OC7,THS_PER,IT,3.6,NaN,2.5,bu,3.1,u,2.3,u,2.1,u
A,Y20-64,F,A,OC7,THS_PER,LT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,LU,,NaN,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC7,THS_PER,LV,,u,,bu,,u,,NaN,,u
A,Y20-64,F,A,OC7,THS_PER,MK,,u,,NaN,,NaN,,NaN,,NaN
A,Y20-64,F,A,OC7,THS_PER,NL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,NO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,PL,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,PT,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,RO,,u,,bu,,u,,u,,u
A,Y20-64,F,A,OC7,THS_PER,RS,,u,,bu,,u,,u,,u
