freq,nace_r2,indic_sb,size_emp,geo,num_2016,flag_2016,num_2020,flag_2020
A,B07,V16120,GE250,LV,,NaN,,NaN
A,B07,V16120,GE250,MT,,NaN,,NaN
A,B07,V16120,GE250,PL,,NaN,,NaN
A,B07,V16120,TOTAL,ES,,NaN,,NaN
A,B07,V16120,TOTAL,FR,,NaN,,NaN
A,B07,V16120,TOTAL,IT,,NaN,,NaN
A,B07,V16120,TOTAL,LU,,NaN,,NaN
A,B07,V16120,TOTAL,LV,,NaN,,NaN
A,B07,V16120,TOTAL,MT,,NaN,,NaN
A,B07,V16120,TOTAL,PL,,NaN,,NaN
A,B07,V16130,0-9,ES,,NaN,,NaN
A,B07,V16130,0-9,FR,,NaN,,NaN
A,B07,V16130,0-9,IT,,NaN,,NaN
A,B07,V16130,0-9,LU,,NaN,,NaN
A,B07,V16130,0-9,LV,,NaN,,NaN
A,B07,V16130,0-9,MK,,NaN,,NaN
A,B07,V16130,0-9,MT,,NaN,,NaN
A,B07,V16130,0-9,PL,,NaN,,NaN
A,B07,V16130,10-19,ES,,NaN,,NaN
A,B07,V16130,10-19,FR,,NaN,,NaN
A,B07,V16130,10-19,IT,,NaN,,NaN
A,B07,V16130,10-19,LU,,NaN,,NaN
A,B07,V16130,10-19,LV,,NaN,,NaN
A,B07,V16130,10-19,MK,,NaN,,NaN
A,B07,V16130,10-19,MT,,NaN,,NaN
A,B07,V16130,10-19,PL,,NaN,,NaN
A,B07,V16130,20-49,ES,,NaN,,NaN
A,B07,V16130,20-49,FR,,NaN,,NaN
A,B07,V16130,20-49,IT,,NaN,,NaN
A,B07,V16130,20-49,LU,,NaN,,NaN
A,B07,V16130,20-49,LV,,NaN,,NaN
A,B07,V16130,20-49,MK,,NaN,,NaN
A,B07,V16130,20-49,MT,,NaN,,NaN
A,B07,V16130,20-49,PL,,NaN,,NaN
A,B07,V16130,50-249,ES,,NaN,,NaN
A,B07,V16130,50-249,FR,,NaN,,NaN
A,B07,V16130,50-249,IT,,NaN,,NaN
A,B07,V16130,50-249,LU,,NaN,,NaN
A,B07,V16130,50-249,LV,,NaN,,NaN
A,B07,V16130,50-249,MK,,NaN,,NaN
A,B07,V16130,50-249,MT,,NaN,,NaN
A,B07,V16130,50-249,PL,,NaN,,NaN
A,B07,V16130,GE250,ES,,NaN,,NaN
A,B07,V16130,GE250,FR,,NaN,,NaN
A,B07,V16130,GE250,IT,,NaN,,NaN
A,B07,V16130,GE250,LU,,NaN,,NaN
A,B07,V16130,GE250,LV,,NaN,,NaN
A,B07,V16130,GE250,MK,,NaN,,NaN
A,B07,V16130,GE250,MT,,NaN,,NaN
A,B07,V16130,GE250,PL,,NaN,,NaN
A,B07,V16130,TOTAL,ES,,NaN,,NaN
A,B07,V16130,TOTAL,FR,,NaN,,NaN
A,B07,V16130,TOTAL,IT,,NaN,,NaN
A,B07,V16130,TOTAL,LU,,NaN,,NaN
A,B07,V16130,TOTAL,LV,,NaN,,NaN
A,B07,V16130,TOTAL,MK,,NaN,,NaN
A,B07,V16130,TOTAL,MT,,NaN,,NaN
A,B07,V16130,TOTAL,PL,,NaN,,NaN
A,B07,V16150,0-9,ES,,NaN,,NaN
A,B07,V16150,0-9,IT,,NaN,,NaN
A,B07,V16150,0-9,LU,,NaN,,NaN
A,B07,V16150,0-9,LV,,NaN,,NaN
A,B07,V16150,0-9,MT,,NaN,,NaN
A,B07,V16150,0-9,PL,,NaN,,NaN
A,B07,V16150,10-19,ES,,NaN,,NaN
A,B07,V16150,10-19,IT,,NaN,,NaN
A,B07,V16150,10-19,LU,,NaN,,NaN
A,B07,V16150,10-19,LV,,NaN,,NaN
A,B07,V16150,10-19,MT,,NaN,,NaN
A,B07,V16150,10-19,PL,,NaN,,NaN
A,B07,V16150,20-49,ES,,NaN,,NaN
A,B07,V16150,20-49,IT,,NaN,,NaN
A,B07,V16150,20-49,LU,,NaN,,NaN
A,B07,V16150,20-49,LV,,NaN,,NaN
A,B07,V16150,20-49,MT,,NaN,,NaN
A,B07,V16150,20-49,PL,,NaN,,NaN
A,B07,V16150,50-249,ES,,NaN,,NaN
A,B07,V16150,50-249,IT,,NaN,,NaN
A,B07,V16150,50-249,LU,,NaN,,NaN
A,B07,V16150,50-249,LV,,NaN,,NaN
A,B07,V16150,50-249,MT,,NaN,,NaN
A,B07,V16150,50-249,PL,,NaN,,NaN
A,B07,V16150,GE250,ES,,NaN,,NaN
A,B07,V16150,GE250,IT,,NaN,,NaN
A,B07,V16150,GE250,LU,,NaN,,NaN
A,B07,V16150,GE250,LV,,NaN,,NaN
A,B07,V16150,GE250,MT,,NaN,,NaN
A,B07,V16150,GE250,PL,,NaN,,NaN
A,B07,V16150,TOTAL,ES,,NaN,,NaN
A,B07,V16150,TOTAL,IT,,NaN,,NaN
A,B07,V16150,TOTAL,LU,,NaN,,NaN
A,B07,V16150,TOTAL,LV,,NaN,,NaN
A,B07,V16150,TOTAL,MT,,NaN,,NaN
A,B07,V16150,TOTAL,PL,,NaN,,NaN
A,B07,V91100,0-9,AL,,NaN,22.3,NaN
A,B07,V91100,0-9,AT,,NaN,,NaN
A,B07,V91100,0-9,BA,,NaN,82.6,NaN
A,B07,V91100,0-9,BG,,NaN,11.5,NaN
A,B07,V91100,0-9,DE,,NaN,,NaN
A,B07,V91100,0-9,EL,,NaN,,NaN
A,B07,V91100,0-9,ES,76.7,NaN,74.5,NaN
A,B07,V91100,0-9,EU27_2020,,NaN,,NaN
A,B07,V91100,0-9,FI,,NaN,,NaN
A,B07,V91100,0-9,FR,,NaN,,NaN
A,B07,V91100,0-9,HU,82.2,NaN,,NaN
A,B07,V91100,0-9,IE,170.8,NaN,163.6,NaN
A,B07,V91100,0-9,IS,,NaN,12.4,p
A,B07,V91100,0-9,IT,,NaN,,NaN
A,B07,V91100,0-9,MK,,NaN,,NaN
A,B07,V91100,0-9,NO,,NaN,,NaN
A,B07,V91100,0-9,PL,,NaN,,NaN
A,B07,V91100,0-9,PT,,NaN,3.7,NaN
A,B07,V91100,0-9,RO,8.9,NaN,14.3,NaN
A,B07,V91100,0-9,RS,8.0,p,1.1,NaN
A,B07,V91100,0-9,SE,,NaN,76.0,NaN
A,B07,V91100,0-9,SI,,NaN,,NaN
A,B07,V91100,0-9,UK,,NaN,,NaN
A,B07,V91100,10-19,AL,,NaN,18.0,NaN
A,B07,V91100,10-19,BA,,NaN,,NaN
A,B07,V91100,10-19,BG,,NaN,,NaN
A,B07,V91100,10-19,ES,270.5,NaN,343.6,NaN
A,B07,V91100,10-19,EU27_2020,,NaN,,NaN
A,B07,V91100,10-19,FI,,NaN,,NaN
A,B07,V91100,10-19,FR,,NaN,,NaN
A,B07,V91100,10-19,IE,,NaN,,NaN
A,B07,V91100,10-19,IT,,NaN,,NaN
A,B07,V91100,10-19,MK,,NaN,,NaN
A,B07,V91100,10-19,NO,,NaN,,NaN
A,B07,V91100,10-19,PL,,NaN,,NaN
A,B07,V91100,10-19,PT,,NaN,,NaN
A,B07,V91100,10-19,RO,9.0,NaN,0.4,NaN
A,B07,V91100,10-19,SE,,NaN,,NaN
A,B07,V91100,10-19,SK,,NaN,,NaN
A,B07,V91100,10-19,UK,,NaN,,NaN
A,B07,V91100,20-49,AL,,NaN,43.7,NaN
A,B07,V91100,20-49,BA,,NaN,47.3,NaN
A,B07,V91100,20-49,DE,,NaN,,NaN
A,B07,V91100,20-49,EL,,NaN,,NaN
A,B07,V91100,20-49,ES,133.0,NaN,175.1,NaN
A,B07,V91100,20-49,EU27_2020,,NaN,,NaN
A,B07,V91100,20-49,FI,,NaN,603.9,NaN
A,B07,V91100,20-49,FR,,NaN,168.3,NaN
A,B07,V91100,20-49,HU,,NaN,,NaN
A,B07,V91100,20-49,IE,,NaN,,NaN
A,B07,V91100,20-49,IT,,NaN,,NaN
A,B07,V91100,20-49,MK,,NaN,,NaN
A,B07,V91100,20-49,NO,,NaN,,NaN
A,B07,V91100,20-49,PL,,NaN,,NaN
A,B07,V91100,20-49,PT,,NaN,,NaN
A,B07,V91100,20-49,RO,13.7,NaN,14.6,NaN
A,B07,V91100,20-49,SE,,NaN,,NaN
A,B07,V91100,20-49,SK,,NaN,,NaN
A,B07,V91100,50-249,AL,,NaN,26.3,NaN
A,B07,V91100,50-249,AT,,NaN,,NaN
A,B07,V91100,50-249,BA,,NaN,,NaN
A,B07,V91100,50-249,BG,,NaN,,NaN
A,B07,V91100,50-249,DE,,NaN,,NaN
A,B07,V91100,50-249,EL,,NaN,,NaN
A,B07,V91100,50-249,ES,,NaN,,NaN
A,B07,V91100,50-249,EU27_2020,,NaN,160.9,e
A,B07,V91100,50-249,FI,366.0,NaN,,NaN
A,B07,V91100,50-249,FR,,NaN,149.9,NaN
A,B07,V91100,50-249,HU,,NaN,,NaN
A,B07,V91100,50-249,IE,,NaN,,NaN
A,B07,V91100,50-249,MK,,NaN,,NaN
A,B07,V91100,50-249,NO,,NaN,,NaN
A,B07,V91100,50-249,PL,,NaN,,NaN
A,B07,V91100,50-249,PT,,NaN,,NaN
A,B07,V91100,50-249,RO,19.3,NaN,9.8,NaN
A,B07,V91100,50-249,RS,,NaN,,NaN
A,B07,V91100,50-249,SE,,NaN,,NaN
A,B07,V91100,50-249,SK,,NaN,,NaN
A,B07,V91100,50-249,UK,,NaN,,NaN
A,B07,V91100,GE250,AL,,NaN,38.0,NaN
A,B07,V91100,GE250,BA,,NaN,,NaN
A,B07,V91100,GE250,BG,105.9,NaN,,NaN
A,B07,V91100,GE250,CZ,,NaN,,NaN
A,B07,V91100,GE250,EL,,NaN,,NaN
A,B07,V91100,GE250,ES,,NaN,,NaN
A,B07,V91100,GE250,EU27_2020,,NaN,229.5,e
A,B07,V91100,GE250,FI,,NaN,486.0,NaN
A,B07,V91100,GE250,IE,,NaN,,NaN
A,B07,V91100,GE250,MK,,NaN,,NaN
A,B07,V91100,GE250,NO,,NaN,,NaN
A,B07,V91100,GE250,PL,,NaN,,NaN
A,B07,V91100,GE250,PT,,NaN,,NaN
A,B07,V91100,GE250,RO,17.8,NaN,50.4,NaN
A,B07,V91100,GE250,RS,,NaN,,NaN
A,B07,V91100,GE250,SE,,NaN,,NaN
A,B07,V91100,TOTAL,AL,,NaN,31.1,NaN
A,B07,V91100,TOTAL,AT,,NaN,,NaN
A,B07,V91100,TOTAL,BA,36.6,e,43.1,NaN
A,B07,V91100,TOTAL,BG,102.3,NaN,154.6,NaN
A,B07,V91100,TOTAL,CZ,,NaN,,NaN
A,B07,V91100,TOTAL,DE,,NaN,123.2,NaN
A,B07,V91100,TOTAL,EL,,NaN,143.8,NaN
A,B07,V91100,TOTAL,ES,277.0,NaN,386.8,NaN
A,B07,V91100,TOTAL,EU27_2020,,NaN,230.5,NaN
A,B07,V91100,TOTAL,FI,330.7,NaN,,NaN
A,B07,V91100,TOTAL,FR,,NaN,,NaN
A,B07,V91100,TOTAL,HU,33.0,NaN,,NaN
A,B07,V91100,TOTAL,IE,,NaN,,NaN
A,B07,V91100,TOTAL,IS,,NaN,12.4,p
A,B07,V91100,TOTAL,IT,18.0,NaN,,NaN
A,B07,V91100,TOTAL,MK,,NaN,64.9,p
A,B07,V91100,TOTAL,NO,,NaN,,NaN
A,B07,V91100,TOTAL,PL,,NaN,,NaN
A,B07,V91100,TOTAL,PT,,NaN,194.7,NaN
A,B07,V91100,TOTAL,RO,17.5,NaN,37.8,NaN
A,B07,V91100,TOTAL,RS,42.3,p,36.8,NaN
A,B07,V91100,TOTAL,SE,,NaN,,NaN
A,B07,V91100,TOTAL,SI,,NaN,,NaN
A,B07,V91100,TOTAL,SK,,NaN,,NaN
A,B07,V91100,TOTAL,UK,,NaN,,NaN
A,B07,V91110,0-9,AL,,NaN,8.6,NaN
A,B07,V91110,0-9,AT,,NaN,,NaN
A,B07,V91110,0-9,BA,,NaN,54.1,NaN
A,B07,V91110,0-9,BG,,NaN,5.4,NaN
A,B07,V91110,0-9,DE,,NaN,,NaN
A,B07,V91110,0-9,EL,,NaN,,NaN
A,B07,V91110,0-9,ES,3.5,NaN,,NaN
A,B07,V91110,0-9,EU27_2020,,NaN,,NaN
A,B07,V91110,0-9,FI,,NaN,,NaN
A,B07,V91110,0-9,FR,,NaN,,NaN
A,B07,V91110,0-9,HU,,NaN,,NaN
A,B07,V91110,0-9,IE,111.9,NaN,85.7,NaN
A,B07,V91110,0-9,IS,,NaN,12.4,p
A,B07,V91110,0-9,IT,,NaN,,NaN
A,B07,V91110,0-9,MK,,NaN,,NaN
A,B07,V91110,0-9,NO,,NaN,,NaN
A,B07,V91110,0-9,PL,,NaN,,NaN
A,B07,V91110,0-9,PT,,NaN,,NaN
A,B07,V91110,0-9,RO,,NaN,3.4,NaN
A,B07,V91110,0-9,RS,,NaN,,NaN
A,B07,V91110,0-9,SE,,NaN,,NaN
A,B07,V91110,0-9,SI,,NaN,,NaN
A,B07,V91110,0-9,UK,,NaN,,NaN
A,B07,V91110,10-19,AL,,NaN,7.2,NaN
A,B07,V91110,10-19,BA,,NaN,,NaN
A,B07,V91110,10-19,BG,,NaN,,NaN
A,B07,V91110,10-19,ES,47.9,NaN,63.5,NaN
A,B07,V91110,10-19,EU27_2020,,NaN,,NaN
A,B07,V91110,10-19,FI,,NaN,,NaN
A,B07,V91110,10-19,FR,,NaN,,NaN
A,B07,V91110,10-19,IE,,NaN,,NaN
A,B07,V91110,10-19,IT,,NaN,,NaN
A,B07,V91110,10-19,MK,,NaN,,NaN
A,B07,V91110,10-19,NO,,NaN,,NaN
A,B07,V91110,10-19,PL,,NaN,,NaN
A,B07,V91110,10-19,PT,,NaN,,NaN
A,B07,V91110,10-19,RO,,NaN,,NaN
A,B07,V91110,10-19,SE,,NaN,,NaN
A,B07,V91110,10-19,SK,,NaN,,NaN
A,B07,V91110,10-19,UK,,NaN,,NaN
A,B07,V91110,20-49,AL,,NaN,15.2,NaN
A,B07,V91110,20-49,BA,,NaN,18.2,NaN
A,B07,V91110,20-49,DE,,NaN,,NaN
A,B07,V91110,20-49,EL,,NaN,,NaN
A,B07,V91110,20-49,ES,46.2,NaN,73.4,NaN
A,B07,V91110,20-49,EU27_2020,,NaN,,NaN
A,B07,V91110,20-49,FI,,NaN,169.8,NaN
A,B07,V91110,20-49,FR,,NaN,57.5,NaN
A,B07,V91110,20-49,HU,,NaN,,NaN
A,B07,V91110,20-49,IE,,NaN,,NaN
A,B07,V91110,20-49,IT,,NaN,,NaN
A,B07,V91110,20-49,MK,,NaN,,NaN
A,B07,V91110,20-49,NO,,NaN,,NaN
A,B07,V91110,20-49,PL,,NaN,,NaN
A,B07,V91110,20-49,PT,,NaN,,NaN
A,B07,V91110,20-49,RO,,NaN,,NaN
A,B07,V91110,20-49,SE,,NaN,,NaN
A,B07,V91110,20-49,SK,,NaN,,NaN
A,B07,V91110,50-249,AL,,NaN,13.1,NaN
A,B07,V91110,50-249,AT,,NaN,,NaN
A,B07,V91110,50-249,BA,,NaN,,NaN
A,B07,V91110,50-249,BG,,NaN,6.7,NaN
A,B07,V91110,50-249,DE,,NaN,,NaN
A,B07,V91110,50-249,EL,,NaN,,NaN
A,B07,V91110,50-249,ES,,NaN,,NaN
A,B07,V91110,50-249,EU27_2020,,NaN,56.6,NaN
A,B07,V91110,50-249,FI,124.5,NaN,,NaN
A,B07,V91110,50-249,FR,,NaN,42.7,NaN
A,B07,V91110,50-249,HU,,NaN,,NaN
A,B07,V91110,50-249,IE,,NaN,,NaN
A,B07,V91110,50-249,MK,,NaN,,NaN
A,B07,V91110,50-249,NO,,NaN,,NaN
A,B07,V91110,50-249,PL,,NaN,,NaN
A,B07,V91110,50-249,PT,,NaN,,NaN
A,B07,V91110,50-249,RO,,NaN,,NaN
A,B07,V91110,50-249,RS,,NaN,,NaN
A,B07,V91110,50-249,SE,,NaN,,NaN
A,B07,V91110,50-249,SK,,NaN,,NaN
A,B07,V91110,50-249,UK,,NaN,,NaN
A,B07,V91110,GE250,AL,,NaN,15.0,NaN
A,B07,V91110,GE250,BA,,NaN,,NaN
A,B07,V91110,GE250,BG,50.5,NaN,99.6,NaN
A,B07,V91110,GE250,CZ,,NaN,,NaN
A,B07,V91110,GE250,EL,,NaN,,NaN
A,B07,V91110,GE250,ES,,NaN,,NaN
A,B07,V91110,GE250,EU27_2020,,NaN,124.5,e
A,B07,V91110,GE250,FI,,NaN,225.2,NaN
A,B07,V91110,GE250,IE,,NaN,,NaN
A,B07,V91110,GE250,MK,,NaN,,NaN
A,B07,V91110,GE250,NO,,NaN,,NaN
A,B07,V91110,GE250,PL,,NaN,,NaN
A,B07,V91110,GE250,PT,,NaN,,NaN
A,B07,V91110,GE250,RO,,NaN,,NaN
A,B07,V91110,GE250,RS,,NaN,,NaN
A,B07,V91110,GE250,SE,,NaN,,NaN
A,B07,V91110,TOTAL,AL,,NaN,12.6,NaN
A,B07,V91110,TOTAL,AT,,NaN,,NaN
A,B07,V91110,TOTAL,BA,20.8,e,22.2,NaN
A,B07,V91110,TOTAL,BG,45.2,NaN,94.6,NaN
A,B07,V91110,TOTAL,CZ,,NaN,,NaN
A,B07,V91110,TOTAL,DE,,NaN,,NaN
A,B07,V91110,TOTAL,EL,,NaN,57.3,NaN
A,B07,V91110,TOTAL,ES,110.1,NaN,169.8,NaN
A,B07,V91110,TOTAL,EU27_2020,,NaN,117.4,NaN
A,B07,V91110,TOTAL,FI,186.0,NaN,,NaN
A,B07,V91110,TOTAL,FR,,NaN,,NaN
A,B07,V91110,TOTAL,HU,0.7,NaN,,NaN
A,B07,V91110,TOTAL,IE,,NaN,,NaN
A,B07,V91110,TOTAL,IS,,NaN,12.4,p
A,B07,V91110,TOTAL,IT,,NaN,,NaN
A,B07,V91110,TOTAL,MK,,NaN,,NaN
A,B07,V91110,TOTAL,NO,,NaN,,NaN
A,B07,V91110,TOTAL,PL,,NaN,,NaN
A,B07,V91110,TOTAL,PT,,NaN,84.1,NaN
A,B07,V91110,TOTAL,RO,6.0,NaN,,NaN
A,B07,V91110,TOTAL,RS,16.5,p,19.3,NaN
A,B07,V91110,TOTAL,SE,,NaN,,NaN
A,B07,V91110,TOTAL,SI,,NaN,,NaN
A,B07,V91110,TOTAL,SK,,NaN,,NaN
A,B07,V91110,TOTAL,UK,,NaN,,NaN
A,B07,V91120,0-9,ES,,NaN,,NaN
A,B07,V91120,0-9,FR,,NaN,,NaN
A,B07,V91120,0-9,IT,,NaN,,NaN
A,B07,V91120,0-9,PL,,NaN,,NaN
A,B07,V91120,10-19,ES,,NaN,,NaN
A,B07,V91120,10-19,FR,,NaN,,NaN
A,B07,V91120,20-49,ES,,NaN,,NaN
A,B07,V91120,20-49,FR,,NaN,,NaN
A,B07,V91120,20-49,IT,,NaN,,NaN
A,B07,V91120,50-249,ES,,NaN,,NaN
A,B07,V91120,50-249,FR,,NaN,,NaN
A,B07,V91120,50-249,PL,,NaN,,NaN
A,B07,V91120,GE250,ES,,NaN,,NaN
A,B07,V91120,GE250,PL,,NaN,,NaN
A,B07,V91120,TOTAL,ES,,NaN,,NaN
A,B07,V91120,TOTAL,FR,,NaN,,NaN
A,B07,V91120,TOTAL,IT,,NaN,,NaN
A,B07,V91120,TOTAL,PL,,NaN,,NaN
A,B07,V91130,0-9,ES,,NaN,,NaN
A,B07,V91130,0-9,FR,,NaN,,NaN
A,B07,V91130,0-9,IT,,NaN,,NaN
A,B07,V91130,0-9,MK,,NaN,,NaN
A,B07,V91130,0-9,PL,,NaN,,NaN
A,B07,V91130,10-19,ES,,NaN,,NaN
A,B07,V91130,10-19,FR,,NaN,,NaN
A,B07,V91130,10-19,MK,,NaN,,NaN
A,B07,V91130,20-49,ES,,NaN,,NaN
A,B07,V91130,20-49,FR,,NaN,,NaN
A,B07,V91130,20-49,IT,,NaN,,NaN
A,B07,V91130,20-49,MK,,NaN,,NaN
A,B07,V91130,50-249,ES,,NaN,,NaN
A,B07,V91130,50-249,FR,,NaN,,NaN
A,B07,V91130,50-249,MK,,NaN,,NaN
A,B07,V91130,50-249,PL,,NaN,,NaN
A,B07,V91130,GE250,ES,,NaN,,NaN
A,B07,V91130,GE250,MK,,NaN,,NaN
A,B07,V91130,GE250,PL,,NaN,,NaN
A,B07,V91130,TOTAL,ES,,NaN,,NaN
A,B07,V91130,TOTAL,FR,,NaN,,NaN
A,B07,V91130,TOTAL,IT,,NaN,,NaN
A,B07,V91130,TOTAL,MK,,NaN,,NaN
A,B07,V91130,TOTAL,PL,,NaN,,NaN
A,B07,V91150,0-9,ES,,NaN,,NaN
A,B07,V91150,0-9,IT,,NaN,,NaN
A,B07,V91150,0-9,PL,,NaN,,NaN
A,B07,V91150,10-19,ES,,NaN,,NaN
A,B07,V91150,20-49,ES,,NaN,,NaN
A,B07,V91150,20-49,IT,,NaN,,NaN
A,B07,V91150,50-249,ES,,NaN,,NaN
A,B07,V91150,50-249,PL,,NaN,,NaN
A,B07,V91150,GE250,ES,,NaN,,NaN
A,B07,V91150,GE250,PL,,NaN,,NaN
A,B07,V91150,TOTAL,ES,,NaN,,NaN
A,B07,V91150,TOTAL,IT,,NaN,,NaN
A,B07,V91150,TOTAL,PL,,NaN,,NaN
A,B07,V91170,0-9,ES,,NaN,,NaN
A,B07,V91170,0-9,FR,,NaN,,NaN
A,B07,V91170,0-9,IT,,NaN,,NaN
A,B07,V91170,0-9,MK,,NaN,,NaN
A,B07,V91170,0-9,PL,,NaN,,NaN
A,B07,V91170,10-19,ES,,NaN,,NaN
A,B07,V91170,10-19,FR,,NaN,,NaN
A,B07,V91170,10-19,MK,,NaN,,NaN
A,B07,V91170,20-49,ES,,NaN,,NaN
A,B07,V91170,20-49,FR,,NaN,,NaN
A,B07,V91170,20-49,IT,,NaN,,NaN
A,B07,V91170,20-49,MK,,NaN,,NaN
A,B07,V91170,50-249,ES,,NaN,,NaN
A,B07,V91170,50-249,FR,,NaN,,NaN
A,B07,V91170,50-249,MK,,NaN,,NaN
A,B07,V91170,50-249,PL,,NaN,,NaN
A,B07,V91170,GE250,ES,,NaN,,NaN
A,B07,V91170,GE250,MK,,NaN,,NaN
A,B07,V91170,GE250,PL,,NaN,,NaN
A,B07,V91170,TOTAL,ES,,NaN,,NaN
A,B07,V91170,TOTAL,FR,,NaN,,NaN
A,B07,V91170,TOTAL,IT,,NaN,,NaN
A,B07,V91170,TOTAL,MK,,NaN,,NaN
A,B07,V91170,TOTAL,PL,,NaN,,NaN
A,B07,V91210,0-9,ES,,NaN,,NaN
A,B07,V91210,0-9,FR,,NaN,,NaN
A,B07,V91210,0-9,IT,,NaN,,NaN
A,B07,V91210,0-9,MK,,NaN,,NaN
A,B07,V91210,0-9,PL,,NaN,,NaN
A,B07,V91210,10-19,ES,,NaN,,NaN
A,B07,V91210,10-19,FR,,NaN,,NaN
A,B07,V91210,10-19,MK,,NaN,,NaN
A,B07,V91210,20-49,ES,,NaN,,NaN
A,B07,V91210,20-49,FR,,NaN,,NaN
A,B07,V91210,20-49,IT,,NaN,,NaN
A,B07,V91210,20-49,MK,,NaN,,NaN
A,B07,V91210,50-249,ES,,NaN,,NaN
A,B07,V91210,50-249,FR,,NaN,,NaN
A,B07,V91210,50-249,MK,,NaN,,NaN
A,B07,V91210,50-249,PL,,NaN,,NaN
A,B07,V91210,GE250,ES,,NaN,,NaN
A,B07,V91210,GE250,MK,,NaN,,NaN
A,B07,V91210,GE250,PL,,NaN,,NaN
A,B07,V91210,TOTAL,ES,,NaN,,NaN
A,B07,V91210,TOTAL,FR,,NaN,,NaN
A,B07,V91210,TOTAL,IT,,NaN,,NaN
A,B07,V91210,TOTAL,MK,,NaN,,NaN
A,B07,V91210,TOTAL,PL,,NaN,,NaN
A,B07,V91230,0-9,ES,,NaN,,NaN
A,B07,V91230,0-9,IT,,NaN,,NaN
A,B07,V91230,0-9,PL,,NaN,,NaN
A,B07,V91230,10-19,ES,,NaN,,NaN
A,B07,V91230,20-49,ES,,NaN,,NaN
A,B07,V91230,20-49,IT,,NaN,,NaN
A,B07,V91230,50-249,ES,,NaN,,NaN
A,B07,V91230,50-249,PL,,NaN,,NaN
A,B07,V91230,GE250,ES,,NaN,,NaN
A,B07,V91230,GE250,PL,,NaN,,NaN
A,B07,V91230,TOTAL,ES,,NaN,,NaN
A,B07,V91230,TOTAL,IT,,NaN,,NaN
A,B07,V91230,TOTAL,PL,,NaN,,NaN
A,B07,V91275,0-9,ES,,NaN,,NaN
A,B07,V91275,0-9,FR,,NaN,,NaN
A,B07,V91275,0-9,IT,,NaN,,NaN
A,B07,V91275,0-9,PL,,NaN,,NaN
A,B07,V91275,10-19,ES,,NaN,,NaN
A,B07,V91275,10-19,FR,,NaN,,NaN
A,B07,V91275,20-49,ES,,NaN,,NaN
A,B07,V91275,20-49,FR,,NaN,,NaN
A,B07,V91275,20-49,IT,,NaN,,NaN
A,B07,V91275,50-249,ES,,NaN,,NaN
A,B07,V91275,50-249,FR,,NaN,,NaN
A,B07,V91275,50-249,PL,,NaN,,NaN
A,B07,V91275,GE250,ES,,NaN,,NaN
A,B07,V91275,GE250,PL,,NaN,,NaN
A,B07,V91275,TOTAL,ES,,NaN,,NaN
A,B07,V91275,TOTAL,FR,,NaN,,NaN
A,B07,V91275,TOTAL,IT,,NaN,,NaN
A,B07,V91275,TOTAL,PL,,NaN,,NaN
A,B07,V91290,0-9,AL,,NaN,46.9,NaN
A,B07,V91290,0-9,AT,,NaN,,NaN
A,B07,V91290,0-9,BA,,NaN,,NaN
A,B07,V91290,0-9,BG,,NaN,,NaN
A,B07,V91290,0-9,DE,,NaN,,NaN
A,B07,V91290,0-9,EL,,NaN,,NaN
A,B07,V91290,0-9,ES,36.6,NaN,,NaN
A,B07,V91290,0-9,EU27_2020,,NaN,4.4,NaN
A,B07,V91290,0-9,FI,,NaN,,NaN
A,B07,V91290,0-9,FR,,NaN,,NaN
A,B07,V91290,0-9,HU,,NaN,,NaN
A,B07,V91290,0-9,IE,45.5,NaN,36.4,NaN
A,B07,V91290,0-9,IT,,NaN,,NaN
A,B07,V91290,0-9,MK,,NaN,,NaN
A,B07,V91290,0-9,NO,120.0,NaN,,NaN
A,B07,V91290,0-9,PL,,NaN,,NaN
A,B07,V91290,0-9,PT,,NaN,,NaN
A,B07,V91290,0-9,RO,,NaN,30.6,NaN
A,B07,V91290,0-9,RS,,NaN,0.0,NaN
A,B07,V91290,0-9,SE,,NaN,31.0,NaN
A,B07,V91290,0-9,UK,,NaN,,NaN
A,B07,V91290,10-19,AL,,NaN,8.9,NaN
A,B07,V91290,10-19,BA,,NaN,,NaN
A,B07,V91290,10-19,BG,,NaN,,NaN
A,B07,V91290,10-19,ES,18.5,NaN,,NaN
A,B07,V91290,10-19,EU27_2020,,NaN,,NaN
A,B07,V91290,10-19,FI,,NaN,,NaN
A,B07,V91290,10-19,FR,,NaN,,NaN
A,B07,V91290,10-19,IE,,NaN,,NaN
A,B07,V91290,10-19,IT,,NaN,,NaN
A,B07,V91290,10-19,MK,,NaN,,NaN
A,B07,V91290,10-19,NO,,NaN,,NaN
A,B07,V91290,10-19,PL,,NaN,,NaN
A,B07,V91290,10-19,PT,,NaN,,NaN
A,B07,V91290,10-19,RO,48.0,NaN,0.0,NaN
A,B07,V91290,10-19,SE,,NaN,,NaN
A,B07,V91290,10-19,SK,,NaN,,NaN
A,B07,V91290,10-19,UK,,NaN,,NaN
A,B07,V91290,20-49,AL,,NaN,,NaN
A,B07,V91290,20-49,BA,,NaN,,NaN
A,B07,V91290,20-49,DE,,NaN,,NaN
A,B07,V91290,20-49,EL,,NaN,,NaN
A,B07,V91290,20-49,ES,,NaN,,NaN
A,B07,V91290,20-49,EU27_2020,,NaN,,NaN
A,B07,V91290,20-49,FI,,NaN,,NaN
A,B07,V91290,20-49,FR,,NaN,,NaN
