freq,nace_r2,indic_sb,size_emp,geo,num_2016,flag_2016,num_2020,flag_2020
A,C254,V91110,50-249,ES,117.6,NaN,82.6,NaN
A,C254,V91110,50-249,EU27_2020,,NaN,62.7,e
A,C254,V91110,50-249,FI,,NaN,,NaN
A,C254,V91110,50-249,FR,100.5,be,,NaN
A,C254,V91110,50-249,HU,,NaN,,NaN
A,C254,V91110,50-249,IT,106.9,NaN,115.2,NaN
A,C254,V91110,50-249,LT,,NaN,,NaN
A,C254,V91110,50-249,NO,,NaN,,NaN
A,C254,V91110,50-249,PL,,NaN,26.7,NaN
A,C254,V91110,50-249,RS,,NaN,,NaN
A,C254,V91110,50-249,SE,72.9,NaN,77.5,NaN
A,C254,V91110,50-249,SK,17.9,NaN,,NaN
A,C254,V91110,50-249,UK,101.4,b,,NaN
A,C254,V91110,GE250,AT,,NaN,,NaN
A,C254,V91110,GE250,BA,,NaN,13.8,NaN
A,C254,V91110,GE250,BE,156.2,NaN,128.1,NaN
A,C254,V91110,GE250,BG,20.0,NaN,15.2,NaN
A,C254,V91110,GE250,CH,,NaN,,NaN
A,C254,V91110,GE250,CZ,,NaN,,NaN
A,C254,V91110,GE250,DE,,NaN,120.8,NaN
A,C254,V91110,GE250,EL,,NaN,,NaN
A,C254,V91110,GE250,ES,,NaN,,NaN
A,C254,V91110,GE250,EU27_2020,,NaN,70.7,e
A,C254,V91110,GE250,FI,,NaN,,NaN
A,C254,V91110,GE250,FR,,NaN,,NaN
A,C254,V91110,GE250,HR,,NaN,,NaN
A,C254,V91110,GE250,HU,,NaN,,NaN
A,C254,V91110,GE250,IT,,NaN,110.4,NaN
A,C254,V91110,GE250,NO,,NaN,,NaN
A,C254,V91110,GE250,PL,20.2,NaN,,NaN
A,C254,V91110,GE250,PT,,NaN,,NaN
A,C254,V91110,GE250,RS,,NaN,,NaN
A,C254,V91110,GE250,SE,,NaN,98.1,NaN
A,C254,V91110,GE250,SK,,NaN,,NaN
A,C254,V91110,GE250,UK,,NaN,,NaN
A,C254,V91110,TOTAL,AL,,NaN,,NaN
A,C254,V91110,TOTAL,AT,156.5,NaN,129.0,NaN
A,C254,V91110,TOTAL,BA,19.7,e,13.4,NaN
A,C254,V91110,TOTAL,BE,152.1,NaN,,NaN
A,C254,V91110,TOTAL,BG,19.5,NaN,15.0,NaN
A,C254,V91110,TOTAL,CH,122.7,d,179.6,NaN
A,C254,V91110,TOTAL,CY,48.6,NaN,29.1,NaN
A,C254,V91110,TOTAL,CZ,39.8,NaN,44.2,NaN
A,C254,V91110,TOTAL,DE,94.7,NaN,113.1,NaN
A,C254,V91110,TOTAL,DK,,NaN,93.0,NaN
A,C254,V91110,TOTAL,EE,,NaN,,NaN
A,C254,V91110,TOTAL,EL,287.6,NaN,,NaN
A,C254,V91110,TOTAL,ES,84.5,NaN,74.7,NaN
A,C254,V91110,TOTAL,EU27_2020,,NaN,,NaN
A,C254,V91110,TOTAL,FI,97.3,NaN,103.4,NaN
A,C254,V91110,TOTAL,FR,,NaN,,NaN
A,C254,V91110,TOTAL,HR,,NaN,,NaN
A,C254,V91110,TOTAL,HU,23.4,NaN,24.0,NaN
A,C254,V91110,TOTAL,IE,,NaN,,NaN
A,C254,V91110,TOTAL,IS,88.7,p,112.7,p
A,C254,V91110,TOTAL,IT,85.3,NaN,99.4,NaN
A,C254,V91110,TOTAL,LT,,NaN,33.7,NaN
A,C254,V91110,TOTAL,LU,,NaN,,NaN
A,C254,V91110,TOTAL,LV,,NaN,,NaN
A,C254,V91110,TOTAL,MT,,NaN,,NaN
A,C254,V91110,TOTAL,NL,,NaN,,NaN
A,C254,V91110,TOTAL,NO,111.5,NaN,,NaN
A,C254,V91110,TOTAL,PL,20.1,NaN,,NaN
A,C254,V91110,TOTAL,PT,31.3,NaN,24.7,NaN
A,C254,V91110,TOTAL,RS,13.0,p,11.4,NaN
A,C254,V91110,TOTAL,SE,93.0,NaN,95.8,NaN
A,C254,V91110,TOTAL,SI,23.3,NaN,,NaN
A,C254,V91110,TOTAL,SK,17.5,NaN,,NaN
A,C254,V91110,TOTAL,UK,,NaN,,NaN
A,C254,V91120,0-9,ES,,NaN,,NaN
A,C254,V91120,0-9,FR,,NaN,,NaN
A,C254,V91120,0-9,IT,,NaN,,NaN
A,C254,V91120,0-9,LU,,NaN,,NaN
A,C254,V91120,0-9,PL,,NaN,,NaN
A,C254,V91120,10-19,ES,,NaN,,NaN
A,C254,V91120,10-19,FR,,NaN,,NaN
A,C254,V91120,10-19,IT,,NaN,,NaN
A,C254,V91120,10-19,LV,,NaN,,NaN
A,C254,V91120,20-49,ES,,NaN,,NaN
A,C254,V91120,20-49,FR,,NaN,,NaN
A,C254,V91120,20-49,IT,,NaN,,NaN
A,C254,V91120,20-49,PL,,NaN,,NaN
A,C254,V91120,50-249,ES,,NaN,,NaN
A,C254,V91120,50-249,FR,,NaN,,NaN
A,C254,V91120,50-249,IT,,NaN,,NaN
A,C254,V91120,50-249,PL,,NaN,,NaN
A,C254,V91120,GE250,ES,,NaN,,NaN
A,C254,V91120,GE250,FR,,NaN,,NaN
A,C254,V91120,GE250,IT,,NaN,,NaN
A,C254,V91120,GE250,PL,,NaN,,NaN
A,C254,V91120,TOTAL,ES,,NaN,,NaN
A,C254,V91120,TOTAL,FR,,NaN,,NaN
A,C254,V91120,TOTAL,IT,,NaN,,NaN
A,C254,V91120,TOTAL,LU,,NaN,,NaN
A,C254,V91120,TOTAL,LV,,NaN,,NaN
A,C254,V91120,TOTAL,PL,,NaN,,NaN
A,C254,V91130,0-9,ES,,NaN,,NaN
A,C254,V91130,0-9,FR,,NaN,,NaN
A,C254,V91130,0-9,IT,,NaN,,NaN
A,C254,V91130,0-9,LU,,NaN,,NaN
A,C254,V91130,0-9,MK,,NaN,,NaN
A,C254,V91130,0-9,PL,,NaN,,NaN
A,C254,V91130,10-19,ES,,NaN,,NaN
A,C254,V91130,10-19,FR,,NaN,,NaN
A,C254,V91130,10-19,IT,,NaN,,NaN
A,C254,V91130,10-19,LV,,NaN,,NaN
A,C254,V91130,20-49,ES,,NaN,,NaN
A,C254,V91130,20-49,FR,,NaN,,NaN
A,C254,V91130,20-49,IT,,NaN,,NaN
A,C254,V91130,20-49,PL,,NaN,,NaN
A,C254,V91130,50-249,ES,,NaN,,NaN
A,C254,V91130,50-249,FR,,NaN,,NaN
A,C254,V91130,50-249,IT,,NaN,,NaN
A,C254,V91130,50-249,PL,,NaN,,NaN
A,C254,V91130,GE250,ES,,NaN,,NaN
A,C254,V91130,GE250,FR,,NaN,,NaN
A,C254,V91130,GE250,IT,,NaN,,NaN
A,C254,V91130,GE250,PL,,NaN,,NaN
A,C254,V91130,TOTAL,ES,,NaN,,NaN
A,C254,V91130,TOTAL,FR,,NaN,,NaN
A,C254,V91130,TOTAL,IT,,NaN,,NaN
A,C254,V91130,TOTAL,LU,,NaN,,NaN
A,C254,V91130,TOTAL,LV,,NaN,,NaN
A,C254,V91130,TOTAL,MK,,NaN,,NaN
A,C254,V91130,TOTAL,PL,,NaN,,NaN
A,C254,V91150,0-9,ES,,NaN,,NaN
A,C254,V91150,0-9,IT,,NaN,,NaN
A,C254,V91150,0-9,LU,,NaN,,NaN
A,C254,V91150,0-9,PL,,NaN,,NaN
A,C254,V91150,10-19,ES,,NaN,,NaN
A,C254,V91150,10-19,IT,,NaN,,NaN
A,C254,V91150,10-19,LV,,NaN,,NaN
A,C254,V91150,20-49,ES,,NaN,,NaN
A,C254,V91150,20-49,IT,,NaN,,NaN
A,C254,V91150,20-49,PL,,NaN,,NaN
A,C254,V91150,50-249,ES,,NaN,,NaN
A,C254,V91150,50-249,IT,,NaN,,NaN
A,C254,V91150,50-249,PL,,NaN,,NaN
A,C254,V91150,GE250,ES,,NaN,,NaN
A,C254,V91150,GE250,IT,,NaN,,NaN
A,C254,V91150,GE250,PL,,NaN,,NaN
A,C254,V91150,TOTAL,ES,,NaN,,NaN
A,C254,V91150,TOTAL,IT,,NaN,,NaN
A,C254,V91150,TOTAL,LU,,NaN,,NaN
A,C254,V91150,TOTAL,LV,,NaN,,NaN
A,C254,V91150,TOTAL,PL,,NaN,,NaN
A,C254,V91170,0-9,ES,,NaN,,NaN
A,C254,V91170,0-9,FR,,NaN,,NaN
A,C254,V91170,0-9,IT,,NaN,,NaN
A,C254,V91170,0-9,LU,,NaN,,NaN
A,C254,V91170,0-9,MK,,NaN,,NaN
A,C254,V91170,0-9,PL,,NaN,,NaN
A,C254,V91170,10-19,ES,,NaN,,NaN
A,C254,V91170,10-19,FR,,NaN,,NaN
A,C254,V91170,10-19,IT,,NaN,,NaN
A,C254,V91170,10-19,LV,,NaN,,NaN
A,C254,V91170,20-49,ES,,NaN,,NaN
A,C254,V91170,20-49,FR,,NaN,,NaN
A,C254,V91170,20-49,IT,,NaN,,NaN
A,C254,V91170,20-49,PL,,NaN,,NaN
A,C254,V91170,50-249,ES,,NaN,,NaN
A,C254,V91170,50-249,FR,,NaN,,NaN
A,C254,V91170,50-249,IT,,NaN,,NaN
A,C254,V91170,50-249,PL,,NaN,,NaN
A,C254,V91170,GE250,ES,,NaN,,NaN
A,C254,V91170,GE250,FR,,NaN,,NaN
A,C254,V91170,GE250,IT,,NaN,,NaN
A,C254,V91170,GE250,PL,,NaN,,NaN
A,C254,V91170,TOTAL,ES,,NaN,,NaN
A,C254,V91170,TOTAL,FR,,NaN,,NaN
A,C254,V91170,TOTAL,IT,,NaN,,NaN
A,C254,V91170,TOTAL,LU,,NaN,,NaN
A,C254,V91170,TOTAL,LV,,NaN,,NaN
A,C254,V91170,TOTAL,MK,,NaN,,NaN
A,C254,V91170,TOTAL,PL,,NaN,,NaN
A,C254,V91210,0-9,ES,,NaN,,NaN
A,C254,V91210,0-9,FR,,NaN,,NaN
A,C254,V91210,0-9,IT,,NaN,,NaN
A,C254,V91210,0-9,LU,,NaN,,NaN
A,C254,V91210,0-9,MK,,NaN,,NaN
A,C254,V91210,0-9,PL,,NaN,,NaN
A,C254,V91210,10-19,ES,,NaN,,NaN
A,C254,V91210,10-19,FR,,NaN,,NaN
A,C254,V91210,10-19,IT,,NaN,,NaN
A,C254,V91210,10-19,LV,,NaN,,NaN
A,C254,V91210,20-49,ES,,NaN,,NaN
A,C254,V91210,20-49,FR,,NaN,,NaN
A,C254,V91210,20-49,IT,,NaN,,NaN
A,C254,V91210,20-49,PL,,NaN,,NaN
A,C254,V91210,50-249,ES,,NaN,,NaN
A,C254,V91210,50-249,FR,,NaN,,NaN
A,C254,V91210,50-249,IT,,NaN,,NaN
A,C254,V91210,50-249,PL,,NaN,,NaN
A,C254,V91210,GE250,ES,,NaN,,NaN
A,C254,V91210,GE250,FR,,NaN,,NaN
A,C254,V91210,GE250,IT,,NaN,,NaN
A,C254,V91210,GE250,PL,,NaN,,NaN
A,C254,V91210,TOTAL,ES,,NaN,,NaN
A,C254,V91210,TOTAL,FR,,NaN,,NaN
A,C254,V91210,TOTAL,IT,,NaN,,NaN
A,C254,V91210,TOTAL,LU,,NaN,,NaN
A,C254,V91210,TOTAL,LV,,NaN,,NaN
A,C254,V91210,TOTAL,MK,,NaN,,NaN
A,C254,V91210,TOTAL,PL,,NaN,,NaN
A,C254,V91230,0-9,ES,,NaN,,NaN
A,C254,V91230,0-9,IT,,NaN,,NaN
A,C254,V91230,0-9,LU,,NaN,,NaN
A,C254,V91230,0-9,PL,,NaN,,NaN
A,C254,V91230,10-19,ES,,NaN,,NaN
A,C254,V91230,10-19,IT,,NaN,,NaN
A,C254,V91230,10-19,LV,,NaN,,NaN
A,C254,V91230,20-49,ES,,NaN,,NaN
A,C254,V91230,20-49,IT,,NaN,,NaN
A,C254,V91230,20-49,PL,,NaN,,NaN
A,C254,V91230,50-249,ES,,NaN,,NaN
A,C254,V91230,50-249,IT,,NaN,,NaN
A,C254,V91230,50-249,PL,,NaN,,NaN
A,C254,V91230,GE250,ES,,NaN,,NaN
A,C254,V91230,GE250,IT,,NaN,,NaN
A,C254,V91230,GE250,PL,,NaN,,NaN
A,C254,V91230,TOTAL,ES,,NaN,,NaN
A,C254,V91230,TOTAL,IT,,NaN,,NaN
A,C254,V91230,TOTAL,LU,,NaN,,NaN
A,C254,V91230,TOTAL,LV,,NaN,,NaN
A,C254,V91230,TOTAL,PL,,NaN,,NaN
A,C254,V91275,0-9,ES,,NaN,,NaN
A,C254,V91275,0-9,FR,,NaN,,NaN
A,C254,V91275,0-9,IT,,NaN,,NaN
A,C254,V91275,0-9,LU,,NaN,,NaN
A,C254,V91275,0-9,PL,,NaN,,NaN
A,C254,V91275,10-19,ES,,NaN,,NaN
A,C254,V91275,10-19,FR,,NaN,,NaN
A,C254,V91275,10-19,IT,,NaN,,NaN
A,C254,V91275,10-19,LV,,NaN,,NaN
A,C254,V91275,20-49,ES,,NaN,,NaN
A,C254,V91275,20-49,FR,,NaN,,NaN
A,C254,V91275,20-49,IT,,NaN,,NaN
A,C254,V91275,20-49,PL,,NaN,,NaN
A,C254,V91275,50-249,ES,,NaN,,NaN
A,C254,V91275,50-249,FR,,NaN,,NaN
A,C254,V91275,50-249,IT,,NaN,,NaN
A,C254,V91275,50-249,PL,,NaN,,NaN
A,C254,V91275,GE250,ES,,NaN,,NaN
A,C254,V91275,GE250,FR,,NaN,,NaN
A,C254,V91275,GE250,IT,,NaN,,NaN
A,C254,V91275,GE250,PL,,NaN,,NaN
A,C254,V91275,TOTAL,ES,,NaN,,NaN
A,C254,V91275,TOTAL,FR,,NaN,,NaN
A,C254,V91275,TOTAL,IT,,NaN,,NaN
A,C254,V91275,TOTAL,LU,,NaN,,NaN
A,C254,V91275,TOTAL,LV,,NaN,,NaN
A,C254,V91275,TOTAL,PL,,NaN,,NaN
A,C254,V91290,0-9,AT,,NaN,,NaN
A,C254,V91290,0-9,BA,,NaN,,NaN
A,C254,V91290,0-9,BE,,NaN,,NaN
A,C254,V91290,0-9,BG,,NaN,5.3,NaN
A,C254,V91290,0-9,CY,,NaN,,NaN
A,C254,V91290,0-9,CZ,,u,,u
A,C254,V91290,0-9,DE,53.0,NaN,100.4,NaN
A,C254,V91290,0-9,DK,,NaN,,NaN
A,C254,V91290,0-9,EE,,NaN,,NaN
A,C254,V91290,0-9,EL,,NaN,,NaN
A,C254,V91290,0-9,ES,,NaN,,NaN
A,C254,V91290,0-9,EU27_2020,,NaN,12.9,NaN
A,C254,V91290,0-9,FI,0.0,NaN,,NaN
A,C254,V91290,0-9,FR,,NaN,0.0,NaN
A,C254,V91290,0-9,HR,0.0,NaN,16.7,b
A,C254,V91290,0-9,HU,,NaN,0.0,NaN
A,C254,V91290,0-9,IE,,NaN,,NaN
A,C254,V91290,0-9,IS,0.0,p,0.0,p
A,C254,V91290,0-9,IT,3.6,NaN,,NaN
A,C254,V91290,0-9,LT,,NaN,,NaN
A,C254,V91290,0-9,LU,,NaN,,NaN
A,C254,V91290,0-9,LV,,NaN,157.1,NaN
A,C254,V91290,0-9,MT,,NaN,,NaN
A,C254,V91290,0-9,NL,,NaN,,NaN
A,C254,V91290,0-9,NO,0.0,NaN,,NaN
A,C254,V91290,0-9,PL,,NaN,20.8,NaN
A,C254,V91290,0-9,PT,,NaN,,NaN
A,C254,V91290,0-9,RS,,NaN,12.5,NaN
A,C254,V91290,0-9,SE,,NaN,,NaN
A,C254,V91290,0-9,SI,20.0,NaN,,NaN
A,C254,V91290,0-9,SK,,NaN,,NaN
A,C254,V91290,0-9,UK,,NaN,,NaN
A,C254,V91290,10-19,AT,,NaN,,NaN
A,C254,V91290,10-19,BA,,NaN,,NaN
A,C254,V91290,10-19,BE,,NaN,,NaN
A,C254,V91290,10-19,BG,,NaN,,NaN
A,C254,V91290,10-19,CY,,NaN,,NaN
A,C254,V91290,10-19,CZ,,NaN,,NaN
A,C254,V91290,10-19,DE,,NaN,16.6,NaN
A,C254,V91290,10-19,DK,,NaN,,NaN
A,C254,V91290,10-19,EE,,NaN,,NaN
A,C254,V91290,10-19,EL,,NaN,,NaN
A,C254,V91290,10-19,ES,,NaN,12.3,NaN
A,C254,V91290,10-19,EU27_2020,,NaN,3.2,e
A,C254,V91290,10-19,FI,,NaN,,NaN
A,C254,V91290,10-19,FR,,NaN,,NaN
A,C254,V91290,10-19,HR,154.5,NaN,,NaN
A,C254,V91290,10-19,HU,,NaN,,NaN
A,C254,V91290,10-19,IT,4.6,NaN,,NaN
A,C254,V91290,10-19,LV,0.0,NaN,,NaN
A,C254,V91290,10-19,NO,10.4,NaN,,NaN
A,C254,V91290,10-19,PL,,NaN,,NaN
A,C254,V91290,10-19,SE,,NaN,,NaN
A,C254,V91290,10-19,SI,,NaN,,NaN
A,C254,V91290,10-19,SK,,NaN,,NaN
A,C254,V91290,10-19,UK,,NaN,,NaN
A,C254,V91290,20-49,AT,,NaN,,NaN
A,C254,V91290,20-49,BA,,NaN,,NaN
A,C254,V91290,20-49,BG,21.0,NaN,,NaN
A,C254,V91290,20-49,CH,1.7,d,,NaN
A,C254,V91290,20-49,CZ,,u,,u
A,C254,V91290,20-49,DE,,NaN,11.4,NaN
A,C254,V91290,20-49,ES,,NaN,,NaN
A,C254,V91290,20-49,EU27_2020,,NaN,,NaN
A,C254,V91290,20-49,FR,,NaN,,NaN
A,C254,V91290,20-49,HR,,NaN,,NaN
A,C254,V91290,20-49,HU,,NaN,,NaN
A,C254,V91290,20-49,IT,,NaN,,NaN
A,C254,V91290,20-49,NO,12.5,NaN,7.5,NaN
A,C254,V91290,20-49,PL,,NaN,,NaN
A,C254,V91290,20-49,RS,,NaN,,NaN
A,C254,V91290,20-49,SE,,NaN,,NaN
A,C254,V91290,20-49,SI,,NaN,,NaN
A,C254,V91290,20-49,SK,,NaN,,NaN
A,C254,V91290,20-49,UK,,NaN,,NaN
A,C254,V91290,50-249,AT,,NaN,,NaN
A,C254,V91290,50-249,BA,,NaN,,NaN
A,C254,V91290,50-249,BE,,NaN,,NaN
A,C254,V91290,50-249,BG,25.0,NaN,,NaN
A,C254,V91290,50-249,CH,13.4,d,10.9,NaN
A,C254,V91290,50-249,CZ,,u,,NaN
A,C254,V91290,50-249,DE,,NaN,,NaN
A,C254,V91290,50-249,DK,,NaN,,NaN
A,C254,V91290,50-249,EL,,NaN,,NaN
A,C254,V91290,50-249,ES,,NaN,5.4,NaN
A,C254,V91290,50-249,EU27_2020,,NaN,0.1,e
A,C254,V91290,50-249,FI,,NaN,,NaN
A,C254,V91290,50-249,FR,,NaN,,NaN
A,C254,V91290,50-249,HU,,NaN,,NaN
A,C254,V91290,50-249,IT,,NaN,,NaN
A,C254,V91290,50-249,LT,,NaN,,NaN
A,C254,V91290,50-249,NO,,NaN,4.4,NaN
A,C254,V91290,50-249,PL,,NaN,,NaN
A,C254,V91290,50-249,RS,,NaN,,NaN
A,C254,V91290,50-249,SE,,NaN,,NaN
A,C254,V91290,50-249,SK,17.9,NaN,,NaN
A,C254,V91290,50-249,UK,4.3,b,,NaN
A,C254,V91290,GE250,AT,,NaN,,NaN
A,C254,V91290,GE250,BA,,NaN,,NaN
A,C254,V91290,GE250,BE,,NaN,,NaN
A,C254,V91290,GE250,BG,24.7,NaN,,NaN
A,C254,V91290,GE250,CH,4.9,d,,NaN
A,C254,V91290,GE250,CZ,,NaN,,NaN
A,C254,V91290,GE250,DE,,NaN,5.2,NaN
A,C254,V91290,GE250,EL,,NaN,,NaN
A,C254,V91290,GE250,ES,,NaN,,NaN
A,C254,V91290,GE250,EU27_2020,,NaN,,NaN
A,C254,V91290,GE250,FI,,NaN,,NaN
A,C254,V91290,GE250,FR,,NaN,,NaN
A,C254,V91290,GE250,HR,,NaN,3.3,b
A,C254,V91290,GE250,HU,,NaN,,NaN
A,C254,V91290,GE250,IT,,NaN,1.6,NaN
A,C254,V91290,GE250,NO,1.9,NaN,5.9,NaN
A,C254,V91290,GE250,PL,6.7,NaN,,NaN
A,C254,V91290,GE250,PT,,NaN,,NaN
A,C254,V91290,GE250,RS,,NaN,,NaN
A,C254,V91290,GE250,SE,,NaN,,NaN
A,C254,V91290,GE250,SK,,NaN,,NaN
A,C254,V91290,GE250,UK,,NaN,,NaN
A,C254,V91290,TOTAL,AT,13.5,NaN,10.3,NaN
A,C254,V91290,TOTAL,BA,16.7,e,15.4,NaN
A,C254,V91290,TOTAL,BE,,NaN,,NaN
A,C254,V91290,TOTAL,BG,24.6,NaN,,NaN
A,C254,V91290,TOTAL,CH,6.1,d,2.5,NaN
A,C254,V91290,TOTAL,CY,0.0,NaN,,NaN
A,C254,V91290,TOTAL,CZ,4.6,NaN,,NaN
A,C254,V91290,TOTAL,DE,3.6,NaN,4.3,NaN
A,C254,V91290,TOTAL,DK,,NaN,,NaN
A,C254,V91290,TOTAL,EE,,NaN,,NaN
A,C254,V91290,TOTAL,EL,,NaN,930.0,NaN
A,C254,V91290,TOTAL,ES,10.6,NaN,,NaN
A,C254,V91290,TOTAL,EU27_2020,,NaN,,NaN
A,C254,V91290,TOTAL,FI,1.9,NaN,4.2,NaN
A,C254,V91290,TOTAL,FR,,NaN,,NaN
A,C254,V91290,TOTAL,HR,,NaN,1.7,b
A,C254,V91290,TOTAL,HU,7.3,NaN,,NaN
A,C254,V91290,TOTAL,IE,,NaN,,NaN
A,C254,V91290,TOTAL,IS,0.0,p,0.0,p
A,C254,V91290,TOTAL,IT,,NaN,,NaN
A,C254,V91290,TOTAL,LT,,NaN,,NaN
A,C254,V91290,TOTAL,LU,,NaN,,NaN
A,C254,V91290,TOTAL,LV,0.0,NaN,,NaN
A,C254,V91290,TOTAL,MT,,NaN,,NaN
A,C254,V91290,TOTAL,NL,,NaN,,NaN
A,C254,V91290,TOTAL,NO,1.5,NaN,5.7,NaN
A,C254,V91290,TOTAL,PL,5.7,NaN,,NaN
A,C254,V91290,TOTAL,PT,,NaN,9.3,NaN
A,C254,V91290,TOTAL,RS,,NaN,8.4,NaN
A,C254,V91290,TOTAL,SE,3.9,NaN,9.7,NaN
A,C254,V91290,TOTAL,SI,20.0,NaN,,NaN
A,C254,V91290,TOTAL,SK,,NaN,,NaN
A,C254,V91290,TOTAL,UK,,NaN,,NaN
A,C254,V91310,0-9,ES,,NaN,,NaN
A,C254,V91310,0-9,FR,,NaN,,NaN
A,C254,V91310,0-9,IT,,NaN,,NaN
A,C254,V91310,0-9,LU,,NaN,,NaN
A,C254,V91310,0-9,MK,,NaN,,NaN
A,C254,V91310,0-9,PL,,NaN,,NaN
A,C254,V91310,10-19,ES,,NaN,,NaN
A,C254,V91310,10-19,FR,,NaN,,NaN
A,C254,V91310,10-19,IT,,NaN,,NaN
A,C254,V91310,10-19,LV,,NaN,,NaN
A,C254,V91310,20-49,ES,,NaN,,NaN
A,C254,V91310,20-49,FR,,NaN,,NaN
A,C254,V91310,20-49,IT,,NaN,,NaN
A,C254,V91310,20-49,PL,,NaN,,NaN
A,C254,V91310,50-249,ES,,NaN,,NaN
A,C254,V91310,50-249,FR,,NaN,,NaN
A,C254,V91310,50-249,IT,,NaN,,NaN
A,C254,V91310,50-249,PL,,NaN,,NaN
A,C254,V91310,GE250,ES,,NaN,,NaN
A,C254,V91310,GE250,FR,,NaN,,NaN
A,C254,V91310,GE250,IT,,NaN,,NaN
A,C254,V91310,GE250,PL,,NaN,,NaN
A,C254,V91310,TOTAL,ES,,NaN,,NaN
A,C254,V91310,TOTAL,FR,,NaN,,NaN
A,C254,V91310,TOTAL,IT,,NaN,,NaN
A,C254,V91310,TOTAL,LU,,NaN,,NaN
A,C254,V91310,TOTAL,LV,,NaN,,NaN
A,C254,V91310,TOTAL,MK,,NaN,,NaN
A,C254,V91310,TOTAL,PL,,NaN,,NaN
A,C254,V92100,0-9,AL,,NaN,,u
A,C254,V92100,0-9,AT,2.6,NaN,2.6,NaN
A,C254,V92100,0-9,BA,,NaN,,NaN
A,C254,V92100,0-9,BE,,NaN,,NaN
A,C254,V92100,0-9,BG,2.4,NaN,5.0,NaN
A,C254,V92100,0-9,CY,,NaN,,NaN
A,C254,V92100,0-9,CZ,,u,,u
A,C254,V92100,0-9,DE,2.1,NaN,2.7,NaN
A,C254,V92100,0-9,DK,,NaN,,NaN
A,C254,V92100,0-9,EE,,NaN,,NaN
A,C254,V92100,0-9,EL,,NaN,,NaN
A,C254,V92100,0-9,ES,2.3,NaN,2.3,NaN
A,C254,V92100,0-9,EU27_2020,,NaN,2.0,NaN
A,C254,V92100,0-9,FI,0.8,NaN,0.7,NaN
A,C254,V92100,0-9,FR,,NaN,0.9,NaN
A,C254,V92100,0-9,HR,2.0,NaN,3.5,NaN
A,C254,V92100,0-9,HU,1.2,NaN,1.6,NaN
A,C254,V92100,0-9,IE,,NaN,,NaN
A,C254,V92100,0-9,IS,2.5,p,2.5,p
A,C254,V92100,0-9,IT,3.4,NaN,3.1,NaN
A,C254,V92100,0-9,LT,,NaN,,NaN
A,C254,V92100,0-9,LU,,NaN,,NaN
A,C254,V92100,0-9,LV,,NaN,9.0,NaN
A,C254,V92100,0-9,MT,,NaN,,NaN
A,C254,V92100,0-9,NL,,NaN,,NaN
A,C254,V92100,0-9,NO,0.7,NaN,0.9,NaN
A,C254,V92100,0-9,PL,1.7,NaN,1.5,NaN
A,C254,V92100,0-9,PT,,NaN,,NaN
A,C254,V92100,0-9,RS,3.3,p,3.0,NaN
A,C254,V92100,0-9,SE,,NaN,,NaN
A,C254,V92100,0-9,SI,1.6,NaN,,NaN
A,C254,V92100,0-9,SK,,NaN,1.2,NaN
A,C254,V92100,0-9,UK,1.8,b,,NaN
A,C254,V92100,10-19,AT,,NaN,,NaN
A,C254,V92100,10-19,BA,,NaN,,NaN
A,C254,V92100,10-19,BG,,NaN,,NaN
A,C254,V92100,10-19,CY,,NaN,,NaN
A,C254,V92100,10-19,CZ,,NaN,,NaN
A,C254,V92100,10-19,DE,12.6,NaN,14.5,NaN
A,C254,V92100,10-19,DK,,NaN,,NaN
A,C254,V92100,10-19,EE,,NaN,,NaN
A,C254,V92100,10-19,EL,,NaN,,NaN
A,C254,V92100,10-19,ES,15.9,NaN,15.2,NaN
A,C254,V92100,10-19,EU27_2020,,NaN,14.2,e
A,C254,V92100,10-19,FI,,NaN,,NaN
A,C254,V92100,10-19,FR,,NaN,,NaN
A,C254,V92100,10-19,HR,14.0,NaN,16.0,NaN
A,C254,V92100,10-19,HU,,NaN,,NaN
A,C254,V92100,10-19,IT,13.6,NaN,13.2,NaN
A,C254,V92100,10-19,LT,,NaN,,NaN
A,C254,V92100,10-19,LV,13.0,NaN,16.0,NaN
A,C254,V92100,10-19,NO,17.7,NaN,15.0,NaN
A,C254,V92100,10-19,PL,,NaN,,NaN
A,C254,V92100,10-19,SE,,NaN,,NaN
A,C254,V92100,10-19,SI,,NaN,,NaN
A,C254,V92100,10-19,SK,,NaN,14.3,NaN
A,C254,V92100,10-19,UK,16.0,b,,NaN
A,C254,V92100,20-49,AT,,NaN,,NaN
A,C254,V92100,20-49,BA,,NaN,,NaN
A,C254,V92100,20-49,BG,37.5,NaN,,NaN
A,C254,V92100,20-49,CH,418.0,d,,NaN
A,C254,V92100,20-49,CZ,,u,,u
A,C254,V92100,20-49,DE,,NaN,32.0,NaN
A,C254,V92100,20-49,DK,,NaN,,NaN
A,C254,V92100,20-49,ES,,NaN,,NaN
A,C254,V92100,20-49,EU27_2020,,NaN,31.6,NaN
A,C254,V92100,20-49,FR,,NaN,,NaN
A,C254,V92100,20-49,HR,,NaN,,NaN
A,C254,V92100,20-49,HU,,NaN,,NaN
A,C254,V92100,20-49,IT,,NaN,33.5,NaN
A,C254,V92100,20-49,NO,36.0,NaN,21.5,NaN
A,C254,V92100,20-49,PL,,NaN,29.0,NaN
A,C254,V92100,20-49,RS,,NaN,,NaN
A,C254,V92100,20-49,SE,,NaN,,NaN
