freq,size_emp,nace_r2,indic_is,unit,geo,num_2020,flag_2020,num_2022,flag_2022,num_2024,flag_2024
A,GE10,C,E_ITSPT2,PC_ENT,EU15,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT,EU27_2007,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT,EU27_2020,9.86,NaN,10.78,NaN,11.16,NaN
A,GE10,C,E_ITSPT2,PC_ENT,EU28,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT,FI,15.56,NaN,17.08,NaN,17.1,NaN
A,GE10,C,E_ITSPT2,PC_ENT,FR,9.03,NaN,9.74,b,8.05,NaN
A,GE10,C,E_ITSPT2,PC_ENT,HR,7.18,NaN,6.61,NaN,6.64,NaN
A,GE10,C,E_ITSPT2,PC_ENT,HU,7.03,NaN,9.2,NaN,8.33,NaN
A,GE10,C,E_ITSPT2,PC_ENT,IE,11.88,NaN,13.82,NaN,13.2,NaN
A,GE10,C,E_ITSPT2,PC_ENT,IS,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT,IT,7.09,NaN,8.76,NaN,7.07,NaN
A,GE10,C,E_ITSPT2,PC_ENT,LT,5.96,NaN,6.09,NaN,7.6,NaN
A,GE10,C,E_ITSPT2,PC_ENT,LU,12.96,NaN,17.88,NaN,16.17,NaN
A,GE10,C,E_ITSPT2,PC_ENT,LV,4.55,NaN,5.12,NaN,6.08,NaN
A,GE10,C,E_ITSPT2,PC_ENT,ME,,u,8.16,NaN,7.95,NaN
A,GE10,C,E_ITSPT2,PC_ENT,MK,,NaN,2.58,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT,MT,10.48,NaN,14.09,NaN,16.59,NaN
A,GE10,C,E_ITSPT2,PC_ENT,NL,15.5,NaN,19.3,NaN,17.49,NaN
A,GE10,C,E_ITSPT2,PC_ENT,NO,16.22,NaN,13.37,NaN,12.65,NaN
A,GE10,C,E_ITSPT2,PC_ENT,PL,7.35,NaN,9.92,NaN,18.47,NaN
A,GE10,C,E_ITSPT2,PC_ENT,PT,8.13,NaN,7.39,NaN,8.16,NaN
A,GE10,C,E_ITSPT2,PC_ENT,RO,2.8,NaN,3.51,NaN,6.06,NaN
A,GE10,C,E_ITSPT2,PC_ENT,RS,8.83,NaN,7.57,NaN,10.02,NaN
A,GE10,C,E_ITSPT2,PC_ENT,SE,11.72,NaN,12.26,NaN,10.2,b
A,GE10,C,E_ITSPT2,PC_ENT,SI,11.41,NaN,15.89,NaN,12.05,NaN
A,GE10,C,E_ITSPT2,PC_ENT,SK,9.35,NaN,8.71,NaN,9.48,NaN
A,GE10,C,E_ITSPT2,PC_ENT,TR,4.99,NaN,6.13,NaN,6.23,NaN
A,GE10,C,E_ITSPT2,PC_ENT,UK,9.39,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,AT,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,BA,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,BE,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,BG,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,CY,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,CZ,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,DE,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,DK,,NaN,,NaN,,NaN
