freq,size_emp,nace_r2,indic_is,unit,geo,2021,2023,2024,2025
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,PT,29.4,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,RO,17.75,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,RS,14.79,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,SE,5.82,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,SI,17.34,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,SK,16.3,,,
A,GE10,C,E_AI_PME,PC_ENT_AI_TANY,TR,37.3,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,AT,1.75,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,BA,,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,BE,0.78,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,BG,,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,CY,0.19,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,CZ,0.36,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,DE,0.62,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,DK,7.53,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,EA,0.94,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,EE,0.68,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,EL,0.26,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,ES,0.68,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,EU27_2020,0.88,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,FI,2.58,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,FR,0.25,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,HR,0.35,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,HU,0.97,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,IE,1.65,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,IT,1.36,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,LT,0.81,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,LU,1.02,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,LV,0.76,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,ME,0.0,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,MK,0.06,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,MT,0.42,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,NL,0.87,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,NO,1.52,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,PL,0.3,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,PT,2.59,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,RO,0.25,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,RS,0.2,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,SE,0.52,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,SI,2.18,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,SK,0.91,,,
A,GE10,C,E_AI_PME,PC_ENT_IUSE,TR,1.22,,,
A,GE10,C,E_AI_PMS,PC_ENT,AL,,,,2.26
A,GE10,C,E_AI_PMS,PC_ENT,AT,0.86,1.91,9.78,13.53
A,GE10,C,E_AI_PMS,PC_ENT,BA,,,,
A,GE10,C,E_AI_PMS,PC_ENT,BE,0.81,1.44,6.22,8.66
A,GE10,C,E_AI_PMS,PC_ENT,BG,,0.3,1.1,1.04
A,GE10,C,E_AI_PMS,PC_ENT,CY,0.19,0.2,0.52,1.5
A,GE10,C,E_AI_PMS,PC_ENT,CZ,0.63,0.72,3.91,8.0
A,GE10,C,E_AI_PMS,PC_ENT,DE,0.77,0.98,4.08,7.64
A,GE10,C,E_AI_PMS,PC_ENT,DK,2.01,2.42,4.9,6.81
A,GE10,C,E_AI_PMS,PC_ENT,EA,1.01,1.04,3.13,5.49
A,GE10,C,E_AI_PMS,PC_ENT,EE,0.57,0.49,4.5,9.3
A,GE10,C,E_AI_PMS,PC_ENT,EL,2.95,0.48,0.61,2.44
A,GE10,C,E_AI_PMS,PC_ENT,ES,0.68,1.15,1.99,4.23
A,GE10,C,E_AI_PMS,PC_ENT,EU27_2020,0.94,0.97,2.87,5.25
A,GE10,C,E_AI_PMS,PC_ENT,FI,2.24,3.17,7.17,
A,GE10,C,E_AI_PMS,PC_ENT,FR,0.35,0.6,1.97,4.26
A,GE10,C,E_AI_PMS,PC_ENT,HR,0.48,1.06,1.91,2.64
A,GE10,C,E_AI_PMS,PC_ENT,HU,1.68,0.89,0.76,2.19
A,GE10,C,E_AI_PMS,PC_ENT,IE,1.66,2.08,3.99,3.8
A,GE10,C,E_AI_PMS,PC_ENT,IT,1.27,0.93,2.58,4.22
A,GE10,C,E_AI_PMS,PC_ENT,LT,1.1,0.84,2.37,5.5
A,GE10,C,E_AI_PMS,PC_ENT,LU,0.68,0.64,3.89,5.49
A,GE10,C,E_AI_PMS,PC_ENT,LV,0.11,0.25,2.87,6.56
A,GE10,C,E_AI_PMS,PC_ENT,ME,0.0,,,
A,GE10,C,E_AI_PMS,PC_ENT,MK,0.12,,,
A,GE10,C,E_AI_PMS,PC_ENT,MT,0.0,0.97,2.54,5.25
A,GE10,C,E_AI_PMS,PC_ENT,NL,2.57,1.88,5.24,8.68
A,GE10,C,E_AI_PMS,PC_ENT,NO,0.56,0.84,1.99,2.94
A,GE10,C,E_AI_PMS,PC_ENT,PL,0.41,0.65,1.62,4.23
A,GE10,C,E_AI_PMS,PC_ENT,PT,1.41,0.92,0.8,2.52
A,GE10,C,E_AI_PMS,PC_ENT,RO,0.42,0.96,0.33,1.13
A,GE10,C,E_AI_PMS,PC_ENT,RS,0.16,0.12,3.34,2.17
A,GE10,C,E_AI_PMS,PC_ENT,SE,1.72,0.57,3.93,11.22
A,GE10,C,E_AI_PMS,PC_ENT,SI,2.0,1.81,5.68,5.14
A,GE10,C,E_AI_PMS,PC_ENT,SK,1.39,1.25,1.49,2.33
A,GE10,C,E_AI_PMS,PC_ENT,TR,0.99,2.0,1.75,2.45
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,AL,,,,38.36
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,AT,8.93,15.5,43.05,41.59
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,BA,,,,
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,BE,7.79,9.38,26.75,21.76
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,BG,,11.91,25.21,19.88
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,CY,9.06,5.14,17.56,35.21
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,CZ,14.95,12.03,40.95,47.81
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,DE,8.41,10.56,25.35,31.35
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,DK,7.38,16.35,22.55,17.66
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,EA,13.01,13.64,26.85,28.84
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,EE,20.85,15.75,46.12,41.06
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,EL,55.26,9.21,8.21,31.41
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,ES,9.15,13.24,20.24,24.71
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,EU27_2020,13.54,14.35,27.11,30.41
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,FI,13.81,24.44,34.54,
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,FR,6.52,12.38,26.5,25.16
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,HR,5.8,15.8,19.66,20.49
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,HU,41.99,20.91,15.69,28.15
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,IE,18.85,28.99,22.78,21.5
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,IT,19.16,18.76,32.14,28.67
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,LT,21.74,17.42,26.97,28.71
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,LU,5.01,3.98,14.35,14.6
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,LV,4.38,6.04,34.16,53.12
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,ME,,,,
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,MK,4.83,,,
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,MT,0.0,9.67,18.61,29.57
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,NL,20.7,16.0,29.09,30.41
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,NO,6.01,10.08,13.49,11.32
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,PL,17.55,22.63,31.65,54.89
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,PT,16.38,10.54,11.81,25.35
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,RO,32.53,71.4,25.32,34.72
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,RS,11.86,14.51,55.75,32.71
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,SE,19.42,7.66,20.17,34.15
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,SI,15.92,14.67,26.25,22.67
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,SK,25.79,20.52,18.4,14.73
A,GE10,C,E_AI_PMS,PC_ENT_AI_TANY,TR,31.72,33.39,41.82,34.78
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,AL,,,,2.3
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,AT,0.87,1.91,9.78,13.55
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,BA,,,,
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,BE,0.81,1.44,6.22,8.66
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,BG,,0.31,1.12,1.08
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,CY,0.19,0.2,0.52,1.5
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,CZ,0.64,0.74,3.98,8.13
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,DE,0.78,0.99,4.09,7.65
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,DK,2.01,2.42,4.9,6.81
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,EA,1.02,1.05,3.15,5.52
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,EE,0.58,0.5,4.55,9.37
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,EL,3.03,0.48,0.62,2.49
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,ES,0.69,1.16,2.0,4.26
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,EU27_2020,0.95,0.98,2.89,5.29
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,FI,2.24,3.17,7.17,
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,FR,0.35,0.62,1.98,4.28
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,HR,0.5,1.11,1.93,2.66
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,HU,1.76,0.91,0.78,2.3
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,IE,1.68,2.09,3.99,3.84
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,IT,1.27,0.93,2.6,4.26
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,LT,1.1,0.84,2.37,5.5
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,LU,0.68,0.64,3.95,5.49
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,LV,0.11,0.25,2.87,6.56
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,ME,0.0,,,
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,MK,0.13,,,
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,MT,0.0,0.99,2.55,5.36
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,NL,2.57,1.88,5.24,8.68
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,NO,0.57,0.85,1.99,2.97
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,PL,0.42,0.65,1.64,4.29
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,PT,1.44,0.95,0.81,2.54
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,RO,0.46,0.96,0.33,1.13
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,RS,0.16,0.12,3.34,2.17
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,SE,1.73,0.57,3.96,11.23
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,SI,2.0,1.83,5.77,5.18
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,SK,1.44,1.32,1.54,2.39
A,GE10,C,E_AI_PMS,PC_ENT_IUSE,TR,1.04,2.07,1.85,2.5
A,GE10,C,E_AI_PPP,PC_ENT,AL,,,,3.81
A,GE10,C,E_AI_PPP,PC_ENT,AT,5.3,4.99,5.54,7.89
A,GE10,C,E_AI_PPP,PC_ENT,BA,0.2,0.25,0.23,
A,GE10,C,E_AI_PPP,PC_ENT,BE,3.98,5.24,7.02,10.18
A,GE10,C,E_AI_PPP,PC_ENT,BG,,0.94,1.26,1.4
A,GE10,C,E_AI_PPP,PC_ENT,CY,1.71,2.42,1.23,0.86
A,GE10,C,E_AI_PPP,PC_ENT,CZ,2.43,3.36,2.98,4.24
A,GE10,C,E_AI_PPP,PC_ENT,DE,2.2,2.41,3.08,4.0
A,GE10,C,E_AI_PPP,PC_ENT,DK,7.48,4.85,4.71,7.04
A,GE10,C,E_AI_PPP,PC_ENT,EA,3.02,2.82,3.0,3.68
A,GE10,C,E_AI_PPP,PC_ENT,EE,1.47,1.17,3.37,4.87
A,GE10,C,E_AI_PPP,PC_ENT,EL,2.95,0.74,0.8,1.25
A,GE10,C,E_AI_PPP,PC_ENT,ES,3.06,3.57,3.12,4.07
A,GE10,C,E_AI_PPP,PC_ENT,EU27_2020,2.76,2.59,2.77,3.49
A,GE10,C,E_AI_PPP,PC_ENT,FI,6.6,5.83,5.73,
A,GE10,C,E_AI_PPP,PC_ENT,FR,1.56,1.82,2.51,3.5
A,GE10,C,E_AI_PPP,PC_ENT,HR,2.3,1.35,2.05,2.0
A,GE10,C,E_AI_PPP,PC_ENT,HU,2.5,2.24,1.58,2.32
A,GE10,C,E_AI_PPP,PC_ENT,IE,4.53,2.85,4.02,3.86
A,GE10,C,E_AI_PPP,PC_ENT,IT,3.37,2.59,2.25,2.31
A,GE10,C,E_AI_PPP,PC_ENT,LT,2.71,1.86,2.45,5.03
A,GE10,C,E_AI_PPP,PC_ENT,LU,4.79,4.18,8.23,5.26
A,GE10,C,E_AI_PPP,PC_ENT,LV,1.08,1.61,2.8,4.33
A,GE10,C,E_AI_PPP,PC_ENT,ME,0.0,,,
A,GE10,C,E_AI_PPP,PC_ENT,MK,,,,
A,GE10,C,E_AI_PPP,PC_ENT,MT,2.31,3.33,4.35,6.98
A,GE10,C,E_AI_PPP,PC_ENT,NL,7.2,3.86,4.64,6.27
A,GE10,C,E_AI_PPP,PC_ENT,NO,4.07,3.35,2.81,2.8
A,GE10,C,E_AI_PPP,PC_ENT,PL,1.31,1.44,1.81,2.51
A,GE10,C,E_AI_PPP,PC_ENT,PT,4.22,4.76,2.8,3.43
A,GE10,C,E_AI_PPP,PC_ENT,RO,0.92,0.3,0.58,1.33
A,GE10,C,E_AI_PPP,PC_ENT,RS,0.68,0.1,0.24,1.34
A,GE10,C,E_AI_PPP,PC_ENT,SE,3.25,2.59,3.9,5.04
A,GE10,C,E_AI_PPP,PC_ENT,SI,6.94,5.72,10.22,6.29
A,GE10,C,E_AI_PPP,PC_ENT,SK,2.12,1.56,1.55,2.62
A,GE10,C,E_AI_PPP,PC_ENT,TR,1.82,3.16,2.26,3.34
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,AL,,,,64.51
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,AT,55.15,40.5,24.4,24.25
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,BA,13.02,9.13,8.03,
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,BE,38.22,34.25,30.2,25.57
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,BG,,36.86,29.03,26.72
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,CY,83.24,63.59,41.33,20.1
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,CZ,57.88,55.84,31.25,25.37
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,DE,23.91,25.85,19.09,16.4
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,DK,27.42,32.76,21.65,18.25
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,EA,38.89,37.07,25.69,19.33
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,EE,54.0,37.6,34.53,21.5
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,EL,55.26,14.3,10.75,16.06
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,ES,41.22,41.13,31.84,23.75
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,EU27_2020,39.84,38.19,26.23,20.22
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,FI,40.61,44.9,27.6,
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,FR,29.24,37.47,33.72,20.67
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,HR,27.79,20.18,21.09,15.49
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,HU,62.56,52.94,32.66,29.84
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,IE,51.23,39.65,22.95,21.86
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,IT,50.83,52.49,28.0,15.69
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,LT,53.62,38.64,27.8,26.24
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,LU,35.54,25.86,30.36,13.99
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,LV,41.36,39.0,33.42,35.06
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,ME,,,,
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,MK,,,,
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,MT,37.11,33.08,31.81,39.28
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,NL,57.97,32.92,25.77,21.97
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,NO,43.49,40.1,19.09,10.79
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,PL,56.3,50.3,35.21,32.64
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,PT,49.21,54.45,41.37,34.47
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,RO,71.77,22.22,44.64,40.96
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,RS,50.02,12.78,3.98,20.17
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,SE,36.61,34.66,20.0,15.34
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,SI,55.2,46.34,47.24,27.75
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,SK,39.31,25.64,19.17,16.58
A,GE10,C,E_AI_PPP,PC_ENT_AI_TANY,TR,58.13,52.73,54.0,47.49
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,AL,,,,3.87
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,AT,5.38,4.99,5.54,7.9
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,BA,0.21,0.25,0.23,
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,BE,3.98,5.24,7.02,10.18
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,BG,,0.96,1.29,1.45
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,CY,1.72,2.43,1.24,0.86
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,CZ,2.49,3.42,3.04,4.32
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,DE,2.21,2.41,3.08,4.0
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,DK,7.48,4.85,4.71,7.04
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,EA,3.04,2.85,3.01,3.7
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,EE,1.5,1.19,3.41,4.91
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,EL,3.03,0.75,0.82,1.27
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,ES,3.09,3.6,3.15,4.09
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,EU27_2020,2.8,2.62,2.79,3.52
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,FI,6.6,5.83,5.73,
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,FR,1.58,1.87,2.52,3.52
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,HR,2.42,1.41,2.08,2.01
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,HU,2.63,2.31,1.63,2.43
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,IE,4.56,2.86,4.02,3.91
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,IT,3.38,2.61,2.27,2.33
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,LT,2.71,1.86,2.45,5.03
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,LU,4.79,4.18,8.35,5.26
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,LV,1.08,1.61,2.8,4.33
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,ME,0.0,,,
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,MK,,,,
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,MT,2.35,3.4,4.37,7.12
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,NL,7.2,3.86,4.64,6.27
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,NO,4.13,3.37,2.82,2.83
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,PL,1.34,1.45,1.82,2.55
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,PT,4.34,4.91,2.85,3.46
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,RO,1.01,0.3,0.59,1.33
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,RS,0.68,0.1,0.24,1.34
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,SE,3.26,2.6,3.92,5.05
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,SI,6.94,5.77,10.38,6.35
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,SK,2.19,1.65,1.61,2.69
A,GE10,C,E_AI_PPP,PC_ENT_IUSE,TR,1.9,3.27,2.39,3.41
A,GE10,C,E_AI_PRDI,PC_ENT,AL,,,,0.0
A,GE10,C,E_AI_PRDI,PC_ENT,AT,,3.32,4.47,5.79
A,GE10,C,E_AI_PRDI,PC_ENT,BA,,,,
A,GE10,C,E_AI_PRDI,PC_ENT,BE,,2.21,5.88,7.8
A,GE10,C,E_AI_PRDI,PC_ENT,BG,,0.43,0.53,0.4
A,GE10,C,E_AI_PRDI,PC_ENT,CY,,0.6,0.52,1.19
A,GE10,C,E_AI_PRDI,PC_ENT,CZ,,0.92,1.95,3.11
A,GE10,C,E_AI_PRDI,PC_ENT,DE,,1.02,1.77,3.53
A,GE10,C,E_AI_PRDI,PC_ENT,DK,,1.55,2.73,3.34
A,GE10,C,E_AI_PRDI,PC_ENT,EA,,1.12,1.96,3.35
A,GE10,C,E_AI_PRDI,PC_ENT,EE,,0.34,1.61,2.29
A,GE10,C,E_AI_PRDI,PC_ENT,EL,,0.7,0.64,1.85
A,GE10,C,E_AI_PRDI,PC_ENT,ES,,1.59,1.64,2.79
A,GE10,C,E_AI_PRDI,PC_ENT,EU27_2020,,1.01,1.79,3.03
A,GE10,C,E_AI_PRDI,PC_ENT,FI,,2.2,4.42,
A,GE10,C,E_AI_PRDI,PC_ENT,FR,,0.92,1.44,3.65
A,GE10,C,E_AI_PRDI,PC_ENT,HR,,0.4,2.05,0.17
A,GE10,C,E_AI_PRDI,PC_ENT,HU,,0.38,0.73,0.95
A,GE10,C,E_AI_PRDI,PC_ENT,IE,,1.96,3.7,3.84
A,GE10,C,E_AI_PRDI,PC_ENT,IT,,0.66,1.8,2.78
A,GE10,C,E_AI_PRDI,PC_ENT,LT,,0.62,1.94,3.75
A,GE10,C,E_AI_PRDI,PC_ENT,LU,,0.96,4.92,4.45
A,GE10,C,E_AI_PRDI,PC_ENT,LV,,0.26,1.32,1.94
A,GE10,C,E_AI_PRDI,PC_ENT,ME,,,,
A,GE10,C,E_AI_PRDI,PC_ENT,MT,,0.59,1.09,1.37
A,GE10,C,E_AI_PRDI,PC_ENT,NL,,2.56,4.53,7.11
A,GE10,C,E_AI_PRDI,PC_ENT,NO,,1.38,2.05,4.16
A,GE10,C,E_AI_PRDI,PC_ENT,PL,,0.53,1.11,1.82
A,GE10,C,E_AI_PRDI,PC_ENT,PT,,1.01,1.02,2.32
A,GE10,C,E_AI_PRDI,PC_ENT,RO,,0.08,0.12,0.31
A,GE10,C,E_AI_PRDI,PC_ENT,RS,,0.08,1.64,1.54
A,GE10,C,E_AI_PRDI,PC_ENT,SE,,1.42,2.77,5.9
A,GE10,C,E_AI_PRDI,PC_ENT,SI,,3.17,3.48,3.23
A,GE10,C,E_AI_PRDI,PC_ENT,SK,,0.68,1.09,2.04
A,GE10,C,E_AI_PRDI,PC_ENT,TR,,1.86,1.71,2.94
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,AL,,,,0.0
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,AT,,26.97,19.68,17.78
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,BA,,,,
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,BE,,14.43,25.29,19.59
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,BG,,16.78,12.19,7.55
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,CY,,15.63,17.43,27.89
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,CZ,,15.3,20.42,18.56
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,DE,,10.94,11.0,14.48
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,DK,,10.45,12.57,8.67
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,EA,,14.79,16.83,17.63
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,EE,,10.9,16.52,10.1
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,EL,,13.45,8.52,23.82
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,ES,,18.3,16.73,16.27
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,EU27_2020,,14.81,16.91,17.54
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,FI,,16.96,21.3,
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,FR,,18.99,19.34,21.54
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,HR,,5.94,21.12,1.32
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,HU,,8.87,15.21,12.24
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,IE,,27.34,21.15,21.76
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,IT,,13.33,22.46,18.87
A,GE10,C,E_AI_PRDI,PC_ENT_AI_TANY,LT,,12.88,21.99,19.58
