,freq,unit,nace_r2,isced11,age,sex,geo\TIME_PERIOD,num_2016,flag_2016,num_2020,flag_2020
49531,A,PC,E,ED3_4GEN,Y25-69,F,EE,,NaN,,NaN
49532,A,PC,E,ED3_4GEN,Y25-69,F,EL,,NaN,,NaN
49533,A,PC,E,ED3_4GEN,Y25-69,F,ES,,NaN,,NaN
49534,A,PC,E,ED3_4GEN,Y25-69,F,EU27_2020,,NaN,,NaN
49535,A,PC,E,ED3_4GEN,Y25-69,F,FI,,NaN,,NaN
49536,A,PC,E,ED3_4GEN,Y25-69,F,FR,,NaN,,NaN
49537,A,PC,E,ED3_4GEN,Y25-69,F,HR,,NaN,,NaN
49538,A,PC,E,ED3_4GEN,Y25-69,F,HU,,NaN,,NaN
49539,A,PC,E,ED3_4GEN,Y25-69,F,IE,,NaN,,NaN
49540,A,PC,E,ED3_4GEN,Y25-69,F,IS,,NaN,,NaN
49541,A,PC,E,ED3_4GEN,Y25-69,F,IT,,NaN,,NaN
49542,A,PC,E,ED3_4GEN,Y25-69,F,LT,,NaN,,NaN
49543,A,PC,E,ED3_4GEN,Y25-69,F,LU,,NaN,,NaN
49544,A,PC,E,ED3_4GEN,Y25-69,F,LV,,NaN,,NaN
49545,A,PC,E,ED3_4GEN,Y25-69,F,MT,,NaN,,NaN
49546,A,PC,E,ED3_4GEN,Y25-69,F,NL,,NaN,,NaN
49547,A,PC,E,ED3_4GEN,Y25-69,F,NO,,NaN,,NaN
49548,A,PC,E,ED3_4GEN,Y25-69,F,PL,,NaN,,NaN
49549,A,PC,E,ED3_4GEN,Y25-69,F,PT,,NaN,,NaN
49550,A,PC,E,ED3_4GEN,Y25-69,F,RO,,NaN,,NaN
49551,A,PC,E,ED3_4GEN,Y25-69,F,RS,,NaN,,NaN
49552,A,PC,E,ED3_4GEN,Y25-69,F,SE,,NaN,,NaN
49553,A,PC,E,ED3_4GEN,Y25-69,F,SI,,NaN,,NaN
49554,A,PC,E,ED3_4GEN,Y25-69,F,SK,,NaN,,NaN
49555,A,PC,E,ED3_4GEN,Y25-69,F,TR,,NaN,,NaN
49556,A,PC,E,ED3_4GEN,Y25-69,M,AT,,NaN,,NaN
49557,A,PC,E,ED3_4GEN,Y25-69,M,BA,,NaN,,NaN
49558,A,PC,E,ED3_4GEN,Y25-69,M,BE,,NaN,,NaN
49559,A,PC,E,ED3_4GEN,Y25-69,M,BG,,NaN,,NaN
49560,A,PC,E,ED3_4GEN,Y25-69,M,CH,,NaN,,NaN
49561,A,PC,E,ED3_4GEN,Y25-69,M,CY,,NaN,,NaN
49562,A,PC,E,ED3_4GEN,Y25-69,M,CZ,,NaN,,NaN
49563,A,PC,E,ED3_4GEN,Y25-69,M,DE,,NaN,,NaN
49564,A,PC,E,ED3_4GEN,Y25-69,M,DK,,NaN,,NaN
49565,A,PC,E,ED3_4GEN,Y25-69,M,EA20,,NaN,,NaN
49566,A,PC,E,ED3_4GEN,Y25-69,M,EE,,NaN,,NaN
49567,A,PC,E,ED3_4GEN,Y25-69,M,EL,,NaN,,NaN
49568,A,PC,E,ED3_4GEN,Y25-69,M,ES,,NaN,,NaN
49569,A,PC,E,ED3_4GEN,Y25-69,M,EU27_2020,,NaN,,NaN
49570,A,PC,E,ED3_4GEN,Y25-69,M,FI,,NaN,,NaN
49571,A,PC,E,ED3_4GEN,Y25-69,M,FR,,NaN,,NaN
49572,A,PC,E,ED3_4GEN,Y25-69,M,HR,,NaN,,NaN
49573,A,PC,E,ED3_4GEN,Y25-69,M,HU,,NaN,,NaN
49574,A,PC,E,ED3_4GEN,Y25-69,M,IE,,NaN,,NaN
49575,A,PC,E,ED3_4GEN,Y25-69,M,IS,,NaN,,NaN
49576,A,PC,E,ED3_4GEN,Y25-69,M,IT,,NaN,,NaN
49577,A,PC,E,ED3_4GEN,Y25-69,M,LT,,NaN,,NaN
49578,A,PC,E,ED3_4GEN,Y25-69,M,LU,,NaN,,NaN
49579,A,PC,E,ED3_4GEN,Y25-69,M,LV,,NaN,,NaN
49580,A,PC,E,ED3_4GEN,Y25-69,M,MT,,NaN,,NaN
49581,A,PC,E,ED3_4GEN,Y25-69,M,NL,,NaN,,NaN
49582,A,PC,E,ED3_4GEN,Y25-69,M,NO,,NaN,,NaN
49583,A,PC,E,ED3_4GEN,Y25-69,M,PL,,NaN,,NaN
49584,A,PC,E,ED3_4GEN,Y25-69,M,PT,,NaN,,NaN
49585,A,PC,E,ED3_4GEN,Y25-69,M,RO,,NaN,,NaN
49586,A,PC,E,ED3_4GEN,Y25-69,M,RS,,NaN,,NaN
49587,A,PC,E,ED3_4GEN,Y25-69,M,SE,,NaN,,NaN
49588,A,PC,E,ED3_4GEN,Y25-69,M,SI,,NaN,,NaN
49589,A,PC,E,ED3_4GEN,Y25-69,M,SK,,NaN,,NaN
49590,A,PC,E,ED3_4GEN,Y25-69,M,TR,,NaN,,NaN
49591,A,PC,E,ED3_4GEN,Y25-69,T,AT,,NaN,,NaN
49592,A,PC,E,ED3_4GEN,Y25-69,T,BA,,NaN,,NaN
49593,A,PC,E,ED3_4GEN,Y25-69,T,BE,,NaN,,NaN
49594,A,PC,E,ED3_4GEN,Y25-69,T,BG,,NaN,,NaN
49595,A,PC,E,ED3_4GEN,Y25-69,T,CH,,NaN,,NaN
49596,A,PC,E,ED3_4GEN,Y25-69,T,CY,,NaN,,NaN
49597,A,PC,E,ED3_4GEN,Y25-69,T,CZ,,NaN,,NaN
49598,A,PC,E,ED3_4GEN,Y25-69,T,DE,,NaN,,NaN
49599,A,PC,E,ED3_4GEN,Y25-69,T,DK,,NaN,,NaN
49600,A,PC,E,ED3_4GEN,Y25-69,T,EA20,,NaN,,NaN
49601,A,PC,E,ED3_4GEN,Y25-69,T,EE,,NaN,,NaN
49602,A,PC,E,ED3_4GEN,Y25-69,T,EL,,NaN,,NaN
49603,A,PC,E,ED3_4GEN,Y25-69,T,ES,,NaN,,NaN
49604,A,PC,E,ED3_4GEN,Y25-69,T,EU27_2020,,NaN,,NaN
49605,A,PC,E,ED3_4GEN,Y25-69,T,FI,,NaN,,NaN
49606,A,PC,E,ED3_4GEN,Y25-69,T,FR,,NaN,,NaN
49607,A,PC,E,ED3_4GEN,Y25-69,T,HR,,NaN,,NaN
49608,A,PC,E,ED3_4GEN,Y25-69,T,HU,,NaN,,NaN
49609,A,PC,E,ED3_4GEN,Y25-69,T,IE,,NaN,,NaN
49610,A,PC,E,ED3_4GEN,Y25-69,T,IS,,NaN,,NaN
49611,A,PC,E,ED3_4GEN,Y25-69,T,IT,,NaN,,NaN
49612,A,PC,E,ED3_4GEN,Y25-69,T,LT,,NaN,,NaN
49613,A,PC,E,ED3_4GEN,Y25-69,T,LU,,NaN,,NaN
49614,A,PC,E,ED3_4GEN,Y25-69,T,LV,,NaN,,NaN
49615,A,PC,E,ED3_4GEN,Y25-69,T,MT,,NaN,,NaN
49616,A,PC,E,ED3_4GEN,Y25-69,T,NL,,NaN,,NaN
49617,A,PC,E,ED3_4GEN,Y25-69,T,NO,,NaN,,NaN
49618,A,PC,E,ED3_4GEN,Y25-69,T,PL,,NaN,,NaN
49619,A,PC,E,ED3_4GEN,Y25-69,T,PT,,NaN,,NaN
49620,A,PC,E,ED3_4GEN,Y25-69,T,RO,,NaN,,NaN
49621,A,PC,E,ED3_4GEN,Y25-69,T,RS,,NaN,,NaN
49622,A,PC,E,ED3_4GEN,Y25-69,T,SE,,NaN,,NaN
49623,A,PC,E,ED3_4GEN,Y25-69,T,SI,,NaN,,NaN
49624,A,PC,E,ED3_4GEN,Y25-69,T,SK,,NaN,,NaN
49625,A,PC,E,ED3_4GEN,Y25-69,T,TR,,NaN,,NaN
49626,A,PC,E,ED3_4GEN,Y25-74,F,AT,,NaN,,NaN
49627,A,PC,E,ED3_4GEN,Y25-74,F,BA,,NaN,,NaN
49628,A,PC,E,ED3_4GEN,Y25-74,F,BE,,NaN,,NaN
49629,A,PC,E,ED3_4GEN,Y25-74,F,BG,,NaN,,NaN
49630,A,PC,E,ED3_4GEN,Y25-74,F,CH,,NaN,,NaN
49631,A,PC,E,ED3_4GEN,Y25-74,F,CY,,NaN,,NaN
49632,A,PC,E,ED3_4GEN,Y25-74,F,CZ,,NaN,,NaN
49633,A,PC,E,ED3_4GEN,Y25-74,F,DE,,NaN,,NaN
49634,A,PC,E,ED3_4GEN,Y25-74,F,DK,,NaN,,NaN
49635,A,PC,E,ED3_4GEN,Y25-74,F,EA20,,NaN,,NaN
49636,A,PC,E,ED3_4GEN,Y25-74,F,EE,,NaN,,NaN
49637,A,PC,E,ED3_4GEN,Y25-74,F,EL,,NaN,,NaN
49638,A,PC,E,ED3_4GEN,Y25-74,F,ES,,NaN,,NaN
49639,A,PC,E,ED3_4GEN,Y25-74,F,EU27_2020,,NaN,,NaN
49640,A,PC,E,ED3_4GEN,Y25-74,F,FI,,NaN,,NaN
49641,A,PC,E,ED3_4GEN,Y25-74,F,FR,,NaN,,NaN
49642,A,PC,E,ED3_4GEN,Y25-74,F,HR,,NaN,,NaN
49643,A,PC,E,ED3_4GEN,Y25-74,F,HU,,NaN,,NaN
49644,A,PC,E,ED3_4GEN,Y25-74,F,IE,,NaN,,NaN
49645,A,PC,E,ED3_4GEN,Y25-74,F,IS,,NaN,,NaN
49646,A,PC,E,ED3_4GEN,Y25-74,F,IT,,NaN,,NaN
49647,A,PC,E,ED3_4GEN,Y25-74,F,LT,,NaN,,NaN
49648,A,PC,E,ED3_4GEN,Y25-74,F,LU,,NaN,,NaN
49649,A,PC,E,ED3_4GEN,Y25-74,F,LV,,NaN,,NaN
49650,A,PC,E,ED3_4GEN,Y25-74,F,MT,,NaN,,NaN
49651,A,PC,E,ED3_4GEN,Y25-74,F,NL,,NaN,,NaN
49652,A,PC,E,ED3_4GEN,Y25-74,F,NO,,NaN,,NaN
49653,A,PC,E,ED3_4GEN,Y25-74,F,PL,,NaN,,NaN
49654,A,PC,E,ED3_4GEN,Y25-74,F,PT,,NaN,,NaN
49655,A,PC,E,ED3_4GEN,Y25-74,F,RO,,NaN,,NaN
49656,A,PC,E,ED3_4GEN,Y25-74,F,RS,,NaN,,NaN
49657,A,PC,E,ED3_4GEN,Y25-74,F,SE,,NaN,,NaN
49658,A,PC,E,ED3_4GEN,Y25-74,F,SI,,NaN,,NaN
49659,A,PC,E,ED3_4GEN,Y25-74,F,SK,,NaN,,NaN
49660,A,PC,E,ED3_4GEN,Y25-74,F,TR,,NaN,,NaN
49661,A,PC,E,ED3_4GEN,Y25-74,M,AT,,NaN,,NaN
49662,A,PC,E,ED3_4GEN,Y25-74,M,BA,,NaN,,NaN
49663,A,PC,E,ED3_4GEN,Y25-74,M,BE,,NaN,,NaN
49664,A,PC,E,ED3_4GEN,Y25-74,M,BG,,NaN,,NaN
49665,A,PC,E,ED3_4GEN,Y25-74,M,CH,,NaN,,NaN
49666,A,PC,E,ED3_4GEN,Y25-74,M,CY,,NaN,,NaN
49667,A,PC,E,ED3_4GEN,Y25-74,M,CZ,,NaN,,NaN
49668,A,PC,E,ED3_4GEN,Y25-74,M,DE,,NaN,,NaN
49669,A,PC,E,ED3_4GEN,Y25-74,M,DK,,NaN,,NaN
49670,A,PC,E,ED3_4GEN,Y25-74,M,EA20,,NaN,,NaN
49671,A,PC,E,ED3_4GEN,Y25-74,M,EE,,NaN,,NaN
49672,A,PC,E,ED3_4GEN,Y25-74,M,EL,,NaN,,NaN
49673,A,PC,E,ED3_4GEN,Y25-74,M,ES,,NaN,,NaN
49674,A,PC,E,ED3_4GEN,Y25-74,M,EU27_2020,,NaN,,NaN
49675,A,PC,E,ED3_4GEN,Y25-74,M,FI,,NaN,,NaN
49676,A,PC,E,ED3_4GEN,Y25-74,M,FR,,NaN,,NaN
49677,A,PC,E,ED3_4GEN,Y25-74,M,HR,,NaN,,NaN
49678,A,PC,E,ED3_4GEN,Y25-74,M,HU,,NaN,,NaN
49679,A,PC,E,ED3_4GEN,Y25-74,M,IE,,NaN,,NaN
49680,A,PC,E,ED3_4GEN,Y25-74,M,IS,,NaN,,NaN
49681,A,PC,E,ED3_4GEN,Y25-74,M,IT,,NaN,,NaN
49682,A,PC,E,ED3_4GEN,Y25-74,M,LT,,NaN,,NaN
49683,A,PC,E,ED3_4GEN,Y25-74,M,LU,,NaN,,NaN
49684,A,PC,E,ED3_4GEN,Y25-74,M,LV,,NaN,,NaN
49685,A,PC,E,ED3_4GEN,Y25-74,M,MT,,NaN,,NaN
49686,A,PC,E,ED3_4GEN,Y25-74,M,NL,,NaN,,NaN
49687,A,PC,E,ED3_4GEN,Y25-74,M,NO,,NaN,,NaN
49688,A,PC,E,ED3_4GEN,Y25-74,M,PL,,NaN,,NaN
49689,A,PC,E,ED3_4GEN,Y25-74,M,PT,,NaN,,NaN
49690,A,PC,E,ED3_4GEN,Y25-74,M,RO,,NaN,,NaN
49691,A,PC,E,ED3_4GEN,Y25-74,M,RS,,NaN,,NaN
49692,A,PC,E,ED3_4GEN,Y25-74,M,SE,,NaN,,NaN
49693,A,PC,E,ED3_4GEN,Y25-74,M,SI,,NaN,,NaN
49694,A,PC,E,ED3_4GEN,Y25-74,M,SK,,NaN,,NaN
49695,A,PC,E,ED3_4GEN,Y25-74,M,TR,,NaN,,NaN
49696,A,PC,E,ED3_4GEN,Y25-74,T,AT,,NaN,,NaN
49697,A,PC,E,ED3_4GEN,Y25-74,T,BA,,NaN,,NaN
49698,A,PC,E,ED3_4GEN,Y25-74,T,BE,,NaN,,NaN
49699,A,PC,E,ED3_4GEN,Y25-74,T,BG,,NaN,,NaN
49700,A,PC,E,ED3_4GEN,Y25-74,T,CH,,NaN,,NaN
49701,A,PC,E,ED3_4GEN,Y25-74,T,CY,,NaN,,NaN
49702,A,PC,E,ED3_4GEN,Y25-74,T,CZ,,NaN,,NaN
49703,A,PC,E,ED3_4GEN,Y25-74,T,DE,,NaN,,NaN
49704,A,PC,E,ED3_4GEN,Y25-74,T,DK,,NaN,,NaN
49705,A,PC,E,ED3_4GEN,Y25-74,T,EA20,,NaN,,NaN
49706,A,PC,E,ED3_4GEN,Y25-74,T,EE,,NaN,,NaN
49707,A,PC,E,ED3_4GEN,Y25-74,T,EL,,NaN,,NaN
49708,A,PC,E,ED3_4GEN,Y25-74,T,ES,,NaN,,NaN
49709,A,PC,E,ED3_4GEN,Y25-74,T,EU27_2020,,NaN,,NaN
49710,A,PC,E,ED3_4GEN,Y25-74,T,FI,,NaN,,NaN
49711,A,PC,E,ED3_4GEN,Y25-74,T,FR,,NaN,,NaN
49712,A,PC,E,ED3_4GEN,Y25-74,T,HR,,NaN,,NaN
49713,A,PC,E,ED3_4GEN,Y25-74,T,HU,,NaN,,NaN
49714,A,PC,E,ED3_4GEN,Y25-74,T,IE,,NaN,,NaN
49715,A,PC,E,ED3_4GEN,Y25-74,T,IS,,NaN,,NaN
49716,A,PC,E,ED3_4GEN,Y25-74,T,IT,,NaN,,NaN
49717,A,PC,E,ED3_4GEN,Y25-74,T,LT,,NaN,,NaN
49718,A,PC,E,ED3_4GEN,Y25-74,T,LU,,NaN,,NaN
49719,A,PC,E,ED3_4GEN,Y25-74,T,LV,,NaN,,NaN
49720,A,PC,E,ED3_4GEN,Y25-74,T,MT,,NaN,,NaN
49721,A,PC,E,ED3_4GEN,Y25-74,T,NL,,NaN,,NaN
49722,A,PC,E,ED3_4GEN,Y25-74,T,NO,,NaN,,NaN
49723,A,PC,E,ED3_4GEN,Y25-74,T,PL,,NaN,,NaN
49724,A,PC,E,ED3_4GEN,Y25-74,T,PT,,NaN,,NaN
49725,A,PC,E,ED3_4GEN,Y25-74,T,RO,,NaN,,NaN
49726,A,PC,E,ED3_4GEN,Y25-74,T,RS,,NaN,,NaN
49727,A,PC,E,ED3_4GEN,Y25-74,T,SE,,NaN,,NaN
49728,A,PC,E,ED3_4GEN,Y25-74,T,SI,,NaN,,NaN
49729,A,PC,E,ED3_4GEN,Y25-74,T,SK,,NaN,,NaN
49730,A,PC,E,ED3_4GEN,Y25-74,T,TR,,NaN,,NaN
49731,A,PC,E,ED3_4GEN,Y30-54,F,AT,,NaN,,NaN
49732,A,PC,E,ED3_4GEN,Y30-54,F,BA,,NaN,,NaN
49733,A,PC,E,ED3_4GEN,Y30-54,F,BE,,NaN,,NaN
49734,A,PC,E,ED3_4GEN,Y30-54,F,BG,,NaN,,NaN
49735,A,PC,E,ED3_4GEN,Y30-54,F,CH,,NaN,,NaN
49736,A,PC,E,ED3_4GEN,Y30-54,F,CY,,NaN,,NaN
49737,A,PC,E,ED3_4GEN,Y30-54,F,CZ,,NaN,,NaN
49738,A,PC,E,ED3_4GEN,Y30-54,F,DE,,NaN,,NaN
49739,A,PC,E,ED3_4GEN,Y30-54,F,DK,,NaN,,NaN
49740,A,PC,E,ED3_4GEN,Y30-54,F,EA20,,NaN,,NaN
49741,A,PC,E,ED3_4GEN,Y30-54,F,EE,,NaN,,NaN
49742,A,PC,E,ED3_4GEN,Y30-54,F,EL,,NaN,,NaN
49743,A,PC,E,ED3_4GEN,Y30-54,F,ES,,NaN,,NaN
49744,A,PC,E,ED3_4GEN,Y30-54,F,EU27_2020,,NaN,,NaN
49745,A,PC,E,ED3_4GEN,Y30-54,F,FI,,NaN,,NaN
49746,A,PC,E,ED3_4GEN,Y30-54,F,FR,,NaN,,NaN
49747,A,PC,E,ED3_4GEN,Y30-54,F,HR,,NaN,,NaN
49748,A,PC,E,ED3_4GEN,Y30-54,F,HU,,NaN,,NaN
49749,A,PC,E,ED3_4GEN,Y30-54,F,IE,,NaN,,NaN
49750,A,PC,E,ED3_4GEN,Y30-54,F,IS,,NaN,,NaN
49751,A,PC,E,ED3_4GEN,Y30-54,F,IT,,NaN,,NaN
49752,A,PC,E,ED3_4GEN,Y30-54,F,LT,,NaN,,NaN
49753,A,PC,E,ED3_4GEN,Y30-54,F,LU,,NaN,,NaN
49754,A,PC,E,ED3_4GEN,Y30-54,F,LV,,NaN,,NaN
49755,A,PC,E,ED3_4GEN,Y30-54,F,MT,,NaN,,NaN
49756,A,PC,E,ED3_4GEN,Y30-54,F,NL,,NaN,,NaN
49757,A,PC,E,ED3_4GEN,Y30-54,F,NO,,NaN,,NaN
49758,A,PC,E,ED3_4GEN,Y30-54,F,PL,,NaN,,NaN
49759,A,PC,E,ED3_4GEN,Y30-54,F,PT,,NaN,,NaN
49760,A,PC,E,ED3_4GEN,Y30-54,F,RO,,NaN,,NaN
49761,A,PC,E,ED3_4GEN,Y30-54,F,RS,,NaN,,NaN
49762,A,PC,E,ED3_4GEN,Y30-54,F,SE,,NaN,,NaN
49763,A,PC,E,ED3_4GEN,Y30-54,F,SI,,NaN,,NaN
49764,A,PC,E,ED3_4GEN,Y30-54,F,SK,,NaN,,NaN
49765,A,PC,E,ED3_4GEN,Y30-54,F,TR,,NaN,,NaN
49766,A,PC,E,ED3_4GEN,Y30-54,M,AT,,NaN,,NaN
49767,A,PC,E,ED3_4GEN,Y30-54,M,BA,,NaN,,NaN
49768,A,PC,E,ED3_4GEN,Y30-54,M,BE,,NaN,,NaN
49769,A,PC,E,ED3_4GEN,Y30-54,M,BG,,NaN,,NaN
49770,A,PC,E,ED3_4GEN,Y30-54,M,CH,,NaN,,NaN
49771,A,PC,E,ED3_4GEN,Y30-54,M,CY,,NaN,,NaN
49772,A,PC,E,ED3_4GEN,Y30-54,M,CZ,,NaN,,NaN
49773,A,PC,E,ED3_4GEN,Y30-54,M,DE,,NaN,,NaN
49774,A,PC,E,ED3_4GEN,Y30-54,M,DK,,NaN,,NaN
49775,A,PC,E,ED3_4GEN,Y30-54,M,EA20,,NaN,,NaN
49776,A,PC,E,ED3_4GEN,Y30-54,M,EE,,NaN,,NaN
49777,A,PC,E,ED3_4GEN,Y30-54,M,EL,,NaN,,NaN
49778,A,PC,E,ED3_4GEN,Y30-54,M,ES,,NaN,,NaN
49779,A,PC,E,ED3_4GEN,Y30-54,M,EU27_2020,,NaN,,NaN
49780,A,PC,E,ED3_4GEN,Y30-54,M,FI,,NaN,,NaN
49781,A,PC,E,ED3_4GEN,Y30-54,M,FR,,NaN,,NaN
49782,A,PC,E,ED3_4GEN,Y30-54,M,HR,,NaN,,NaN
49783,A,PC,E,ED3_4GEN,Y30-54,M,HU,,NaN,,NaN
49784,A,PC,E,ED3_4GEN,Y30-54,M,IE,,NaN,,NaN
49785,A,PC,E,ED3_4GEN,Y30-54,M,IS,,NaN,,NaN
49786,A,PC,E,ED3_4GEN,Y30-54,M,IT,,NaN,,NaN
49787,A,PC,E,ED3_4GEN,Y30-54,M,LT,,NaN,,NaN
49788,A,PC,E,ED3_4GEN,Y30-54,M,LU,,NaN,,NaN
49789,A,PC,E,ED3_4GEN,Y30-54,M,LV,,NaN,,NaN
49790,A,PC,E,ED3_4GEN,Y30-54,M,MT,,NaN,,NaN
49791,A,PC,E,ED3_4GEN,Y30-54,M,NL,,NaN,,NaN
49792,A,PC,E,ED3_4GEN,Y30-54,M,NO,,NaN,,NaN
49793,A,PC,E,ED3_4GEN,Y30-54,M,PL,,NaN,,NaN
49794,A,PC,E,ED3_4GEN,Y30-54,M,PT,,NaN,,NaN
49795,A,PC,E,ED3_4GEN,Y30-54,M,RO,,NaN,,NaN
49796,A,PC,E,ED3_4GEN,Y30-54,M,RS,,NaN,,NaN
49797,A,PC,E,ED3_4GEN,Y30-54,M,SE,,NaN,,NaN
49798,A,PC,E,ED3_4GEN,Y30-54,M,SI,,NaN,,NaN
49799,A,PC,E,ED3_4GEN,Y30-54,M,SK,,NaN,,NaN
49800,A,PC,E,ED3_4GEN,Y30-54,M,TR,,NaN,,NaN
49801,A,PC,E,ED3_4GEN,Y30-54,T,AT,,NaN,,NaN
49802,A,PC,E,ED3_4GEN,Y30-54,T,BA,,NaN,,NaN
49803,A,PC,E,ED3_4GEN,Y30-54,T,BE,,NaN,,NaN
49804,A,PC,E,ED3_4GEN,Y30-54,T,BG,,NaN,,NaN
49805,A,PC,E,ED3_4GEN,Y30-54,T,CH,,NaN,,NaN
49806,A,PC,E,ED3_4GEN,Y30-54,T,CY,,NaN,,NaN
49807,A,PC,E,ED3_4GEN,Y30-54,T,CZ,,NaN,,NaN
49808,A,PC,E,ED3_4GEN,Y30-54,T,DE,,NaN,,NaN
49809,A,PC,E,ED3_4GEN,Y30-54,T,DK,,NaN,,NaN
49810,A,PC,E,ED3_4GEN,Y30-54,T,EA20,,NaN,,NaN
49811,A,PC,E,ED3_4GEN,Y30-54,T,EE,,NaN,,NaN
49812,A,PC,E,ED3_4GEN,Y30-54,T,EL,,NaN,,NaN
49813,A,PC,E,ED3_4GEN,Y30-54,T,ES,,NaN,,NaN
49814,A,PC,E,ED3_4GEN,Y30-54,T,EU27_2020,,NaN,,NaN
49815,A,PC,E,ED3_4GEN,Y30-54,T,FI,,NaN,,NaN
49816,A,PC,E,ED3_4GEN,Y30-54,T,FR,,NaN,,NaN
49817,A,PC,E,ED3_4GEN,Y30-54,T,HR,,NaN,,NaN
49818,A,PC,E,ED3_4GEN,Y30-54,T,HU,,NaN,,NaN
49819,A,PC,E,ED3_4GEN,Y30-54,T,IE,,NaN,,NaN
49820,A,PC,E,ED3_4GEN,Y30-54,T,IS,,NaN,,NaN
49821,A,PC,E,ED3_4GEN,Y30-54,T,IT,,NaN,,NaN
49822,A,PC,E,ED3_4GEN,Y30-54,T,LT,,NaN,,NaN
49823,A,PC,E,ED3_4GEN,Y30-54,T,LU,,NaN,,NaN
49824,A,PC,E,ED3_4GEN,Y30-54,T,LV,,NaN,,NaN
49825,A,PC,E,ED3_4GEN,Y30-54,T,MT,,NaN,,NaN
49826,A,PC,E,ED3_4GEN,Y30-54,T,NL,,NaN,,NaN
49827,A,PC,E,ED3_4GEN,Y30-54,T,NO,,NaN,,NaN
49828,A,PC,E,ED3_4GEN,Y30-54,T,PL,,NaN,,NaN
49829,A,PC,E,ED3_4GEN,Y30-54,T,PT,,NaN,,NaN
49830,A,PC,E,ED3_4GEN,Y30-54,T,RO,,NaN,,NaN
49831,A,PC,E,ED3_4GEN,Y30-54,T,RS,,NaN,,NaN
49832,A,PC,E,ED3_4GEN,Y30-54,T,SE,,NaN,,NaN
49833,A,PC,E,ED3_4GEN,Y30-54,T,SI,,NaN,,NaN
49834,A,PC,E,ED3_4GEN,Y30-54,T,SK,,NaN,,NaN
49835,A,PC,E,ED3_4GEN,Y30-54,T,TR,,NaN,,NaN
49836,A,PC,E,ED3_4GEN,Y55-74,F,AT,,NaN,,NaN
49837,A,PC,E,ED3_4GEN,Y55-74,F,BA,,NaN,,NaN
49838,A,PC,E,ED3_4GEN,Y55-74,F,BE,,NaN,,NaN
49839,A,PC,E,ED3_4GEN,Y55-74,F,BG,,NaN,,NaN
49840,A,PC,E,ED3_4GEN,Y55-74,F,CH,,NaN,,NaN
49841,A,PC,E,ED3_4GEN,Y55-74,F,CY,,NaN,,NaN
49842,A,PC,E,ED3_4GEN,Y55-74,F,CZ,,NaN,,NaN
49843,A,PC,E,ED3_4GEN,Y55-74,F,DE,,NaN,,NaN
49844,A,PC,E,ED3_4GEN,Y55-74,F,DK,,NaN,,NaN
49845,A,PC,E,ED3_4GEN,Y55-74,F,EA20,,NaN,,NaN
49846,A,PC,E,ED3_4GEN,Y55-74,F,EE,,NaN,,NaN
49847,A,PC,E,ED3_4GEN,Y55-74,F,EL,,NaN,,NaN
49848,A,PC,E,ED3_4GEN,Y55-74,F,ES,,NaN,,NaN
49849,A,PC,E,ED3_4GEN,Y55-74,F,EU27_2020,,NaN,,NaN
49850,A,PC,E,ED3_4GEN,Y55-74,F,FI,,NaN,,NaN
49851,A,PC,E,ED3_4GEN,Y55-74,F,FR,,NaN,,NaN
49852,A,PC,E,ED3_4GEN,Y55-74,F,HR,,NaN,,NaN
49853,A,PC,E,ED3_4GEN,Y55-74,F,HU,,NaN,,NaN
49854,A,PC,E,ED3_4GEN,Y55-74,F,IE,,NaN,,NaN
49855,A,PC,E,ED3_4GEN,Y55-74,F,IS,,NaN,,NaN
49856,A,PC,E,ED3_4GEN,Y55-74,F,IT,,NaN,,NaN
49857,A,PC,E,ED3_4GEN,Y55-74,F,LT,,NaN,,NaN
49858,A,PC,E,ED3_4GEN,Y55-74,F,LU,,NaN,,NaN
49859,A,PC,E,ED3_4GEN,Y55-74,F,LV,,NaN,,NaN
49860,A,PC,E,ED3_4GEN,Y55-74,F,MT,,NaN,,NaN
49861,A,PC,E,ED3_4GEN,Y55-74,F,NL,,NaN,,NaN
49862,A,PC,E,ED3_4GEN,Y55-74,F,NO,,NaN,,NaN
49863,A,PC,E,ED3_4GEN,Y55-74,F,PL,,NaN,,NaN
49864,A,PC,E,ED3_4GEN,Y55-74,F,PT,,NaN,,NaN
49865,A,PC,E,ED3_4GEN,Y55-74,F,RO,,NaN,,NaN
49866,A,PC,E,ED3_4GEN,Y55-74,F,RS,,NaN,,NaN
49867,A,PC,E,ED3_4GEN,Y55-74,F,SE,,NaN,,NaN
49868,A,PC,E,ED3_4GEN,Y55-74,F,SI,,NaN,,NaN
49869,A,PC,E,ED3_4GEN,Y55-74,F,SK,,NaN,,NaN
49870,A,PC,E,ED3_4GEN,Y55-74,F,TR,,NaN,,NaN
49871,A,PC,E,ED3_4GEN,Y55-74,M,AT,,NaN,,NaN
49872,A,PC,E,ED3_4GEN,Y55-74,M,BA,,NaN,,NaN
49873,A,PC,E,ED3_4GEN,Y55-74,M,BE,,NaN,,NaN
49874,A,PC,E,ED3_4GEN,Y55-74,M,BG,,NaN,,NaN
49875,A,PC,E,ED3_4GEN,Y55-74,M,CH,,NaN,,NaN
49876,A,PC,E,ED3_4GEN,Y55-74,M,CY,,NaN,,NaN
49877,A,PC,E,ED3_4GEN,Y55-74,M,CZ,,NaN,,NaN
