,freq,unit,nace_r2,isced11,age,sex,geo\TIME_PERIOD,num_2016,flag_2016,num_2020,flag_2020
0,A,PC,A,ED0-2,Y15-24,F,AT,,u,,u
1,A,PC,A,ED0-2,Y15-24,F,BA,,NaN,,NaN
2,A,PC,A,ED0-2,Y15-24,F,BE,,u,,u
3,A,PC,A,ED0-2,Y15-24,F,BG,,u,,u
4,A,PC,A,ED0-2,Y15-24,F,CH,33.1,u,,u
5,A,PC,A,ED0-2,Y15-24,F,CY,,u,,u
6,A,PC,A,ED0-2,Y15-24,F,CZ,,u,,u
7,A,PC,A,ED0-2,Y15-24,F,DE,,u,,bu
8,A,PC,A,ED0-2,Y15-24,F,DK,,bu,,u
9,A,PC,A,ED0-2,Y15-24,F,EA20,38.7,NaN,,u
10,A,PC,A,ED0-2,Y15-24,F,EE,,u,,u
11,A,PC,A,ED0-2,Y15-24,F,EL,,u,,NaN
12,A,PC,A,ED0-2,Y15-24,F,ES,65.2,u,39.8,u
13,A,PC,A,ED0-2,Y15-24,F,EU27_2020,38.0,NaN,,u
14,A,PC,A,ED0-2,Y15-24,F,FI,,u,,u
15,A,PC,A,ED0-2,Y15-24,F,FR,25.0,u,,u
16,A,PC,A,ED0-2,Y15-24,F,HR,,u,,u
17,A,PC,A,ED0-2,Y15-24,F,HU,,u,,u
18,A,PC,A,ED0-2,Y15-24,F,IE,,u,,u
19,A,PC,A,ED0-2,Y15-24,F,IS,,u,,bu
20,A,PC,A,ED0-2,Y15-24,F,IT,30.9,u,,u
21,A,PC,A,ED0-2,Y15-24,F,LT,,u,,u
22,A,PC,A,ED0-2,Y15-24,F,LU,,u,,u
23,A,PC,A,ED0-2,Y15-24,F,LV,,u,,u
24,A,PC,A,ED0-2,Y15-24,F,ME,,NaN,,u
25,A,PC,A,ED0-2,Y15-24,F,MK,,u,,u
26,A,PC,A,ED0-2,Y15-24,F,MT,,u,,u
27,A,PC,A,ED0-2,Y15-24,F,NL,52.5,NaN,42.9,NaN
28,A,PC,A,ED0-2,Y15-24,F,NO,52.8,u,,u
29,A,PC,A,ED0-2,Y15-24,F,PL,,u,,u
30,A,PC,A,ED0-2,Y15-24,F,PT,,u,,u
31,A,PC,A,ED0-2,Y15-24,F,RO,,u,,u
32,A,PC,A,ED0-2,Y15-24,F,RS,,u,,u
33,A,PC,A,ED0-2,Y15-24,F,SE,45.2,u,,u
34,A,PC,A,ED0-2,Y15-24,F,SI,,u,,u
35,A,PC,A,ED0-2,Y15-24,F,SK,,u,,u
36,A,PC,A,ED0-2,Y15-24,F,TR,92.1,NaN,83.8,NaN
37,A,PC,A,ED0-2,Y15-24,F,UK,,u,,NaN
38,A,PC,A,ED0-2,Y15-24,M,AT,,u,,u
39,A,PC,A,ED0-2,Y15-24,M,BA,,NaN,,NaN
40,A,PC,A,ED0-2,Y15-24,M,BE,,u,,u
41,A,PC,A,ED0-2,Y15-24,M,BG,,u,,u
42,A,PC,A,ED0-2,Y15-24,M,CH,58.6,u,57.8,u
43,A,PC,A,ED0-2,Y15-24,M,CY,75.5,u,,u
44,A,PC,A,ED0-2,Y15-24,M,CZ,,u,,u
45,A,PC,A,ED0-2,Y15-24,M,DE,47.2,NaN,,bu
46,A,PC,A,ED0-2,Y15-24,M,DK,64.0,b,60.4,u
47,A,PC,A,ED0-2,Y15-24,M,EA20,45.1,NaN,38.0,NaN
48,A,PC,A,ED0-2,Y15-24,M,EE,,u,,u
49,A,PC,A,ED0-2,Y15-24,M,EL,,u,,u
50,A,PC,A,ED0-2,Y15-24,M,ES,74.2,NaN,67.6,NaN
51,A,PC,A,ED0-2,Y15-24,M,EU27_2020,43.0,NaN,37.0,NaN
52,A,PC,A,ED0-2,Y15-24,M,FI,52.4,u,,u
53,A,PC,A,ED0-2,Y15-24,M,FR,25.8,NaN,,u
54,A,PC,A,ED0-2,Y15-24,M,HR,,u,,u
55,A,PC,A,ED0-2,Y15-24,M,HU,36.1,u,32.5,u
56,A,PC,A,ED0-2,Y15-24,M,IE,,u,,u
57,A,PC,A,ED0-2,Y15-24,M,IS,,u,,bu
58,A,PC,A,ED0-2,Y15-24,M,IT,48.0,NaN,52.0,NaN
59,A,PC,A,ED0-2,Y15-24,M,LT,,u,45.5,u
60,A,PC,A,ED0-2,Y15-24,M,LU,,u,,u
61,A,PC,A,ED0-2,Y15-24,M,LV,,u,,u
62,A,PC,A,ED0-2,Y15-24,M,ME,,u,,NaN
63,A,PC,A,ED0-2,Y15-24,M,MK,,u,,u
64,A,PC,A,ED0-2,Y15-24,M,MT,,u,,u
65,A,PC,A,ED0-2,Y15-24,M,NL,55.1,NaN,47.3,NaN
66,A,PC,A,ED0-2,Y15-24,M,NO,63.7,NaN,,u
67,A,PC,A,ED0-2,Y15-24,M,PL,,u,,u
68,A,PC,A,ED0-2,Y15-24,M,PT,,u,,u
69,A,PC,A,ED0-2,Y15-24,M,RO,,u,,u
70,A,PC,A,ED0-2,Y15-24,M,RS,38.9,u,,u
71,A,PC,A,ED0-2,Y15-24,M,SE,31.0,u,,u
72,A,PC,A,ED0-2,Y15-24,M,SI,,u,,u
73,A,PC,A,ED0-2,Y15-24,M,SK,,u,,u
74,A,PC,A,ED0-2,Y15-24,M,TR,88.8,NaN,78.8,NaN
75,A,PC,A,ED0-2,Y15-24,M,UK,,u,,NaN
76,A,PC,A,ED0-2,Y15-24,T,AT,,u,,u
77,A,PC,A,ED0-2,Y15-24,T,BA,,NaN,,NaN
78,A,PC,A,ED0-2,Y15-24,T,BE,,u,,u
79,A,PC,A,ED0-2,Y15-24,T,BG,47.8,u,48.5,u
80,A,PC,A,ED0-2,Y15-24,T,CH,49.6,NaN,51.1,u
81,A,PC,A,ED0-2,Y15-24,T,CY,77.3,u,,u
82,A,PC,A,ED0-2,Y15-24,T,CZ,,u,,u
83,A,PC,A,ED0-2,Y15-24,T,DE,47.2,NaN,,bu
84,A,PC,A,ED0-2,Y15-24,T,DK,63.9,b,61.9,NaN
85,A,PC,A,ED0-2,Y15-24,T,EA20,43.8,NaN,36.2,NaN
86,A,PC,A,ED0-2,Y15-24,T,EE,,u,,u
87,A,PC,A,ED0-2,Y15-24,T,EL,58.5,u,,u
88,A,PC,A,ED0-2,Y15-24,T,ES,72.9,NaN,63.0,NaN
89,A,PC,A,ED0-2,Y15-24,T,EU27_2020,41.9,NaN,35.4,NaN
90,A,PC,A,ED0-2,Y15-24,T,FI,48.1,u,44.7,u
91,A,PC,A,ED0-2,Y15-24,T,FR,25.7,NaN,10.5,u
92,A,PC,A,ED0-2,Y15-24,T,HR,,u,,u
93,A,PC,A,ED0-2,Y15-24,T,HU,36.2,u,30.7,u
94,A,PC,A,ED0-2,Y15-24,T,IE,,u,,u
95,A,PC,A,ED0-2,Y15-24,T,IS,,u,,bu
96,A,PC,A,ED0-2,Y15-24,T,IT,44.8,NaN,50.2,NaN
97,A,PC,A,ED0-2,Y15-24,T,LT,,u,39.3,u
98,A,PC,A,ED0-2,Y15-24,T,LU,,u,,u
99,A,PC,A,ED0-2,Y15-24,T,LV,,u,,u
100,A,PC,A,ED0-2,Y15-24,T,ME,,u,,u
101,A,PC,A,ED0-2,Y15-24,T,MK,,u,,u
102,A,PC,A,ED0-2,Y15-24,T,MT,,u,,u
103,A,PC,A,ED0-2,Y15-24,T,NL,54.4,NaN,45.8,NaN
104,A,PC,A,ED0-2,Y15-24,T,NO,60.1,NaN,65.9,u
105,A,PC,A,ED0-2,Y15-24,T,PL,,u,,u
106,A,PC,A,ED0-2,Y15-24,T,PT,,u,,u
107,A,PC,A,ED0-2,Y15-24,T,RO,,u,,u
108,A,PC,A,ED0-2,Y15-24,T,RS,37.4,u,,u
109,A,PC,A,ED0-2,Y15-24,T,SE,36.5,NaN,52.2,u
110,A,PC,A,ED0-2,Y15-24,T,SI,,u,,u
111,A,PC,A,ED0-2,Y15-24,T,SK,,u,,u
112,A,PC,A,ED0-2,Y15-24,T,TR,90.2,NaN,80.5,NaN
113,A,PC,A,ED0-2,Y15-24,T,UK,16.0,u,,NaN
114,A,PC,A,ED0-2,Y15-64,F,AT,,u,,u
115,A,PC,A,ED0-2,Y15-64,F,BA,,NaN,,NaN
116,A,PC,A,ED0-2,Y15-64,F,BE,,u,,u
117,A,PC,A,ED0-2,Y15-64,F,BG,50.0,NaN,46.1,NaN
118,A,PC,A,ED0-2,Y15-64,F,CH,13.2,u,26.2,u
119,A,PC,A,ED0-2,Y15-64,F,CY,75.4,u,58.3,u
120,A,PC,A,ED0-2,Y15-64,F,CZ,7.2,u,8.5,u
121,A,PC,A,ED0-2,Y15-64,F,DE,14.4,NaN,,bu
122,A,PC,A,ED0-2,Y15-64,F,DK,35.9,bu,39.0,u
123,A,PC,A,ED0-2,Y15-64,F,EA20,42.8,NaN,39.0,NaN
124,A,PC,A,ED0-2,Y15-64,F,EE,25.8,u,,u
125,A,PC,A,ED0-2,Y15-64,F,EL,60.0,NaN,56.9,NaN
126,A,PC,A,ED0-2,Y15-64,F,ES,67.4,NaN,63.0,NaN
127,A,PC,A,ED0-2,Y15-64,F,EU27_2020,37.6,NaN,34.7,NaN
128,A,PC,A,ED0-2,Y15-64,F,FI,,u,21.7,u
129,A,PC,A,ED0-2,Y15-64,F,FR,29.5,NaN,18.4,NaN
130,A,PC,A,ED0-2,Y15-64,F,HR,30.6,u,21.7,u
131,A,PC,A,ED0-2,Y15-64,F,HU,32.3,NaN,37.8,NaN
132,A,PC,A,ED0-2,Y15-64,F,IE,,u,,u
133,A,PC,A,ED0-2,Y15-64,F,IS,,u,,bu
134,A,PC,A,ED0-2,Y15-64,F,IT,64.0,NaN,60.5,NaN
135,A,PC,A,ED0-2,Y15-64,F,LT,8.8,u,,u
136,A,PC,A,ED0-2,Y15-64,F,LU,,u,,u
137,A,PC,A,ED0-2,Y15-64,F,LV,13.8,u,,u
138,A,PC,A,ED0-2,Y15-64,F,ME,,u,,u
139,A,PC,A,ED0-2,Y15-64,F,MK,37.0,NaN,31.2,NaN
140,A,PC,A,ED0-2,Y15-64,F,MT,,u,,u
141,A,PC,A,ED0-2,Y15-64,F,NL,41.5,NaN,35.2,NaN
142,A,PC,A,ED0-2,Y15-64,F,NO,41.2,NaN,,u
143,A,PC,A,ED0-2,Y15-64,F,PL,13.8,u,,u
144,A,PC,A,ED0-2,Y15-64,F,PT,70.4,NaN,80.9,NaN
145,A,PC,A,ED0-2,Y15-64,F,RO,28.2,u,23.1,u
146,A,PC,A,ED0-2,Y15-64,F,RS,46.0,NaN,44.3,NaN
147,A,PC,A,ED0-2,Y15-64,F,SE,19.7,u,,u
148,A,PC,A,ED0-2,Y15-64,F,SI,,u,,u
149,A,PC,A,ED0-2,Y15-64,F,SK,,u,,u
150,A,PC,A,ED0-2,Y15-64,F,TR,93.1,NaN,88.9,NaN
151,A,PC,A,ED0-2,Y15-64,F,UK,21.1,u,,NaN
152,A,PC,A,ED0-2,Y15-64,M,AT,,u,,u
153,A,PC,A,ED0-2,Y15-64,M,BA,,NaN,,NaN
154,A,PC,A,ED0-2,Y15-64,M,BE,29.3,u,30.4,u
155,A,PC,A,ED0-2,Y15-64,M,BG,40.4,NaN,37.4,NaN
156,A,PC,A,ED0-2,Y15-64,M,CH,30.5,NaN,30.7,NaN
157,A,PC,A,ED0-2,Y15-64,M,CY,47.9,NaN,45.0,u
158,A,PC,A,ED0-2,Y15-64,M,CZ,3.5,u,5.9,NaN
159,A,PC,A,ED0-2,Y15-64,M,DE,19.4,NaN,15.0,bu
160,A,PC,A,ED0-2,Y15-64,M,DK,39.3,b,32.3,NaN
161,A,PC,A,ED0-2,Y15-64,M,EA20,50.5,NaN,50.1,NaN
162,A,PC,A,ED0-2,Y15-64,M,EE,36.4,NaN,32.8,NaN
163,A,PC,A,ED0-2,Y15-64,M,EL,69.0,NaN,59.2,NaN
164,A,PC,A,ED0-2,Y15-64,M,ES,74.6,NaN,73.2,NaN
165,A,PC,A,ED0-2,Y15-64,M,EU27_2020,42.9,NaN,42.4,NaN
166,A,PC,A,ED0-2,Y15-64,M,FI,29.3,NaN,18.9,u
167,A,PC,A,ED0-2,Y15-64,M,FR,26.8,NaN,25.5,NaN
168,A,PC,A,ED0-2,Y15-64,M,HR,27.7,u,29.1,u
169,A,PC,A,ED0-2,Y15-64,M,HU,30.2,NaN,29.6,NaN
170,A,PC,A,ED0-2,Y15-64,M,IE,29.4,NaN,26.4,u
171,A,PC,A,ED0-2,Y15-64,M,IS,41.0,NaN,43.4,b
172,A,PC,A,ED0-2,Y15-64,M,IT,68.2,NaN,67.4,NaN
173,A,PC,A,ED0-2,Y15-64,M,LT,14.6,NaN,18.4,NaN
174,A,PC,A,ED0-2,Y15-64,M,LU,,u,,u
175,A,PC,A,ED0-2,Y15-64,M,LV,28.1,NaN,24.0,NaN
176,A,PC,A,ED0-2,Y15-64,M,ME,,u,,u
177,A,PC,A,ED0-2,Y15-64,M,MK,36.3,NaN,37.1,NaN
178,A,PC,A,ED0-2,Y15-64,M,MT,61.5,u,,u
179,A,PC,A,ED0-2,Y15-64,M,NL,39.9,NaN,36.9,NaN
180,A,PC,A,ED0-2,Y15-64,M,NO,33.6,NaN,31.4,u
181,A,PC,A,ED0-2,Y15-64,M,PL,22.8,NaN,20.2,NaN
182,A,PC,A,ED0-2,Y15-64,M,PT,82.2,NaN,85.5,NaN
183,A,PC,A,ED0-2,Y15-64,M,RO,25.2,NaN,23.1,NaN
184,A,PC,A,ED0-2,Y15-64,M,RS,37.6,NaN,36.4,NaN
185,A,PC,A,ED0-2,Y15-64,M,SE,19.9,NaN,24.3,u
186,A,PC,A,ED0-2,Y15-64,M,SI,12.4,u,15.7,u
187,A,PC,A,ED0-2,Y15-64,M,SK,6.8,u,8.6,u
188,A,PC,A,ED0-2,Y15-64,M,TR,85.7,NaN,81.6,NaN
189,A,PC,A,ED0-2,Y15-64,M,UK,25.5,NaN,,NaN
190,A,PC,A,ED0-2,Y15-64,T,AT,16.1,u,12.6,u
191,A,PC,A,ED0-2,Y15-64,T,BA,,NaN,,NaN
192,A,PC,A,ED0-2,Y15-64,T,BE,32.9,u,27.4,u
193,A,PC,A,ED0-2,Y15-64,T,BG,43.0,NaN,40.0,NaN
194,A,PC,A,ED0-2,Y15-64,T,CH,22.5,NaN,29.1,NaN
195,A,PC,A,ED0-2,Y15-64,T,CY,52.1,NaN,48.9,NaN
196,A,PC,A,ED0-2,Y15-64,T,CZ,4.6,NaN,6.7,NaN
197,A,PC,A,ED0-2,Y15-64,T,DE,17.7,NaN,15.3,b
198,A,PC,A,ED0-2,Y15-64,T,DK,38.5,b,34.0,NaN
199,A,PC,A,ED0-2,Y15-64,T,EA20,48.4,NaN,47.1,NaN
200,A,PC,A,ED0-2,Y15-64,T,EE,33.6,NaN,27.8,NaN
201,A,PC,A,ED0-2,Y15-64,T,EL,67.4,NaN,58.6,NaN
202,A,PC,A,ED0-2,Y15-64,T,ES,73.1,NaN,71.1,NaN
203,A,PC,A,ED0-2,Y15-64,T,EU27_2020,41.5,NaN,40.3,NaN
204,A,PC,A,ED0-2,Y15-64,T,FI,26.1,NaN,19.9,NaN
205,A,PC,A,ED0-2,Y15-64,T,FR,27.5,NaN,23.0,NaN
206,A,PC,A,ED0-2,Y15-64,T,HR,28.3,u,27.2,u
207,A,PC,A,ED0-2,Y15-64,T,HU,30.7,NaN,31.7,NaN
208,A,PC,A,ED0-2,Y15-64,T,IE,26.7,NaN,23.8,u
209,A,PC,A,ED0-2,Y15-64,T,IS,40.0,NaN,40.3,b
210,A,PC,A,ED0-2,Y15-64,T,IT,67.1,NaN,65.7,NaN
211,A,PC,A,ED0-2,Y15-64,T,LT,12.8,NaN,15.2,NaN
212,A,PC,A,ED0-2,Y15-64,T,LU,,u,,u
213,A,PC,A,ED0-2,Y15-64,T,LV,24.0,NaN,20.5,NaN
214,A,PC,A,ED0-2,Y15-64,T,ME,,u,,u
215,A,PC,A,ED0-2,Y15-64,T,MK,36.5,NaN,35.8,NaN
216,A,PC,A,ED0-2,Y15-64,T,MT,60.6,u,48.4,u
217,A,PC,A,ED0-2,Y15-64,T,NL,40.4,NaN,36.4,NaN
218,A,PC,A,ED0-2,Y15-64,T,NO,35.3,NaN,29.5,u
219,A,PC,A,ED0-2,Y15-64,T,PL,20.2,NaN,17.2,NaN
220,A,PC,A,ED0-2,Y15-64,T,PT,78.3,NaN,84.1,NaN
221,A,PC,A,ED0-2,Y15-64,T,RO,25.8,NaN,23.1,NaN
222,A,PC,A,ED0-2,Y15-64,T,RS,39.8,NaN,38.4,NaN
223,A,PC,A,ED0-2,Y15-64,T,SE,19.9,NaN,21.9,NaN
224,A,PC,A,ED0-2,Y15-64,T,SI,12.5,u,12.4,u
225,A,PC,A,ED0-2,Y15-64,T,SK,6.1,NaN,9.5,NaN
226,A,PC,A,ED0-2,Y15-64,T,TR,88.5,NaN,83.9,NaN
227,A,PC,A,ED0-2,Y15-64,T,UK,24.3,NaN,,NaN
228,A,PC,A,ED0-2,Y15-69,F,AT,,u,,u
229,A,PC,A,ED0-2,Y15-69,F,BA,,NaN,,NaN
230,A,PC,A,ED0-2,Y15-69,F,BE,,u,,u
231,A,PC,A,ED0-2,Y15-69,F,BG,50.1,NaN,45.7,NaN
232,A,PC,A,ED0-2,Y15-69,F,CH,13.7,u,26.3,u
233,A,PC,A,ED0-2,Y15-69,F,CY,75.4,u,58.3,u
234,A,PC,A,ED0-2,Y15-69,F,CZ,7.2,u,8.8,u
235,A,PC,A,ED0-2,Y15-69,F,DE,14.5,NaN,,bu
236,A,PC,A,ED0-2,Y15-69,F,DK,35.4,bu,38.6,u
237,A,PC,A,ED0-2,Y15-69,F,EA20,42.7,NaN,39.1,NaN
238,A,PC,A,ED0-2,Y15-69,F,EE,25.8,u,,u
239,A,PC,A,ED0-2,Y15-69,F,EL,60.7,NaN,57.3,NaN
240,A,PC,A,ED0-2,Y15-69,F,ES,67.5,NaN,63.1,NaN
241,A,PC,A,ED0-2,Y15-69,F,EU27_2020,37.7,NaN,34.8,NaN
242,A,PC,A,ED0-2,Y15-69,F,FI,,u,21.6,u
243,A,PC,A,ED0-2,Y15-69,F,FR,29.2,NaN,18.3,NaN
244,A,PC,A,ED0-2,Y15-69,F,HR,30.6,u,21.7,u
245,A,PC,A,ED0-2,Y15-69,F,HU,32.4,NaN,37.7,NaN
246,A,PC,A,ED0-2,Y15-69,F,IE,,u,,u
247,A,PC,A,ED0-2,Y15-69,F,IS,,u,,bu
248,A,PC,A,ED0-2,Y15-69,F,IT,64.1,NaN,60.8,NaN
249,A,PC,A,ED0-2,Y15-69,F,LT,8.6,u,,u
250,A,PC,A,ED0-2,Y15-69,F,LU,,u,,u
251,A,PC,A,ED0-2,Y15-69,F,LV,15.2,u,,u
252,A,PC,A,ED0-2,Y15-69,F,ME,,u,,u
253,A,PC,A,ED0-2,Y15-69,F,MK,38.5,NaN,31.2,NaN
254,A,PC,A,ED0-2,Y15-69,F,MT,,u,,u
255,A,PC,A,ED0-2,Y15-69,F,NL,41.5,NaN,35.6,NaN
256,A,PC,A,ED0-2,Y15-69,F,NO,41.8,NaN,,u
257,A,PC,A,ED0-2,Y15-69,F,PL,13.9,u,,u
258,A,PC,A,ED0-2,Y15-69,F,PT,70.9,NaN,81.2,NaN
259,A,PC,A,ED0-2,Y15-69,F,RO,28.2,u,23.4,u
260,A,PC,A,ED0-2,Y15-69,F,RS,46.4,NaN,45.7,NaN
261,A,PC,A,ED0-2,Y15-69,F,SE,20.1,NaN,,u
262,A,PC,A,ED0-2,Y15-69,F,SI,,u,,u
263,A,PC,A,ED0-2,Y15-69,F,SK,,u,,u
264,A,PC,A,ED0-2,Y15-69,F,TR,93.1,NaN,88.9,NaN
265,A,PC,A,ED0-2,Y15-69,F,UK,21.8,NaN,,NaN
266,A,PC,A,ED0-2,Y15-69,M,AT,16.4,u,,u
267,A,PC,A,ED0-2,Y15-69,M,BA,,NaN,,NaN
268,A,PC,A,ED0-2,Y15-69,M,BE,30.0,u,29.7,u
269,A,PC,A,ED0-2,Y15-69,M,BG,40.5,NaN,37.9,NaN
270,A,PC,A,ED0-2,Y15-69,M,CH,30.1,NaN,30.2,NaN
271,A,PC,A,ED0-2,Y15-69,M,CY,47.9,NaN,45.0,u
272,A,PC,A,ED0-2,Y15-69,M,CZ,3.4,u,5.7,NaN
273,A,PC,A,ED0-2,Y15-69,M,DE,19.2,NaN,15.2,bu
274,A,PC,A,ED0-2,Y15-69,M,DK,38.7,b,33.6,NaN
275,A,PC,A,ED0-2,Y15-69,M,EA20,50.5,NaN,50.2,NaN
276,A,PC,A,ED0-2,Y15-69,M,EE,36.1,NaN,33.0,NaN
277,A,PC,A,ED0-2,Y15-69,M,EL,69.3,NaN,60.2,NaN
278,A,PC,A,ED0-2,Y15-69,M,ES,74.6,NaN,73.3,NaN
279,A,PC,A,ED0-2,Y15-69,M,EU27_2020,43.0,NaN,42.4,NaN
280,A,PC,A,ED0-2,Y15-69,M,FI,30.0,NaN,19.4,u
281,A,PC,A,ED0-2,Y15-69,M,FR,27.0,NaN,25.3,NaN
282,A,PC,A,ED0-2,Y15-69,M,HR,27.7,u,29.2,u
283,A,PC,A,ED0-2,Y15-69,M,HU,30.3,NaN,29.4,NaN
284,A,PC,A,ED0-2,Y15-69,M,IE,29.4,NaN,27.0,u
285,A,PC,A,ED0-2,Y15-69,M,IS,39.8,NaN,43.5,b
286,A,PC,A,ED0-2,Y15-69,M,IT,68.5,NaN,67.7,NaN
287,A,PC,A,ED0-2,Y15-69,M,LT,14.5,NaN,17.7,NaN
288,A,PC,A,ED0-2,Y15-69,M,LU,,u,,u
289,A,PC,A,ED0-2,Y15-69,M,LV,27.8,NaN,23.8,NaN
290,A,PC,A,ED0-2,Y15-69,M,ME,,u,,u
291,A,PC,A,ED0-2,Y15-69,M,MK,36.7,NaN,37.1,NaN
292,A,PC,A,ED0-2,Y15-69,M,MT,61.5,u,,u
293,A,PC,A,ED0-2,Y15-69,M,NL,39.7,NaN,37.4,NaN
294,A,PC,A,ED0-2,Y15-69,M,NO,34.0,NaN,30.8,u
295,A,PC,A,ED0-2,Y15-69,M,PL,22.9,NaN,20.2,NaN
296,A,PC,A,ED0-2,Y15-69,M,PT,82.4,NaN,85.7,NaN
297,A,PC,A,ED0-2,Y15-69,M,RO,25.4,NaN,23.3,NaN
298,A,PC,A,ED0-2,Y15-69,M,RS,37.4,NaN,36.8,NaN
299,A,PC,A,ED0-2,Y15-69,M,SE,19.9,NaN,23.9,u
300,A,PC,A,ED0-2,Y15-69,M,SI,12.2,u,16.1,u
301,A,PC,A,ED0-2,Y15-69,M,SK,6.8,u,8.5,u
302,A,PC,A,ED0-2,Y15-69,M,TR,85.9,NaN,81.7,NaN
303,A,PC,A,ED0-2,Y15-69,M,UK,25.7,NaN,,NaN
304,A,PC,A,ED0-2,Y15-69,T,AT,16.4,u,12.6,u
305,A,PC,A,ED0-2,Y15-69,T,BA,,NaN,,NaN
306,A,PC,A,ED0-2,Y15-69,T,BE,33.4,u,27.3,u
307,A,PC,A,ED0-2,Y15-69,T,BG,43.1,NaN,40.2,NaN
308,A,PC,A,ED0-2,Y15-69,T,CH,22.5,NaN,28.8,NaN
309,A,PC,A,ED0-2,Y15-69,T,CY,52.1,NaN,48.9,NaN
310,A,PC,A,ED0-2,Y15-69,T,CZ,4.5,NaN,6.6,NaN
311,A,PC,A,ED0-2,Y15-69,T,DE,17.6,NaN,15.5,b
312,A,PC,A,ED0-2,Y15-69,T,DK,38.0,b,35.0,NaN
313,A,PC,A,ED0-2,Y15-69,T,EA20,48.4,NaN,47.1,NaN
314,A,PC,A,ED0-2,Y15-69,T,EE,33.5,NaN,27.9,NaN
315,A,PC,A,ED0-2,Y15-69,T,EL,67.7,NaN,59.4,NaN
316,A,PC,A,ED0-2,Y15-69,T,ES,73.1,NaN,71.2,NaN
317,A,PC,A,ED0-2,Y15-69,T,EU27_2020,41.6,NaN,40.4,NaN
318,A,PC,A,ED0-2,Y15-69,T,FI,26.7,NaN,20.2,NaN
319,A,PC,A,ED0-2,Y15-69,T,FR,27.7,NaN,22.9,NaN
320,A,PC,A,ED0-2,Y15-69,T,HR,28.3,u,27.3,u
321,A,PC,A,ED0-2,Y15-69,T,HU,30.8,NaN,31.5,NaN
322,A,PC,A,ED0-2,Y15-69,T,IE,26.8,NaN,24.3,u
323,A,PC,A,ED0-2,Y15-69,T,IS,40.0,NaN,40.5,b
324,A,PC,A,ED0-2,Y15-69,T,IT,67.3,NaN,66.0,NaN
325,A,PC,A,ED0-2,Y15-69,T,LT,12.6,NaN,14.7,NaN
326,A,PC,A,ED0-2,Y15-69,T,LU,,u,,u
327,A,PC,A,ED0-2,Y15-69,T,LV,24.1,NaN,20.3,NaN
328,A,PC,A,ED0-2,Y15-69,T,ME,,u,,u
329,A,PC,A,ED0-2,Y15-69,T,MK,37.1,NaN,35.8,NaN
330,A,PC,A,ED0-2,Y15-69,T,MT,60.6,u,48.4,u
331,A,PC,A,ED0-2,Y15-69,T,NL,40.2,NaN,36.8,NaN
332,A,PC,A,ED0-2,Y15-69,T,NO,35.6,NaN,28.9,u
333,A,PC,A,ED0-2,Y15-69,T,PL,20.3,NaN,17.3,NaN
334,A,PC,A,ED0-2,Y15-69,T,PT,78.6,NaN,84.3,NaN
335,A,PC,A,ED0-2,Y15-69,T,RO,25.9,NaN,23.3,NaN
336,A,PC,A,ED0-2,Y15-69,T,RS,39.8,NaN,39.1,NaN
337,A,PC,A,ED0-2,Y15-69,T,SE,20.0,NaN,21.5,NaN
338,A,PC,A,ED0-2,Y15-69,T,SI,12.4,u,13.5,u
339,A,PC,A,ED0-2,Y15-69,T,SK,6.0,NaN,9.3,NaN
340,A,PC,A,ED0-2,Y15-69,T,TR,88.6,NaN,84.1,NaN
341,A,PC,A,ED0-2,Y15-69,T,UK,24.6,NaN,,NaN
342,A,PC,A,ED0-2,Y15-74,F,AT,,u,,u
343,A,PC,A,ED0-2,Y15-74,F,BA,,NaN,,NaN
344,A,PC,A,ED0-2,Y15-74,F,BE,,u,,u
345,A,PC,A,ED0-2,Y15-74,F,BG,50.1,NaN,45.7,NaN
346,A,PC,A,ED0-2,Y15-74,F,CH,14.0,u,27.3,u
347,A,PC,A,ED0-2,Y15-74,F,CY,75.4,u,58.3,u
348,A,PC,A,ED0-2,Y15-74,F,CZ,7.2,u,9.0,u
349,A,PC,A,ED0-2,Y15-74,F,DE,14.7,NaN,,bu
350,A,PC,A,ED0-2,Y15-74,F,DK,35.4,bu,38.6,u
351,A,PC,A,ED0-2,Y15-74,F,EA20,42.7,NaN,39.1,NaN
352,A,PC,A,ED0-2,Y15-74,F,EE,24.7,u,,u
353,A,PC,A,ED0-2,Y15-74,F,EL,60.7,NaN,57.3,NaN
354,A,PC,A,ED0-2,Y15-74,F,ES,67.5,NaN,63.1,NaN
355,A,PC,A,ED0-2,Y15-74,F,EU27_2020,37.7,NaN,34.8,NaN
356,A,PC,A,ED0-2,Y15-74,F,FI,,u,21.6,u
357,A,PC,A,ED0-2,Y15-74,F,FR,29.3,NaN,18.3,NaN
358,A,PC,A,ED0-2,Y15-74,F,HR,30.6,u,21.7,u
359,A,PC,A,ED0-2,Y15-74,F,HU,32.3,NaN,37.7,NaN
360,A,PC,A,ED0-2,Y15-74,F,IE,,u,,u
361,A,PC,A,ED0-2,Y15-74,F,IS,,u,,bu
362,A,PC,A,ED0-2,Y15-74,F,IT,64.1,NaN,60.8,NaN
363,A,PC,A,ED0-2,Y15-74,F,LT,8.6,u,,u
364,A,PC,A,ED0-2,Y15-74,F,LU,,u,,u
365,A,PC,A,ED0-2,Y15-74,F,LV,15.1,u,,u
366,A,PC,A,ED0-2,Y15-74,F,ME,,u,,u
